CDK1,4/659,5.68850083432006E-06,0.000253138287127,0,0,118.106870229008,1426.38420913526,TOP2A;CHAF1B;CDK1;AURKB,,,
RB1,3/209,1.10762483304562E-05,0.000328595367137,0,0,144.094660194175,1644.2220244443,TOP2A;CDK1;AURKB,,,
FOXM1 transcription factor network Homo sapiens c51cda49-6192-11e5-8ac5-06603eb7f303,2/40,3.88520160544551E-05,0.000388520160545,0,0,350.122807017544,3555.75990366199,CDK1;AURKB,,,
E2F mediated regulation of DNA replication Homo sapiens R-HSA-113510,2/33,2.63181604025387E-05,0.000407931486239,0,0,429.333333333333,4527.42791184729,CDK1;CDC6,,,
ATM Signaling Network in Development and Disease  WP3878,2/45,4.92876074570024E-05,0.000489466750249,0,0,309.333333333333,3067.91785043298,CDK1;AURKB,,,
Regulation of Microtubule Cytoskeleton WP2038,2/46,5.15228158157094E-05,0.000489466750249,0,0,302.287878787879,2984.63508563263,CDK1;AURKB,,,
E2F-mediated regulation of DNA replication,2/33,2.63181604025387E-05,0.000505308679729,0,0,429.333333333333,4527.42791184729,CDK1;CDC6,,,
AURKA druginhibition 196 GSE57810,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CDC6;AURKB,,,
SYK knockdown 190 GSE54065,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,CDK1;CDC6;AURKB,,,
ABL1 knockdown 96h A375,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CDC6;AURKB,,,
CSNK1A1 knockdown 96h A375,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,CHAF1B;CDK1;AURKB,,,
MAP2K2 knockdown 96h A375,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,CHAF1B;CDK1;AURKB,,,
AURKB knockdown 96h HT29,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,CHAF1B;CDK1;AURKB,,,
PKN2 knockdown 96h A375,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CDK1;AURKB,,,
PRKACB knockdown 96h A375,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,CHAF1B;CDK1;AURKB,,,
PRKCA knockdown 96h A375,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,CHAF1B;CDK1;AURKB,,,
PRKDC knockdown 96h A375,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CDK1;AURKB,,,
PTK2 knockdown 96h A375,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,CHAF1B;CDK1;CDC6,,,
ADCK3 knockdown 96h HCC515,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CDK1;CDC6,,,
GPR56 knockdown 96h HT29,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,CHAF1B;CDK1;CDC6,,,
SRC knockdown 96h A375,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,CHAF1B;CDK1;CDC6,,,
TAOK3 knockdown 96h A375,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CDK1;AURKB,,,
ABL2 knockdown 96h A549,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CDK1;AURKB,,,
FZD5 knockdown 96h HCC515,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CHAF1B;CDC6,,,
RAF1 knockdown 96h PC3,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,CHAF1B;CDK1;CDC6,,,
MST1R knockdown 96h HT29,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,CHAF1B;CDK1;CDC6,,,
NEK7 knockdown 96h HT29,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CHAF1B;CDK1,,,
CD97 knockdown 96h A549,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CDK1;CDC6,,,
DYRK3 knockdown 96h A549,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CDK1;CDC6,,,
ERBB3 knockdown 96h A549,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CDK1;CDC6,,,
RARA knockdown 96h HT29,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CHAF1B;CDC6,,,
RET knockdown 96h HT29,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CDK1;CDC6,,,
MST1R knockdown 96h HCC515,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,CHAF1B;CDK1;CDC6,,,
NR3C1 knockdown 96h HCC515,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CHAF1B;CDK1,,,
WEE1 knockdown 96h HT29,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,CHAF1B;CDK1;AURKB,,,
MST1R knockdown 96h A549,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,CHAF1B;CDK1;CDC6,,,
TESK1 knockdown 96h HCC515,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CHAF1B;CDK1,,,
PIK3R4 knockdown 96h A549,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CHAF1B;CDK1,,,
RXRA knockdown 96h A549,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CHAF1B;CDK1,,,
SLK knockdown 96h A549,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CHAF1B;CDK1,,,
STK33 knockdown 96h A549,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CDK1;CDC6,,,
TGFBR2 knockdown 96h A549,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CHAF1B;CDC6,,,
TTK knockdown 96h A549,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CHAF1B;CDK1,,,
VRK2 knockdown 96h A549,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,TOP2A;CHAF1B;AURKB,,,
WEE1 knockdown 96h A549,3/300,3.26764879945848E-05,0.000555500295908,0,0,99.4848484848485,1027.56455084581,CHAF1B;CDK1;AURKB,,,
FOXM1 transcription factor network,2/41,4.08403579697154E-05,0.000616666095615,0,0,341.128205128205,3447.38699212753,CDK1;AURKB,,,
G2/M checkpoints,2/43,4.49652361385718E-05,0.000616666095615,0,0,324.455284552846,3247.67439640328,CDK1;CDC6,,,
SUMOylation of DNA replication proteins Homo sapiens R-HSA-4615885,2/44,4.71017426068059E-05,0.000625780294633,0,0,316.714285714286,3155.48794866346,TOP2A;AURKB,,,
E2F transcription factor network Homo sapiens bb4d0fd3-6191-11e5-8ac5-06603eb7f303,2/72,0.000126909065898,0.000634545329491,0,0,189.761904761905,1702.55135151923,CDK1;CDC6,,,
FAM131B,2/28,1.88507774199287E-05,0.000980240425836,0,0,512.025641025641,5570.30462567196,TOP2A;CDC6,,,
Retinoblastoma gene in cancer WP2446,2/87,0.00018546761068,0.001174628200976,0,0,156.156862745098,1341.79818985462,TOP2A;CDK1,,,
WEE2,1/1,0.000249991799542,0.001399954077433,0,0,19995,165840.178437256,CDK1,,,
PKMYT1,1/1,0.000249991799542,0.001399954077433,0,0,19995,165840.178437256,CDK1,,,
PLK1,2/77,0.000145207497395,0.001399954077433,0,0,177.066666666667,1564.79954394131,TOP2A;CDC6,,,
CDK1,3/494,0.000144332155595,0.001399954077433,0,0,59.5845213849287,526.929355918942,TOP2A;CHAF1B;CDK1,,,
GSK3B,3/527,0.000174858197826,0.001399954077433,0,0,55.7375954198473,482.215769331501,TOP2A;CHAF1B;CDC6,,,
ESPL1-CDC2 complex (human),1/2,0.000499936218599,0.001449531996963,0,0,4998.5,37993.7486073611,CDK1,,,
CyclinB1-Cdc2 complex (mouse),1/2,0.000499936218599,0.001449531996963,0,0,4998.5,37993.7486073611,CDK1,,,
CCNB2-CDC2 complex (human),1/2,0.000499936218599,0.001449531996963,0,0,4998.5,37993.7486073611,CDK1,,,
CCNB1-CDC2 complex (human),1/2,0.000499936218599,0.001449531996963,0,0,4998.5,37993.7486073611,CDK1,,,
CDC2-CCNA2 complex (human),1/2,0.000499936218599,0.001449531996963,0,0,4998.5,37993.7486073611,CDK1,,,
Chromatin assembly complex (CAF-1 complex) (human),1/3,0.00074983147187,0.001449531996963,0,0,2499.125,17982.8589978205,CHAF1B,,,
MCM8-ORC2-CDC6 complex (human),1/3,0.00074983147187,0.001449531996963,0,0,2499.125,17982.8589978205,CDC6,,,
CRM1-Survivin-AuroraB mitotic complex (human),1/3,0.00074983147187,0.001449531996963,0,0,2499.125,17982.8589978205,AURKB,,,
RalBP1-CDC2-CCNB1 complex (human),1/3,0.00074983147187,0.001449531996963,0,0,2499.125,17982.8589978205,CDK1,,,
CDC2-CCNB1-CCNF complex (human),1/3,0.00074983147187,0.001449531996963,0,0,2499.125,17982.8589978205,CDK1,,,
CDC2-CCNB1-PTCH1 complex (human),1/3,0.00074983147187,0.001449531996963,0,0,2499.125,17982.8589978205,CDK1,,,
CDC2-CCNA2-CDK2 complex (human),1/3,0.00074983147187,0.001449531996963,0,0,2499.125,17982.8589978205,CDK1,,,
RasGAP-AURKA/AURKB-survivin complex (human),1/4,0.000999677239285,0.001449531996963,0,0,1666,11508.8581009313,AURKB,,,
BIRC5-AURKB-INCENP-EVI5 complex (human),1/4,0.000999677239285,0.001449531996963,0,0,1666,11508.8581009313,AURKB,,,
BRCA1-IRIS-pre-replication complex (human),1/4,0.000999677239285,0.001449531996963,0,0,1666,11508.8581009313,CDC6,,,
CDC2-PCNA-CCNB1-GADD45A complex (human),1/4,0.000999677239285,0.001449531996963,0,0,1666,11508.8581009313,CDK1,,,
CDC2-PCNA-CCNB1-GADD45B complex (human),1/4,0.000999677239285,0.001449531996963,0,0,1666,11508.8581009313,CDK1,,,
CDC2-PCNA-CCNB1-GADD45G complex (human),1/4,0.000999677239285,0.001449531996963,0,0,1666,11508.8581009313,CDK1,,,
E2F transcription factor network,2/74,0.000134081715771,0.00160898058925,0,0,184.472222222222,1644.9500813633,CDK1;CDC6,,,
Cell cycle WP179,2/120,0.000352812323036,0.001675858534419,0,0,112.299435028249,892.732703189325,CDK1;CDC6,,,
APC/C-mediated degradation of cell cycle proteins,2/82,0.000164727629854,0.001757094718444,0,0,165.958333333333,1445.69908386245,CDK1;AURKB,,,
APC/C-mediated degradation of cell cycle proteins Homo sapiens R-HSA-174143,2/85,0.000177025355076,0.001829262002451,0,0,159.935742971888,1381.71968341399,CDK1;AURKB,,,
Regulation of mitotic cell cycle Homo sapiens R-HSA-453276,2/85,0.000177025355076,0.001829262002451,0,0,159.935742971888,1381.71968341399,CDK1;AURKB,,,
SUMO E3 ligases SUMOylate target proteins Homo sapiens R-HSA-3108232,2/96,0.000225867685996,0.001937603836144,0,0,141.141843971631,1184.9649875808,TOP2A;AURKB,,,
Resolution of Sister Chromatid Cohesion Homo sapiens R-HSA-2500257,2/99,0.000240209471382,0.001937603836144,0,0,136.756013745704,1139.72451159492,CDK1;AURKB,,,
SUMOylation Homo sapiens R-HSA-2990846,2/101,0.000250013398212,0.001937603836144,0,0,133.979797979798,1111.22791504867,TOP2A;AURKB,,,
Cell cycle kinase complex CDC2 (human),1/6,0.001499219821621,0.001976244310318,0,0,999.5,6499.55901988972,CDK1,,,
ASF1-interacting protein complex (human),1/6,0.001499219821621,0.001976244310318,0,0,999.5,6499.55901988972,CHAF1B,,,
Mitotic Prometaphase Homo sapiens R-HSA-68877,2/107,0.000280589014069,0.002007290639112,0,0,126.285714285714,1032.84281081247,CDK1;AURKB,,,
G1/S Transition Homo sapiens R-HSA-69206,2/112,0.000307400495633,0.002042017578134,0,0,120.515151515152,974.649309044046,CDK1;CDC6,,,
Toposome (human),1/7,0.001748916514933,0.00211327412221,0,0,832.875,5287.7224998036,TOP2A,,,
ASF1-histone containing complex (human),1/7,0.001748916514933,0.00211327412221,0,0,832.875,5287.7224998036,CHAF1B,,,
CHEK1,2/137,0.000459552482388,0.002144578251143,0,0,98.0740740740741,753.724504153147,CDK1;AURKB,,,
Mitotic Spindle,2/199,0.000965810507198,0.002438670459864,0,0,66.9983079526227,465.138627544557,TOP2A;CDK1,,,
Estrogen Response Late,2/200,0.000975468183945,0.002438670459864,0,0,66.6565656565657,462.102841378486,TOP2A;CDC6,,,
MYC,3/498,0.000147828791198,0.002694576626996,0,0,59.0909090909091,521.149659139964,TOP2A;CDK1;CDC6,,,
TP53,3/502,0.000151380709382,0.002694576626996,0,0,58.6052104208417,515.474590068137,TOP2A;CDK1;AURKB,,,
Histone H3.1 complex (human),1/10,0.002497707864197,0.002897341122468,0,0,555.166666666667,3326.77064151216,CHAF1B,,,
Cell cycle checkpoints,2/117,0.000335420738617,0.003220039090728,0,0,115.246376811594,921.985406229304,CDK1;CDC6,,,
down 60min BMP4 vs ctrl hESC (Human) [19664995],3/561,0.000210457638084,0.003235976197998,0,0,52.25,442.36031734849,TOP2A;CHAF1B;CDC6,,,
down 240min BMP4 vs ctrl hESC (Human) [19664995],3/610,0.000269664683167,0.003235976197998,0,0,47.9110378912685,393.748781597602,TOP2A;CHAF1B;CDC6,,,
G2/M Checkpoints Homo sapiens R-HSA-69481,2/150,0.000550537703001,0.003242628196184,0,0,89.4009009009009,670.919352240136,CDK1;CDC6,,,
Regulation of TP53 Activity Homo sapiens R-HSA-5633007,2/151,0.000557871517623,0.003242628196184,0,0,88.7964205816555,665.207895910229,CDK1;AURKB,,,
Cell cycle,2/124,0.000376676288753,0.003390086598779,0,0,108.595628415301,856.181442624483,CDK1;CDC6,,,
SRPK1 human kinase ARCHS4 coexpression,2/299,0.002162184810493,0.003423459283281,0,0,44.2154882154882,271.334360373235,CDC6;AURKB,,,
NEK4 human kinase ARCHS4 coexpression,2/299,0.002162184810493,0.003423459283281,0,0,44.2154882154882,271.334360373235,CDK1;CDC6,,,
CSNK2A1 human kinase ARCHS4 coexpression,2/299,0.002162184810493,0.003423459283281,0,0,44.2154882154882,271.334360373235,CDC6;AURKB,,,
GSG2 human kinase ARCHS4 coexpression,2/299,0.002162184810493,0.003423459283281,0,0,44.2154882154882,271.334360373235,CDC6;AURKB,,,
TGFBR1 human kinase ARCHS4 coexpression,2/299,0.002162184810493,0.003423459283281,0,0,44.2154882154882,271.334360373235,TOP2A;CDK1,,,
PKMYT1 human kinase ARCHS4 coexpression,2/299,0.002162184810493,0.003423459283281,0,0,44.2154882154882,271.334360373235,CDC6;AURKB,,,
DNA synthesome complex (mouse),1/13,0.00324605087509,0.003486499088059,0,0,416.3125,2385.60223672184,TOP2A,,,
RC complex during G2/M-phase of cell cycle (human),1/13,0.00324605087509,0.003486499088059,0,0,416.3125,2385.60223672184,CDK1,,,
CDC25A,1/8,0.001998563431659,0.003997126863318,0,0,713.857142857143,4436.8553176414,CDK1,,,
WEE1,1/4,0.000999677239285,0.00399870895714,0,0,1666,11508.8581009313,CDK1,,,
Cell Cycle Checkpoints Homo sapiens R-HSA-69620,2/182,0.000808844439672,0.004424854875854,0,0,73.3888888888889,522.521839634704,CDK1;CDC6,,,
CSNK2A2,2/229,0.00127595327997,0.004465836479895,0,0,58.0558002936858,386.887435732569,TOP2A;CDK1,,,
HIST1H3A,2/122,0.000364647899802,0.004642956506042,0,0,110.416666666667,874.122190387737,CHAF1B;AURKB,,,
TOP1,2/136,0.000452889084648,0.004642956506042,0,0,98.8109452736318,760.830772011607,TOP2A;CDK1,,,
NPM1,2/144,0.000507538950538,0.004642956506042,0,0,93.2065727699531,707.059198354805,TOP2A;CDK1,,,
PCNA,2/146,0.000521680506297,0.004642956506042,0,0,91.9027777777778,694.643029909295,CDK1;CDC6,,,
GSK3B,3/696,0.00039816343137,0.004642956506042,0,0,41.7792207792208,327.074813419657,TOP2A;CHAF1B;CDC6,,,
DNA synthesome complex (17 subunits) (human),1/18,0.004492292708393,0.004652731733693,0,0,293.794117647059,1588.07239728978,TOP2A,,,
DNA replication Homo sapiens P00017,1/19,0.0047413916094,0.0047413916094,0,0,277.458333333333,1484.79734988759,TOP2A,,,
SUMO2,2/162,0.000641693526275,0.004995894496776,0,0,82.6458333333333,607.562557815676,TOP2A;CHAF1B,,,
PLK1,2/166,0.000673603752374,0.004995894496776,0,0,80.6138211382114,588.71213702385,TOP2A;CDC6,,,
PPP1CA,2/184,0.000826602571892,0.0056590483768,0,0,72.5750915750916,515.151538482769,CDK1;AURKB,,,
up M-phase HeLa (Human) [18669648],4/2252,0.00072971947758,0.005837755820637,0,0,31.5782918149466,228.085276876291,TOP2A;CHAF1B;CDC6;AURKB,,,
CCNA2,1/12,0.002996653029894,0.005993306059787,0,0,454.181818181818,2638.91411927659,CDK1,,,
Cyclin B2 mediated events Homo sapiens R-HSA-157881,1/5,0.001249473381135,0.006115843391871,0,0,1249.4375,8352.53105828692,CDK1,,,
G2/M DNA replication checkpoint Homo sapiens R-HSA-69478,1/5,0.001249473381135,0.006115843391871,0,0,1249.4375,8352.53105828692,CDK1,,,
VIM,2/199,0.000965810507198,0.00613979536719,0,0,66.9983079526227,465.138627544557,CDK1;AURKB,,,
CSNK2A1,2/286,0.00198054542375,0.006161696873888,0,0,46.2699530516432,288.001909447771,TOP2A;CDK1,,,
cdc25 and chk1 Regulatory Pathway in response to DNA damage Homo sapiens h cdc25Pathway,1/7,0.001748916514933,0.006413720343853,0,0,832.875,5287.7224998036,CDK1,,,
BTG family proteins and cell cycle regulation Homo sapiens h btg2Pathway,1/9,0.002248160552402,0.006413720343853,0,0,624.59375,3808.54966343072,CHAF1B,,,
Sonic Hedgehog Receptor Ptc1 Regulates cell cycle Homo sapiens h ptc1Pathway,1/9,0.002248160552402,0.006413720343853,0,0,624.59375,3808.54966343072,CDK1,,,
Regulation of Splicing through Sam68 Homo sapiens h sam68Pathway,1/10,0.002497707864197,0.006413720343853,0,0,555.166666666667,3326.77064151216,CDK1,,,
Protein Kinase A at the Centrosome Homo sapiens h akapCentrosomePathway,1/12,0.002996653029894,0.006413720343853,0,0,454.181818181818,2638.91411927659,CDK1,,,
RB Tumor Suppressor/Checkpoint Signaling in response to DNA damage Homo sapiens h rbPathway,1/13,0.00324605087509,0.006413720343853,0,0,416.3125,2385.60223672184,CDK1,,,
AKAP95 role in mitosis and chromosome dynamics Homo sapiens h akap95Pathway,1/14,0.00349539889312,0.006413720343853,0,0,384.269230769231,2173.54503857692,CDK1,,,
Estrogen-responsive protein Efp controls cell cycle and breast tumors growth Homo sapiens h EfpPathway,1/15,0.003744697083938,0.006413720343853,0,0,356.803571428571,1993.60946675892,CDK1,,,
CDK Regulation of DNA Replication Homo sapiens h mcmPathway,1/18,0.004492292708393,0.006413720343853,0,0,293.794117647059,1588.07239728978,CDC6,,,
Regulation of cell cycle progression by Plk3 Homo sapiens h plk3Pathway,1/18,0.004492292708393,0.006413720343853,0,0,293.794117647059,1588.07239728978,CDK1,,,
Cell Cycle: G2/M Checkpoint Homo sapiens h g2Pathway,1/22,0.005488389443321,0.006413720343853,0,0,237.785714285714,1237.70327900363,CDK1,,,
Cyclins and Cell Cycle Regulation Homo sapiens h cellcyclePathway,1/23,0.005737289113329,0.006413720343853,0,0,226.965909090909,1171.31850515834,CDK1,,,
How Progesterone Initiates the Oocyte Maturation Homo sapiens h mPRPathway,1/23,0.005737289113329,0.006413720343853,0,0,226.965909090909,1171.31850515834,CDK1,,,
Stathmin and breast cancer resistance to antimicrotubule agents Homo sapiens h stathminPathway,1/24,0.005986138987596,0.006413720343853,0,0,217.086956521739,1111.11804759418,CDK1,,,
Cell Cycle: G1/S Check Point  Homo sapiens h g1Pathway,1/26,0.006483689369799,0.006483689369799,0,0,199.7,1006.18157701364,CDK1,,,
BRCA1,2/216,0.001136381406282,0.006742529677271,0,0,61.6230529595016,417.798523140778,TOP2A;CDK1,,,
Phosphorylation of Emi1 Homo sapiens R-HSA-176417,1/6,0.001499219821621,0.006971372170536,0,0,999.5,6499.55901988972,CDK1,,,
STK4,1/10,0.002497707864197,0.006992886366676,0,0,555.166666666667,3326.77064151216,AURKB,,,
EIF2AK2,1/11,0.002747205358337,0.006992886366676,0,0,499.625,2946.37411950643,CDK1,,,
up metaphase anaphase telophase 60min noscapine release vs ctrl HeLa (Human) [19691289],2/229,0.00127595327997,0.00728541268372,0,0,58.0558002936858,386.887435732569,TOP2A;AURKB,,,
up 10min PPase inhibitors vs ctrl Hepa1-6 (Mouse) [18846507],3/1098,0.001517794309108,0.00728541268372,0,0,25.8904109589041,168.041637516767,TOP2A;CHAF1B;CDK1,,,
M Phase Homo sapiens R-HSA-68886,2/268,0.001741834431901,0.007393147085852,0,0,49.4461152882206,314.122094586757,CDK1;AURKB,,,
CDC5L complex (human),1/30,0.007478192828541,0.007478192828541,0,0,172.120689655172,842.662296146542,TOP2A,,,
CDC5L,1/33,0.008223547969126,0.008223547969126,0,0,155.9609375,748.730022278245,TOP2A,,,
Chk1/Chk2(Cds1)-mediated inactivation of cyclin B-Cdk1 complex,1/5,0.001249473381135,0.008567817470639,0,0,1249.4375,8352.53105828692,CDK1,,,
ERK activation,1/5,0.001249473381135,0.008567817470639,0,0,1249.4375,8352.53105828692,CDK1,,,
Cyclin B2-mediated events,1/5,0.001249473381135,0.008567817470639,0,0,1249.4375,8352.53105828692,CDK1,,,
DNA replication,2/207,0.001044388812422,0.008567817470639,0,0,64.3577235772358,441.772230056286,CDC6;AURKB,,,
MAPK14,2/396,0.003758799761258,0.008770532776269,0,0,33.165820642978,185.186519663304,CHAF1B;CDC6,,,
ERBB2,1/17,0.004243143988997,0.008850597670879,0,0,312.171875,1705.22350136349,CDK1,,,
PLK3,1/18,0.004492292708393,0.008850597670879,0,0,293.794117647059,1588.07239728978,TOP2A,,,
MAP3K8,1/19,0.0047413916094,0.008850597670879,0,0,277.458333333333,1484.79734988759,CDK1,,,
GPR3 in Oocyte Meiotic Arrest,1/7,0.001748916514933,0.008882667143939,0,0,832.875,5287.7224998036,CDK1,,,
HPV E4 Contribution to Life Cycle of Virus and Cell,1/8,0.001998563431659,0.008882667143939,0,0,713.857142857143,4436.8553176414,CDK1,,,
Proteins Involved in Glioma,2/290,0.002035611220486,0.008882667143939,0,0,45.6180555555556,282.693226832104,CDK1;AURKB,,,
MASTL Facilitates Mitotic Progression Homo sapiens R-HSA-2465910,1/10,0.002497707864197,0.009124646368762,0,0,555.166666666667,3326.77064151216,CDK1,,,
E2F-enabled inhibition of pre-replication complex formation Homo sapiens R-HSA-113507,1/10,0.002497707864197,0.009124646368762,0,0,555.166666666667,3326.77064151216,CDK1,,,
