Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
PXN-ITGB5-PTK2 complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,ITGB5
PIP complex (mouse),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,LIMS1
SNARE complex (STX11, VAMP2, SNAP23) (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,STX11
RBP-Jkappa-RING1-KyoT2 complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,FHL1
HSP90-CIP1-FKBPL complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,CDKN1A
ITGA5-ITGB1-ADAM15 complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,ITGA5
Itga-Itgb1-Ppap2b complex (mouse),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,ITGA5
ELMO1-DOCK1-RAC1 complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,ELMO1
ELMO1-DOCK1-CRKII complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,ELMO1
ITGA4-ITGB1-EMILIN1 complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,EMILIN1
ITGA9-ITGB1-ADAM9 complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,ADAM9
TGF-beta receptor II-TGF-beta receptor I-TGF-beta1 complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,TGFB1
SMAD2-SKI-NCOR complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,SMAD2
ELK1-SRF-ELK3 complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,ELK3
AP1G1-PACS1-FURIN complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,FURIN
SMAD2-SMAD4-FAST1 complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,SMAD2
TIF1gamma-SMAD2-SMAD3 complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,SMAD2
SMAD4-SMAD2-SMAD3 complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,SMAD2
Tmsb4x-Lims1-Ilk complex (mouse),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,LIMS1
ITGA5-ITGB1-CAL4A3 complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,ITGA5
ILK-PARVB-ARHGEF6 complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,ILK
SKI-SMAD2-SMAD4  pentameric complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,SMAD2
ITGA5-ITGB3-COL6A3 complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,ITGA5
CREBBP-SMAD2-SMAD4 pentameric complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,SMAD2
TCF4-CTNNB1-EP300 complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,TCF4
ITGA5-ITGB1-SPP1 complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,ITGA5
TCF4-CTNNB1-CREBBP complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,TCF4
ITGAV-ITGB5-PLAUR complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,ITGB5
ITGB5-ITGAV-VTN complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,ITGB5
ITGAV-ITGB5-ICAM4 complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,ITGB5
Polycystin-1-E-cadherin-beta-catenin complex (human),1/3,0.0101657622834468,0.015322642965883,0,0,148.731343283582,682.48795362197,CDH1
BMPR1B,1/3,0.0101657622834468,0.0467625065038552,0,0,148.731343283582,682.48795362197,SMAD2
PIM2,1/3,0.0101657622834468,0.0467625065038552,0,0,148.731343283582,682.48795362197,CDKN1A
Kruppel-like Factor 6 Signaling in Prostate Cancer,2/9,0.00040377900206165,0.00544632142315714,0,0,86.2554112554113,674.055233209698,CDKN1A;CDH1
Elastic fibre formation Homo sapiens R-HSA-1566948,5/41,2.66606816854832e-07,1.82892276362415e-05,0,0,43.8624338624339,663.967191686907,TGFB1;ITGB5;FURIN;ITGA5;LTBP1
TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition WP3859,3/18,2.95721706415876e-05,0.00108924161863181,0,0,61.2830769230769,639.101403760399,SMAD2;TGFB1;CDH1
Focal Junction Assembly,4/30,3.13272117950513e-06,0.000259568326301853,0,0,47.8509615384615,606.444355025303,ELMO1;ILK;ITGA5;LIMS1
FBLN5 Potentiates Migration and Proliferation of Endothelial Cells in Cancer,3/19,3.50315586903361e-05,0.00119519435531735,0,0,57.45,589.39455742649,SMAD2;TGFB1;EMILIN1
POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation Homo sapiens R-HSA-2892245,2/10,0.000503615903747569,0.00751044586893113,0,0,75.469696969697,573.09398703068,HHEX;DKK1
TGF beta signaling pathway Homo sapiens h tgfbPathway,3/20,4.11133870438072e-05,0.00143896854653325,0,0,54.0678733031674,546.041010102851,SMAD2;TGFB1;CDH1
Response to elevated platelet cytosolic calcium,7/83,1.29461290550504e-08,5.79986581666259e-06,0,0,29.9810181190682,544.52931242044,SRGN;ABCC4;SPARC;TGFB1;SERPINE1;PECAM1;CLU
Proteins Involved in Ependymoma,2/11,0.000614179683482303,0.00647680393490428,0,0,67.0808080808081,496.077536690995,PDGFRA;TGFB1
TGF-beta Signaling in Skin Aging,2/11,0.000614179683482303,0.00647680393490428,0,0,67.0808080808081,496.077536690995,SMAD2;TGFB1
TGFBR1/AP-1 Signaling,2/11,0.000614179683482303,0.00647680393490428,0,0,67.0808080808081,496.077536690995,SMAD2;TGFB1
EPHA2 Mutations in Cataract,2/11,0.000614179683482303,0.00647680393490428,0,0,67.0808080808081,496.077536690995,CDH1;ITGA5
Glioblastoma, Proneural Subtype,2/11,0.000614179683482303,0.00647680393490428,0,0,67.0808080808081,496.077536690995,PDGFRA;TCF4
TGF-beta signaling in gastrointestinal stem cells,2/11,0.000614179683482303,0.00956598676988942,0,0,67.0808080808081,496.077536690995,SMAD2;TGFB1
Monocyte and its surface molecules,2/11,0.000614179683482303,0.00956598676988942,0,0,67.0808080808081,496.077536690995,PECAM1;ICAM1
ILK human kinase ARCHS4 coexpression,14/299,1.22805227144492e-12,1.30173540773162e-10,0,0,17.872514619883,490.164288988696,SPARC;ZNF185;ITGB5;TGFB1I1;TMEM40;LRRC32;LTBP1;GNG11;ELK3;CA2;ADAM9;ITGA5;MYL9;LIMS1
Smooth muscle contraction,3/22,5.52694111264551e-05,0.00206339134872099,0,0,48.3716599190283,474.201455759308,ITGB5;TPM1;MYL9
Interleukin-11 pathway,3/23,6.34053168149779e-05,0.00218504476408539,0,0,45.9507692307692,444.158427789805,TGFB1;STX11;ICAM1
TGF-beta Receptor Signaling WP560,5/54,1.08736741456132e-06,0.000172272242576592,0,0,32.2044055717525,442.222878384075,SMAD2;ZEB2;TGFB1;SERPINE1;LTBP1
PRL Expression Regulation by BMP4 and TGFB1,2/12,0.000735398408705035,0.00699231273850689,0,0,60.369696969697,435.573289100152,SMAD2;TGFB1
Platelet endothelial cell adhesion molecule 1 (PECAM1) interactions,2/12,0.000735398408705035,0.0102955777218705,0,0,60.369696969697,435.573289100152,LYN;PECAM1
PECAM1 interactions Homo sapiens R-HSA-210990,2/12,0.000735398408705035,0.0105100689244095,0,0,60.369696969697,435.573289100152,LYN;PECAM1
Cell to Cell Adhesion Signaling Homo sapiens h cell2cellPathway,2/12,0.000735398408705035,0.0128694721523381,0,0,60.369696969697,435.573289100152,CDH1;PECAM1
Polycystin-1-E-cadherin-beta-catenin-Flotillin-2 complex (human),1/4,0.0135316846971434,0.015322642965883,0,0,99.1492537313433,426.611608771532,CDH1
Cell cycle kinase complex CDK2 (human),1/4,0.0135316846971434,0.015322642965883,0,0,99.1492537313433,426.611608771532,CDKN1A
Cell cycle kinase complex CDK4 (human),1/4,0.0135316846971434,0.015322642965883,0,0,99.1492537313433,426.611608771532,CDKN1A
TF-FVIIa-FXa-TFPI complex (human),1/4,0.0135316846971434,0.015322642965883,0,0,99.1492537313433,426.611608771532,TFPI
ITGA5-ITGB1-FN1-TGM2 complex (human),1/4,0.0135316846971434,0.015322642965883,0,0,99.1492537313433,426.611608771532,ITGA5
SNX complex (SNX1,1a,2,4, PDGF receptor) (human),1/4,0.0135316846971434,0.015322642965883,0,0,99.1492537313433,426.611608771532,PDGFRA
CyclinD3-CDK4-CDK6-p21 complex (human),1/4,0.0135316846971434,0.015322642965883,0,0,99.1492537313433,426.611608771532,CDKN1A
SMAD3-HEF1-APC10-CDH1 complex (human),1/4,0.0135316846971434,0.015322642965883,0,0,99.1492537313433,426.611608771532,CDH1
PML-SMAD2/3-SARA complex (human),1/4,0.0135316846971434,0.015322642965883,0,0,99.1492537313433,426.611608771532,SMAD2
PLC-gamma-2-SLP-76-Lyn-Grb2 complex (human),1/4,0.0135316846971434,0.015322642965883,0,0,99.1492537313433,426.611608771532,LYN
PS1-E-cadherin-catenin complex, brain (mouse),1/4,0.0135316846971434,0.015322642965883,0,0,99.1492537313433,426.611608771532,CDH1
FGFR2-c-Cbl-Lyn-Fyn complex (human),1/4,0.0135316846971434,0.015322642965883,0,0,99.1492537313433,426.611608771532,LYN
Cyclin D1-associated protein complex (mouse),1/4,0.0135316846971434,0.015322642965883,0,0,99.1492537313433,426.611608771532,CDKN1A
p21(ras)GAP-Fyn-Lyn-Yes complex, thrombin stimulated (human),1/4,0.0135316846971434,0.015322642965883,0,0,99.1492537313433,426.611608771532,LYN
CD20-LCK-LYN-FYN-p75/80 complex, (Raji human B cell line) (human),1/4,0.0135316846971434,0.015322642965883,0,0,99.1492537313433,426.611608771532,LYN
ITGA5-ITGB1-FN-1-NOV complex (human),1/4,0.0135316846971434,0.015322642965883,0,0,99.1492537313433,426.611608771532,ITGA5
ITGAV-ITGB8-MMP14-TGFB1 complex (human),1/4,0.0135316846971434,0.015322642965883,0,0,99.1492537313433,426.611608771532,TGFB1
CTDSP1,1/4,0.0135316846971434,0.039401440114267,0,0,99.1492537313433,426.611608771532,SMAD2
PTPN23,1/4,0.0135316846971434,0.039401440114267,0,0,99.1492537313433,426.611608771532,CDH1
PTPRT,1/4,0.0135316846971434,0.039401440114267,0,0,99.1492537313433,426.611608771532,CDH1
SCP2,1/4,0.0135316846971434,0.039401440114267,0,0,99.1492537313433,426.611608771532,SMAD2
MYLK,1/4,0.0135316846971434,0.0491413812685735,0,0,99.1492537313433,426.611608771532,MYL9
PIK3CA,1/4,0.0135316846971434,0.0491413812685735,0,0,99.1492537313433,426.611608771532,TPM1
MYLK human kinase ARCHS4 coexpression,13/299,2.15872713760038e-11,1.7161880743923e-09,0,0,16.2363636363636,398.747511198815,PDGFRA;ABCC4;SPARC;ITGB5;TGFB1I1;ILK;LRRC32;NID1;LTBP1;ADAM9;EMILIN1;ITGA5;TNS3
TGF-beta receptor signaling in skeletal dysplasias WP4816,5/58,1.55902481969766e-06,0.000172272242576592,0,0,29.7678945792153,398.03991539259,SMAD2;ZEB2;TGFB1;SERPINE1;LTBP1
Hypothesized Pathways in Pathogenesis of Cardiovascular Disease WP3668,3/25,8.19447728422689e-05,0.00212878969375352,0,0,41.7692307692308,393.026116651049,SMAD2;SERPINE1;LTBP1
TGFB Family in Epithelial to Mesenchymal Transition in Cancer,6/80,3.04095477731656e-07,5.87917923614535e-05,0,0,25.9694856146469,389.696130396505,SMAD2;ZEB2;TGFB1;CDH1;SERPINE1;LTBP1
icosapentaenoate biosynthesis II (metazoa) Homo sapiens PWY-7049,2/13,0.000867200498237092,0.00504757360703613,0,0,54.8787878787879,386.90864481269,FADS2;ACSL4
Proteins Involved in Werner Syndrome (Adult Progeria),2/13,0.000867200498237092,0.00787543368568928,0,0,54.8787878787879,386.90864481269,SERPINE1;ICAM1
Platelet degranulation Homo sapiens R-HSA-114608,7/105,6.69183857235122e-08,1.05548925494409e-05,0,0,23.2248243559719,383.669269538799,SRGN;ABCC4;SPARC;TGFB1;SERPINE1;PECAM1;CLU
TGF-beta Signaling,5/62,2.17872029868582e-06,0.000210609628872963,0,0,27.6733500417711,360.771179115144,SMAD2;CDKN1A;TGFB1;SERPINE1;LTBP1
Response to elevated platelet cytosolic Ca2+ Homo sapiens R-HSA-76005,7/110,9.23168444557509e-08,1.05548925494409e-05,0,0,22.0918351106159,357.84441145917,SRGN;ABCC4;SPARC;TGFB1;SERPINE1;PECAM1;CLU
WNT in Epithelial to Mesenchymal Transition in Cancer,4/43,1.36460060729108e-05,0.0007040352721794,0,0,31.8798076923077,357.119635701284,ZEB2;CDH1;SERPINE1;TCF4
Glypican 1 network Homo sapiens fb91e48c-6192-11e5-8ac5-06603eb7f303,3/27,0.000103706510385465,0.0031457641483591,0,0,38.2846153846154,351.220981295656,LYN;SMAD2;TGFB1
Extracellular matrix organization Homo sapiens R-HSA-1474244,12/283,1.8362936613447e-10,6.29848725841233e-08,0,0,15.5463890353189,348.520530527866,SPARC;TGFB1;ITGB5;CDH1;SERPINE1;PECAM1;ADAM9;FURIN;ITGA5;NID1;LTBP1;ICAM1
&gamma;-linolenate biosynthesis Homo sapiens PWY-6000,2/14,0.00100951472140723,0.00504757360703613,0,0,50.3030303030303,347.00466642919,FADS2;ACSL4
TGFBR/BMPR -> SMAD2/3 Signaling,2/14,0.00100951472140723,0.00852914477372678,0,0,50.3030303030303,347.00466642919,SMAD2;TGFB1
Omega-3/Omega-6 FA synthesis WP4723,2/14,0.00100951472140723,0.0106782371637569,0,0,50.3030303030303,347.00466642919,FADS2;ACSL4
Omega-9 FA synthesis WP4724,2/14,0.00100951472140723,0.0106782371637569,0,0,50.3030303030303,347.00466642919,FADS2;ACSL4
Adhesion and diapedesis of lymphocytes,2/14,0.00100951472140723,0.0129615331236944,0,0,50.3030303030303,347.00466642919,PECAM1;ICAM1
DAPK3,2/14,0.00100951472140723,0.0133661072531359,0,0,50.3030303030303,347.00466642919,CDKN1A;MYL9
TGF-beta receptor activation of SMADs,3/28,0.000115869084379181,0.00273207104220385,0,0,36.7513846153846,333.079621164744,SMAD2;TGFB1;FURIN
Integrin cell surface interactions Homo sapiens R-HSA-216083,5/67,3.2092662434013e-06,0.000157254045926664,0,0,25.4352278545827,321.742106709084,ITGB5;CDH1;PECAM1;ITGA5;ICAM1
LATS2 human kinase ARCHS4 coexpression,12/299,3.4513272388977e-10,1.37190257746184e-08,0,0,14.6677451468392,319.567513914093,SPARC;ITGB5;AP1S2;PECAM1;ADAM9;EMILIN1;ITGA5;LRRC32;NID1;TNS3;MYL9;LTBP1
NEK7 human kinase ARCHS4 coexpression,12/299,3.4513272388977e-10,1.37190257746184e-08,0,0,14.6677451468392,319.567513914093,MBNL1;SPARC;ITGB5;TGFB1I1;ADAM9;NEXN;EMILIN1;ITGA5;TGFBI;DKK1;MYL9;LTBP1
DDR2 human kinase ARCHS4 coexpression,12/299,3.4513272388977e-10,1.37190257746184e-08,0,0,14.6677451468392,319.567513914093,PDGFRA;SPARC;ITGB5;TGFB1I1;ADAM9;EMILIN1;ITGA5;LRRC32;NID1;TNS3;MYL9;LTBP1
PDGFRB human kinase ARCHS4 coexpression,12/299,3.4513272388977e-10,1.37190257746184e-08,0,0,14.6677451468392,319.567513914093,PDGFRA;SPARC;ITGB5;TGFB1I1;SMPD1;EMILIN1;ITGA5;LRRC32;NID1;TNS3;MYL9;LTBP1
Adhesion and diapedesis of granulocytes,2/15,0.00116227019592486,0.0132154269891018,0,0,46.4312354312354,313.753507295065,PECAM1;ICAM1
Glycosaminoglycan biosynthesis: keratan sulfate,2/15,0.00116227019592486,0.0132154269891018,0,0,46.4312354312354,313.753507295065,FUT8;CHST2
CSK,2/15,0.00116227019592486,0.0133661072531359,0,0,46.4312354312354,313.753507295065,LYN;PECAM1
Cell cycle kinase complex CDK5 (human),1/5,0.016886331477543,0.0185749646252973,0,0,74.3582089552239,303.474497748396,CDKN1A
TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex (human),1/5,0.016886331477543,0.0185749646252973,0,0,74.3582089552239,303.474497748396,TCF4
CTDSPL,1/5,0.016886331477543,0.039401440114267,0,0,74.3582089552239,303.474497748396,SMAD2
PTPRA,1/5,0.016886331477543,0.039401440114267,0,0,74.3582089552239,303.474497748396,LYN
Prostate Cancer,7/123,1.99013935551901e-07,5.77140413100512e-05,0,0,19.6031656302996,302.474708671213,SMAD2;CDKN1A;TGFB1;TGFB1I1;ILK;ADAM9;CLU
Androgens Promote Scalp Dermal Papilla Regression,3/30,0.000142901609522724,0.00334640776220362,0,0,34.025641025641,301.241052215904,TGFB1;TGFB1I1;DKK1
Molecules associated with elastic fibres Homo sapiens R-HSA-2129379,3/30,0.000142901609522724,0.0045080742961453,0,0,34.025641025641,301.241052215904,TGFB1;ITGB5;LTBP1
Glioma Stem Cell Program Activation,5/72,4.58886473797507e-06,0.000316640043494926,0,0,23.5311537550344,289.242068762026,SMAD2;PDGFRA;TGFB1;TCF4;DKK1
Primary focal segmental glomerulosclerosis (FSGS) WP2572,5/72,4.58886473797507e-06,0.00033804636903083,0,0,23.5311537550344,289.242068762026,CDKN1A;TGFB1;ILK;DKK1;LIMS1
Proteins Involved in Androgenetic Alopecia,2/16,0.00132539638750632,0.0105305466404611,0,0,43.1125541125541,285.665667736596,TGFB1;TGFB1I1
Cell-extracellular matrix interactions,2/16,0.00132539638750632,0.014137561466734,0,0,43.1125541125541,285.665667736596,ILK;LIMS1
Cell-extracellular matrix interactions Homo sapiens R-HSA-446353,2/16,0.00132539638750632,0.0168374429968395,0,0,43.1125541125541,285.665667736596,ILK;LIMS1
TGFB Signaling activation by Blocking of Tumor Suppressors,5/73,4.9133799852661e-06,0.000316640043494926,0,0,23.1839402427638,283.390017165935,SMAD2;CDKN1A;TGFB1;SERPINE1;LTBP1
Epithelial Mesenchymal Transition,9/200,2.47221726846619e-08,9.64164734701815e-07,0,0,15.7661726861301,276.15342747426,SPARC;TGFB1;ITGB5;SERPINE1;TPM1;ITGA5;TGFBI;DKK1;MYL9
TGF-beta receptor signaling activates SMADs Homo sapiens R-HSA-2173789,3/32,0.000173732326056796,0.0045080742961453,0,0,31.6758620689655,274.24944905422,SMAD2;TGFB1;FURIN
Platelet activation, signaling and aggregation,9/205,3.06034187292435e-08,6.85516579535054e-06,0,0,15.3600830162574,265.762523505818,SRGN;LYN;ABCC4;SPARC;TGFB1;SERPINE1;PECAM1;CLU;GNG11
Smooth Muscle Contraction Homo sapiens R-HSA-445355,3/33,0.000190641494244044,0.0045080742961453,0,0,30.6184615384615,262.250671363596,ITGB5;TPM1;MYL9
Vascularization in Hepatocellular Carcinoma,2/17,0.00149882310777215,0.0111747484416867,0,0,40.2363636363636,261.660093417879,SMAD2;TGFB1
Canonical and non-canonical TGF-B signaling WP3874,2/17,0.00149882310777215,0.0131014292074948,0,0,40.2363636363636,261.660093417879,SMAD2;TGFB1
Cell to cell adhesion signaling,2/17,0.00149882310777215,0.0152607443700437,0,0,40.2363636363636,261.660093417879,CDH1;PECAM1
TGF-beta Signaling,4/54,3.40000374841286e-05,0.000331500365470254,0,0,24.8525,255.711073804555,TGFB1;CDH1;SERPINE1;FURIN
RPS6KA2 human kinase ARCHS4 coexpression,11/299,4.99161067370177e-09,1.44302926748833e-07,0,0,13.1630116959064,251.617644833152,PDGFRA;SPARC;ITGB5;SMPD1;EMILIN1;ITGA5;LRRC32;NID1;TNS3;MYL9;LTBP1
TGFBR2 human kinase ARCHS4 coexpression,11/299,4.99161067370177e-09,1.44302926748833e-07,0,0,13.1630116959064,251.617644833152,MBNL1;TGFB1;ITGB5;PECAM1;ACSL4;FURIN;ITGA5;LRRC32;NID1;TNS3;ELK3
TEK human kinase ARCHS4 coexpression,11/299,4.99161067370177e-09,1.44302926748833e-07,0,0,13.1630116959064,251.617644833152,SPARC;SERPINE1;PECAM1;ITGA5;LRRC32;NID1;TFPI;MYL9;LTBP1;GNG11;ELK3
ECM proteoglycans Homo sapiens R-HSA-3000178,4/55,3.65731627669546e-05,0.00156807435363318,0,0,24.3639705882353,248.90709507309,SPARC;TGFB1;ITGB5;SERPINE1
Proteins Involved in Adhesion, Migration and Invasion of Endometriotic Cell,2/18,0.00168248051321256,0.0116171273531343,0,0,37.719696969697,240.934039281272,CDH3;CDH1
Proteins Involved in Cryptorchidism,2/18,0.00168248051321256,0.0116171273531343,0,0,37.719696969697,240.934039281272,SMAD2;TGFB1
Macrophage Survival through CCR5 and CXCR4 Mediated Signaling,2/18,0.00168248051321256,0.0116171273531343,0,0,37.719696969697,240.934039281272,LYN;ELMO1
Pre-NOTCH processing in Golgi,2/18,0.00168248051321256,0.0163858971721571,0,0,37.719696969697,240.934039281272,FURIN;ST3GAL6
Pre-NOTCH Processing in Golgi Homo sapiens R-HSA-1912420,2/18,0.00168248051321256,0.0198996833114451,0,0,37.719696969697,240.934039281272,FURIN;ST3GAL6
Synovial Fibroblast Proliferation in Rheumatoid Arthritis,4/57,4.21432103218597e-05,0.0012864769466673,0,0,23.4422169811321,236.167137418078,SMAD2;PDGFRA;TGFB1;ITGA5
Cell cycle kinase complex CDC2 (human),1/6,0.020229739174506,0.0219392945977037,0,0,59.4835820895522,232.021750766537,CDKN1A
WNT Signaling Activation by Blocking of Tumor Suppressors,3/36,0.000247670540523362,0.00433178859414836,0,0,27.8307692307692,231.09031983951,CDH1;TCF4;DKK1
Integrin cell surface interactions,5/85,1.0397554880981e-05,0.000582263073334937,0,0,19.6944444444444,225.97287166454,ITGB5;CDH1;PECAM1;ITGA5;ICAM1
