Geneid	Br57_CTC__4
LOC102724647	0
RBP7	0
UBE4B	47
KIF1B	155
MIR1273D	1
PGD	660
APITD1-CORT	1
APITD1	3
CORT	0
DFFA	126
PEX14	14
CASZ1	81
C1orf127	0
TARDBP	71
MASP2	0
SRM	55
EXOSC10	81
MTOR	85
MTOR-AS1	0
ANGPTL7	0
UBIAD1	49
PTCHD2	17
RP1-69M21.2	0
FBXO2	0
FBXO44	0
FBXO6	58
MAD2L2	46
DRAXIN	1
AGTRAP	180
C1orf167	0
LOC102724659	0
MTHFR	8
CLCN6	3
NPPA-AS1	0
NPPA	0
NPPB	0
RNU5E-1	0
KIAA2013	23
PLOD1	99
MFN2	13
MIIP	22
MIR6729	0
TNFRSF8	0
MIR7846	0
TNFRSF1B	0
MIR4632	0
VPS13D	38
SNORA59A	0
DHRS3	28
MIR6730	0
AADACL4	0
AADACL3	0
C1orf158	0
PRAMEF12	0
PRAMEF1	0
PRAMEF11	0
HNRNPCL1	0
PRAMEF2	0
PRAMEF4	0
PRAMEF10	0
PRAMEF7	0
PRAMEF6	0
LOC102724742	0
LOC101929983	0
LOC649330	0
PRAMEF25	0
HNRNPCP5	0
PRAMEF26	0
LOC101060301	0
PRAMEF9	0
PRAMEF13	0
PRAMEF18	0
PRAMEF5	0
PRAMEF8	0
PRAMEF15	0
PRAMEF19	0
PRAMEF17	0
PRAMEF20	0
LOC102724825	0
LRRC38	0
LOC102724856	0
PDPN	0
PRDM2	2
KAZN	4
TMEM51-AS1	0
TMEM51	48
C1orf195	0
FHAD1	0
LOC101927417	0
LOC101927441	0
EFHD2	42
CTRC	0
CELA2A	0
CELA2B	0
CASP9	40
DNAJC16	12
AGMAT	0
DDI2	17
RSC1A1	0
PLEKHM2	62
SLC25A34	0
TMEM82	0
LOC102724910	0
FBLIM1	45
UQCRHL	56
FLJ37453	17
SPEN	122
ZBTB17	81
LOC101928566	0
C1orf64	0
HSPB7	0
CLCNKA	0
CLCNKB	0
FAM131C	0
EPHA2	175
LOC101927479	0
ARHGEF19	16
LOC101927546	0
RSG1	0
FBXO42	24
SZRD1	78
SPATA21	28
NECAP2	125
CROCCP3	0
RNU1-1	0
TRNAN-GUU	0
LOC101060085	0
TRNAE-UUC	0
LOC102724970	0
FAM231B	0
TRNAG1	0
NBPF1	33
CROCCP2	9
LOC101927663	5
MST1P2	4
LOC102723343	0
RNU1-3	0
FAM231A	0
TRNAG-CCC	0
ESPNP	0
TRNAG10	0
LOC102723383	0
RNU1-4	0
MST1L	1
MIR3675	0
TRNAG28	0
LOC101927806	0
TRNAE1	0
TRNAN18	0
TRNAN2	0
RNU1-2	0
CROCC	18
MFAP2	0
ATP13A2	29
SDHB	145
PADI2	31
LOC400743	0
PADI1	0
PADI3	35
MIR3972	0
PADI4	0
PADI6	0
RCC2	97
LOC102723454	0
ARHGEF10L	6
ACTL8	0
RP11-174G17.2	0
IGSF21	0
KLHDC7A	0
PAX7	0
TAS1R2	0
ALDH4A1	0
MIR4695	0
MIR1290	0
IFFO2	0
UBR4	151
LOC101927895	17
EMC1	172
MRTO4	68
AKR7L	0
AKR7A3	0
LOC100506730	0
AKR7A2	98
PQLC2	60
CAPZB	212
LOC644083	2
MINOS1	107
MINOS1-NBL1	19
RPS14P3	39
NBL1	0
HTR6	0
TMCO4	0
RNF186	0
OTUD3	33
PLA2G2E	0
PLA2G2A	0
PLA2G5	0
PLA2G2D	0
PLA2G2F	0
PLA2G2C	0
UBXN10-AS1	0
UBXN10	0
VWA5B1	0
LINC01141	0
CAMK2N1	40
MUL1	38
FAM43B	0
CDA	0
PINK1	0
MIR6084	0
PINK1-AS	8
DDOST	281
KIF17	0
SH2D5	0
HP1BP3	237
EIF4G3	0
MIR1256	0
ECE1	464
RP5-1071N3.1	16
NBPF3	1
ALPL	0
RAP1GAP	124
USP48	6
LDLRAD2	2
HSPG2	2
LOC102723558	0
CELA3B	0
CELA3A	0
RP1-224A6.3	0
LINC00339	0
CDC42	551
WNT4	3
MIR4418	0
LOC101060363	1
ZBTB40	64
EPHA8	0
MIR6127	0
C1QA	0
C1QC	0
C1QB	0
EPHB2	0
MIR4684	0
MIR4253	0
LACTBL1	0
C1orf234	0
KDM1A	43
MIR3115	0
MIR4419A	0
LUZP1	49
HTR1D	0
RP5-1057J7.6	0
HNRNPR	290
ZNF436	7
C1orf213	0
TCEA3	20
ASAP3	57
E2F2	0
LOC101928163	0
ID3	100
MDS2	0
RPL11	1224
TCEB3	62
RP5-886K2.3	0
PITHD1	44
LYPLA2	120
GALE	360
HMGCL	0
FUCA1	89
CNR2	0
MIR378F	0
PNRC2	25
SRSF10	136
MYOM3	0
IL22RA1	0
IFNLR1	0
RP11-10N16.2	0
GRHL3	38
STPG1	3
NIPAL3	108
RCAN3AS	0
RCAN3	69
LOC100506985	0
NCMAP	0
SRRM1	203
CLIC4	75
RUNX3	0
MIR6731	0
MIR4425	0
SYF2	77
C1orf63	30
RHD	0
LOC101928189	0
TMEM50A	145
RHCE	0
TMEM57	50
LDLRAP1	85
MAN1C1	0
SEPN1	21
LOC102723671	4
MTFR1L	9
LOC646471	49
AUNIP	0
PAQR7	0
STMN1	155
MIR3917	3
PAFAH2	7
EXTL1	0
LOC101928216	0
SLC30A2	0
TRIM63	0
PDIK1L	0
FAM110D	0
ZNF593	127
CNKSR1	78
CATSPER4	0
LOC101928303	0
CEP85	1
SH3BGRL3	584
UBXN11	56
CD52	0
AIM1L	1
ZNF683	0
LIN28A	0
DHDDS	63
RP3-476K8.3	0
HMGN2	9
RPS6KA1	108
MIR1976	0
LOC101928728	0
ARID1A	342
PIGV	61
ZDHHC18	64
SFN	67
GPN2	41
GPATCH3	55
NR0B2	0
NUDC	171
C1orf172	242
OSTCP2	0
TRNP1	0
FAM46B	390
LOC101928391	0
SLC9A1	10
LOC102723760	0
WDTC1	0
TMEM222	17
LOC644961	13
RNU6-48P	0
SYTL1	0
MAP3K6	18
FCN3	0
CD164L2	1
GPR3	31
WASF2	387
AHDC1	16
FGR	0
IFI6	0
FAM76A	35
STX12	50
PPP1R8	135
SCARNA1	0
THEMIS2	0
RPA2	17
SMPDL3B	112
XKR8	9
EYA3	41
PTAFR	391
DNAJC8	84
ATPIF1	69
SESN2	40
MED18	0
PHACTR4	36
SNHG3	128
RCC1	93
SNORA73A	0
RNU105A	0
TRNAU1AP	48
SNHG12	4
SNORD99	0
SNORA61	3
SNORA44	0
SNORA16A	0
RAB42	0
TAF12	0
RNU11	0
GMEB1	6
YTHDF2	240
OPRD1	0
EPB41	6
TMEM200B	0
SRSF4	42
MECR	23
PTPRU	27
RP3-437I16.1	0
RP11-111I12.1	0
MATN1	0
MATN1-AS1	0
LAPTM5	0
MIR4420	0
LOC400748	0
LOC102723832	0
SDC3	1
PUM1	52
SNORD103A	0
SNORD103B	0
SNORD85	0
LOC102723848	0
NKAIN1	84
SNRNP40	0
ZCCHC17	131
FABP3	0
SERINC2	97
RP11-439L8.3	0
RP11-439L8.4	0
TINAGL1	0
HCRTR1	0
PEF1	82
COL16A1	176
LOC101929444	12
BAI2	9
MIR4254	0
SPOCD1	0
PTP4A2	376
KHDRBS1	253
TMEM39B	13
MIR5585	0
KPNA6	166
TXLNA	72
CCDC28B	0
IQCC	0
DCDC2B	0
TMEM234	30
EIF3I	157
MTMR9LP	0
FAM167B	0
LCK	0
HDAC1	124
MARCKSL1	110
FAM229A	0
TSSK3	0
BSDC1	255
ZBTB8B	0
ZBTB8A	50
LOC102723870	0
ZBTB8OS	63
RBBP4	206
SYNC	36
KIAA1522	285
YARS	381
S100PBP	18
FNDC5	0
HPCA	0
TMEM54	0
RNF19B	22
AK2	169
ADC	0
TRIM62	0
ZNF362	31
A3GALT2	0
PHC2	102
MIR3605	1
ZSCAN20	0
CSMD2	0
HMGB4	0
RP5-1007G16.1	0
C1orf94	0
MIR552	0
GJB5	0
GJB4	0
GJB3	0
GJA4	0
SMIM12	209
DLGAP3	0
LOC653160	0
ZMYM6NB	0
ZMYM6	85
ZMYM1	39
SFPQ	240
ZMYM4	79
KIAA0319L	23
NCDN	2
TFAP2E	0
PSMB2	467
C1orf216	0
CLSPN	0
AGO4	0
AGO1	1
AGO3	0
TEKT2	0
ADPRHL2	0
COL8A2	0
TRAPPC3	157
MAP7D1	17
THRAP3	175
SH3D21	0
EVA1B	6
STK40	22
LSM10	27
OSCP1	0
MRPS15	151
CSF3R	0
GRIK3	0
MIR4255	0
LINC01137	0
ZC3H12A	65
MIR6732	1
MEAF6	79
MIR5581	0
SNIP1	103
DNALI1	29
GNL2	26
RSPO1	0
C1orf109	0
CDCA8	0
EPHA10	15
MANEAL	13
YRDC	0
C1orf122	13
MTF1	0
INPP5B	0
SF3A3	93
FHL3	0
UTP11L	62
POU3F1	0
MIR3659	0
RP11-214L19.1	0
RRAGC	136
GJA9-MYCBP	55
MYCBP	46
GJA9	9
RHBDL2	0
AKIRIN1	118
NDUFS5	426
MACF1	141
KIAA0754	0
BMP8A	0
PPIEL	0
PABPC4	56
SNORA55	0
HEYL	0
NT5C1A	0
HPCAL4	0
PPIE	0
BMP8B	0
OXCT2	0
LOC101929536	0
TRIT1	74
MYCL	17
MFSD2A	0
CAP1	287
PPT1	150
RLF	237
TMCO2	0
ZMPSTE24	170
COL9A2	0
SMAP2	28
ZFP69B	0
ZFP69	0
EXO5	0
ZNF684	0
RIMS3	0
NFYC-AS1	2
NFYC	42
MIR30E	0
MIR30C1	0
KCNQ4	0
CITED4	1
CTPS1	60
SLFNL1-AS1	1
SLFNL1	0
SCMH1	1
LOC102723924	0
FOXO6	0
LOC101929901	5
EDN2	0
HIVEP3	37
GUCA2B	0
GUCA2A	0
FOXJ3	90
RIMKLA	0
ZMYND12	0
PPCS	39
CCDC30	0
PPIH	33
YBX1	20
CLDN19	14
LEPRE1	8
C1orf50	42
LOC100129924	0
CCDC23	47
ERMAP	6
ZNF691	0
LOC339539	6
SLC2A1	103
SLC2A1-AS1	0
FAM183A	0
EBNA1BP2	106
MIR6733	2
WDR65	0
TMEM125	76
C1orf210	36
TIE1	0
MPL	1
CDC20	0
ELOVL1	286
MIR6734	0
MED8	183
SZT2	46
MIR6735	0
HYI	31
PTPRF	333
KDM4A	35
KDM4A-AS1	0
ST3GAL3	1
RP11-184I16.4	0
MIR6079	0
ARTN	0
LOC101929609	0
IPO13	0
DPH2	68
ATP6V0B	678
B4GALT2	35
CCDC24	0
SLC6A9	20
KLF17	0
DMAP1	42
ERI3	31
ERI3-IT1	0
RNF220	52
MIR5584	0
LOC102723990	4
TMEM53	111
C1orf228	0
RNU5F-1	0
RNU5D-1	0
KIF2C	0
RPS8	622
SNORD55	7
SNORD46	0
SNORD38A	0
SNORD38B	0
BEST4	0
PLK3	7
TCTEX1D4	0
BTBD19	0
PTCH2	0
EIF2B3	61
HECTD3	37
UROD	52
ZSWIM5	0
LINC01144	23
HPDL	0
MUTYH	0
TOE1	1
TESK2	19
CCDC163P	0
MMACHC	6
PRDX1	1198
AKR1A1	494
NASP	152
CCDC17	0
GPBP1L1	78
RPS15AP10	0
TMEM69	61
IPP	27
MAST2	198
PIK3R3	183
RP4-533D7.5	0
TSPAN1	239
LOC102724021	0
POMGNT1	250
LURAP1	0
RAD54L	9
LOC102724045	0
LOC102724033	0
LRRC41	95
UQCRH	273
NSUN4	26
FAAH	30
LOC729041	0
RP5-1109J22.2	0
DMBX1	0
MKNK1-AS1	0
KNCN	0
MKNK1	16
LOC101929673	3
MOB3C	0
ATPAF1	37
TEX38	0
EFCAB14-AS1	7
EFCAB14	98
CYP4B1	0
CYP4Z2P	0
CYP4A11	0
CYP4X1	0
CYP4Z1	0
CYP4A22	0
LINC00853	0
PDZK1IP1	101
TAL1	0
STIL	0
CMPK1	140
LOC102724077	1
FOXE3	0
FOXD2-AS1	0
FOXD2	0
TRABD2B	0
SKINTL	0
SLC5A9	0
SPATA6	13
LOC102724088	0
AGBL4	0
BEND5	0
AGBL4-IT1	0
ELAVL4	0
DMRTA2	0
FAF1	0
CDKN2C	0
C1orf185	0
MIR4421	0
MIR6500	0
RNF11	6
TTC39A	76
LOC102724097	0
EPS15	40
OSBPL9	36
NRD1	182
MIR761	0
RAB3B	0
TXNDC12	157
KTI12	73
BTF3L4	59
ZFYVE9	41
CC2D1B	21
ORC1	0
PRPF38A	38
ZCCHC11	60
GPX7	0
FAM159A	0
COA7	0
ZYG11B	59
ZYG11A	22
ECHDC2	171
SCP2	166
MIR1273F	0
MIR5095	0
MIR1273G	0
PODN	0
SLC1A7	0
LOC102724114	0
CPT2	12
C1orf123	36
MAGOH	22
RP5-1024G6.5	0
LRP8	0
LOC102724125	0
SLC25A3P1	0
DMRTB1	0
GLIS1	0
NDC1	87
YIPF1	33
DIO1	0
HSPB11	13
LRRC42	43
LDLRAD1	0
TMEM59	230
TCEANC2	0
MIR4781	0
CDCP2	0
CYB5RL	0
MRPL37	288
SSBP3	2
SSBP3-AS1	0
ACOT11	0
FAM151A	0
MROH7	0
MROH7-TTC4	48
TTC4	48
PARS2	0
TTC22	0
C1orf177	0
DHCR24	489
TRNAK-CUU	0
TMEM61	21
BSND	0
PCSK9	0
USP24	40
LOC100507634	0
MIR4422	0
LOC102724140	0
PPAP2B	77
PRKAA2	1
LOC102724154	0
C1orf168	7
LOC101929757	0
C8A	0
C8B	0
DAB1	0
DAB1-AS1	0
OMA1	0
TACSTD2	166
MYSM1	13
JUN	5
LINC01135	0
LOC101926907	0
RP4-794H19.4	0
HSD52	0
FGGY	0
MIR4711	0
RP4-782L23.1	0
HOOK1	61
CYP2J2	57
C1orf87	0
RP11-436K8.1	0
LOC100996570	0
NFIA	29
LOC102724281	1
RP5-833A20.1	0
MGC34796	0
TM2D1	54
INADL	104
MIR3116-1	0
MIR3116-2	0
L1TD1	0
KANK4	0
USP1	104
DOCK7	36
ANGPTL3	0
RP11-230B22.1	3
ATG4C	0
LINC00466	0
LOC100996301	0
FOXD3	0
MIR6068	0
ALG6	51
ITGB3BP	2
LOC102724319	0
EFCAB7	11
DLEU2L	0
PGM1	111
ROR1	0
RP11-24J23.2	0
UBE2U	0
CACHD1	2
LOC101927065	0
MIR4794	0
RAVER2	0
JAK1	411
RP11-182I10.3	0
MIR3671	0
MIR101-1	0
AK4	72
DNAJC6	0
LOC102724416	0
LEPROT	279
LEPR	13
PDE4B	11
RP11-397C12.1	0
SGIP1	0
MIR3117	0
TCTEX1D1	0
INSL5	0
WDR78	8
MIER1	75
SLC35D1	0
C1orf141	0
IL23R	1
IL12RB2	0
SERBP1	82
LOC102724481	0
GADD45A	164
GNG12	345
GNG12-AS1	3
DIRAS3	0
WLS	0
LOC101929986	0
MIR1262	0
RPE65	0
DEPDC1	0
RP4-694A7.4	0
LRRC7	0
PIN1P1	0
LRRC40	0
SRSF11	83
ANKRD13C	30
HHLA3	0
LOC102724548	0
CTH	0
RP5-952N6.1	0
LOC102724572	0
PTGER3	0
ZRANB2-AS1	9
ZRANB2	76
MIR186	0
ZRANB2-AS2	0
NEGR1	0
NEGR1-IT1	0
RP11-262K1.1	0
RP4-598G3.1	0
LRRIQ3	0
FPGT-TNNI3K	0
FPGT	0
TNNI3K	0
C1orf173	0
LOC101927320	0
CRYZ	59
TYW3	0
LHX8	0
SLC44A5	1
ACADM	38
RABGGTB	58
SNORD45C	0
SNORD45A	0
SNORD45B	0
MSH4	0
ASB17	0
RP11-550H2.1	0
ST6GALNAC3	0
ST6GALNAC5	0
MIR7156	0
PIGK	0
AK5	0
ZZZ3	64
USP33	72
FAM73A	79
NEXN-AS1	0
NEXN	21
FUBP1	168
DNAJB4	21
GIPC2	0
MGC27382	0
PTGFR	0
IFI44L	0
IFI44	0
ELTD1	0
RP5-887A10.1	0
LOC101927458	0
LPHN2	52
RP11-170N11.1	0
LOC101927542	0
RP11-475O6.1	0
RP11-475O6.1-2	3
TTLL7	1
PRKACB	19
LOC101927611	0
LOC101927633	0
SAMD13	0
UOX	0
DNASE2B	0
LOC101927656	0
RPF1	20
GNG5	320
SPATA1	1
CTBS	8
LOC101927773	0
C1orf180	0
SSX2IP	37
LOC102724892	0
LPAR3	45
MCOLN2	0
MCOLN3	0
WDR63	0
MIR4423	0
SYDE2	0
C1orf52	0
BCL10	116
LOC646626	16
DDAH1	0
LOC101930232	0
CYR61	38
ZNHIT6	5
COL24A1	0
ODF2L	120
MIR7856	0
CLCA2	0
CLCA1	0
CLCA4	0
CLCA3P	0
SH3GLB1	107
SEP15	135
HS2ST1	7
LINC01140	0
LOC101927844	0
LMO4	35
RP4-544H6.2	0
LOC101927871	0
RP11-76N22.2	0
PKN2	4
GTF2B	100
CCBL2	6
RBMXL1	67
GBP3	0
GBP1	0
GBP2	31
GBP7	0
GBP4	0
GBP5	0
LOC729930	0
GBP6	0
GBP1P1	0
LRRC8B	22
FLJ27354	0
LRRC8C	0
LOC102723361	0
LOC101927952	0
LOC101927933	0
LOC101927975	0
LRRC8D	121
GEMIN8P4	33
ZNF326	67
BARHL2	0
LOC149351	0
ZNF644	94
LOC102723410	8
HFM1	0
CDC7	0
LOC102723436	0
TGFBR3	0
BRDT	0
EPHX4	2
SETSIP	1
BTBD8	0
KIAA1107	0
C1orf146	0
GLMN	0
RPAP2	2
GFI1	0
EVI5	40
RPL5	1662
FAM69A	0
SNORD21	0
SNORA66	0
MTF2	70
TMED5	0
CCDC18	0
LOC100131564	0
DR1	36
FNBP1L	155
TRNAC-GCA	0
BCAR3	36
RP5-1033H22.2	0
LOC102723480	3
MIR760	0
TRNAR15	0
DNTTIP2	400
GCLM	39
ABCA4	0
ARHGAP29	75
LOC100505940	0
ABCD3	7
F3	0
LOC102723542	0
LINC01057	0
MIR378G	0
SLC44A3	2
CNN3	215
RP4-639F20.1	0
ALG14	0
LOC101928098	0
TMEM56	70
TMEM56-RWDD3	36
RP11-57H12.3	0
RWDD3	8
LOC100996630	0
LOC101928169	0
FLJ31662	0
RP11-286B14.1	0
LOC101928219	0
LOC102723661	0
RP5-898J17.1	0
PTBP2	7
DPYD	0
DPYD-AS1	0
DPYD-AS2	0
LOC102723700	0
MIR137HG	0
MIR2682	0
MIR137	0
RP5-1070A16.1	0
SNX7	0
LPPR5	0
RP5-896L10.1	0
LPPR4	0
RP11-413P11.1	0
PALMD	0
FRRS1	3
AGL	72
LOC101930120	0
SLC35A3	36
HIAT1	78
SASS6	0
TRMT13	0
LRRC39	0
DBT	0
RP11-305E17.6	0
RTCA	126
MIR553	0
CDC14A	7
GPR88	0
RP11-84O12.4	0
VCAM1	0
EXTL2	47
SLC30A7	4
DPH5	0
LOC102606465	0
LOC101928334	0
LOC101928370	0
S1PR1	0
LOC102723784	0
OLFM3	0
DNAJA1P5	0
COL11A1	0
LOC101928436	0
RNPC3	0
AMY2B	0
ACTG1P4	0
AMY2A	0
AMY1A	0
AMY1B	0
AMY1C	0
LOC100129138	0
RP11-251P6.1	0
PRMT6	30
NTNG1	0
LOC102724829	0
VAV3	65
MIR7852	0
VAV3-AS1	0
SLC25A24	28
NBPF4	0
LOC400768	0
NBPF6	0
FAM102B	0
HENMT1	5
PRPF38B	166
FNDC7	0
STXBP3	73
AKNAD1	0
SPATA42	0
GPSM2	60
CLCC1	73
WDR47	0
TAF13	24
TMEM167B	89
SCARNA2	0
C1orf194	0
KIAA1324	79
SARS	188
CELSR2	40
PSRC1	0
MYBPHL	0
SORT1	106
PSMA5	354
SYPL2	33
ATXN7L2	4
CYB561D1	0
AMIGO1	0
GPR61	0
LOC101928560	0
GNAI3	211
MIR197	0
GNAT2	0
AMPD2	18
GSTM4	0
GSTM2	0
GSTM1	0
GSTM5	0
GSTM3	0
EPS8L3	0
CSF1	13
AHCYL1	43
STRIP1	168
ALX3	0
UBL4B	0
SLC6A17	0
KCNC4-AS1	0
KCNC4	0
RP5-1074L1.1	0
RBM15	25
SLC16A4	0
LAMTOR5	281
LAMTOR5-AS1	0
PROK1	0
CYMP	0
LOC440602	0
KCNA10	0
KCNA2	0
KCNA3	0
CD53	0
LRIF1	0
DRAM2	78
CEPT1	12
DENND2D	44
CHI3L2	223
CHIAP2	0
CHIA	5
PIFO	0
PGCP1	0
OVGP1	8
WDR77	161
ATP5F1	477
C1orf162	0
ADORA3	0
LINC01160	0
RAP1A	61
FAM212B	0
FAM212B-AS1	0
LOC101928718	0
DDX20	6
KCND3	0
KCND3-IT1	0
LOC643355	0
LOC101928754	0
CTTNBP2NL	54
MIR4256	0
WNT2B	0
ST7L	1
CAPZA1	191
MOV10	304
RHOC	693
PPM1J	0
FAM19A3	18
LOC128322	2
RP11-426L16.8	0
SLC16A1	0
AKR7A2P1	1
SLC16A1-AS1	0
LOC101930375	0
RP11-31F15.2	0
LRIG2	10
LOC102723919	0
LOC643441	0
MAGI3	56
PHTF1	0
RSBN1	19
PTPN22	0
RP5-1073O3.2	0
AP4B1-AS1	20
BCL2L15	1
AP4B1	79
DCLRE1B	0
RP5-1073O3.7	0
HIPK1	40
OLFML3	0
SYT6	0
TRIM33	52
LOC101928890	1
BCAS2	85
DENND2C	0
AMPD1	0
NRAS	27
CSDE1	541
SIKE1	78
SYCP1	0
TSHB	0
TSPAN2	0
NGF	0
VANGL1	90
CASQ2	0
NHLH2	0
LOC101928977	0
SLC22A15	0
MAB21L3	0
ATP1A1	510
ATP1A1OS	91
RP4-655J12.4	0
CD58	49
MIR548AC	0
IGSF3	77
MIR320B1	0
C1orf137	19
CD2	0
PTGFRN	31
CD101	0
RP11-27K13.3	0
TTF2	15
MIR942	0
TRIM45	1
VTCN1	0
MAN1A2	7
FAM46C	0
GDAP2	66
WDR3	30
SPAG17	1
TBX15	0
WARS2	37
RP11-418J17.1	1
HAO2	0
HAO2-IT1	0
HSD3B2	0
HSD3B1	0
HSD3BP4	0
LINC00622	0
ZNF697	74
PHGDH	349
HMGCS2	0
REG4	0
NBPF7	0
ADAM30	0
NOTCH2	611
LOC101929178	0
SEC22B	44
LOC100996723	0
LOC101929786	0
LOC101929788	0
NBPF8	3
PFN1P2	0
LOC102724372	0
LOC100996724	0
LOC101929792	0
LOC101929796	1
LOC102724282	0
NBPF26	7
TRNAN5	0
RNVU1-19	0
PPIAL4B	0
LINC00623	0
RNVU1-4	0
TRNAN22	0
LINC00623-2	0
LOC100996721	0
TRNAG-CCC-2	0
TRNAV-CAC	0
LOC101929798	0
TRNAN-GUU-2	0
FCGR1B	0
LOC100996318	0
HIST2H2BA	0
FAM72B	0
LOC102724451	0
SRGAP2C	0
SRGAP2-AS1	0
EMBP1	8
LOC101929814	0
LOC100996735	0
LOC101929815	0
LOC101927452	0
NBPF23P	0
TRNAQ20	0
RNVU1-17	0
RNVU1-18	0
LOC101929561	0
TRNAN3	0
LOC388692	0
TRNAV16	0
TRNAV25	0
RP11-353N4.5	0
TRNAN29	0
FCGR1C	0
LOC100996713	0
FAM72C	0
SRGAP2D	0
LOC102724504	0
LOC101929803	0
LOC100996732	0
LOC101927333	0
PPIAL4E	0
RNVU1-15	0
TRNAN27	0
NBPF15	0
TRNAN15	0
PPIAL4F	0
LOC101929826	0
LOC101927429	0
RP11-14N7.2	0
SRGAP2B	0
LOC102724255	0
FAM72D	0
TRNAN-GUU-3	0
LOC101929805	0
TRNAV-CAC-2	0
TRNAV-CAC-3	0
LOC102724235	0
LOC100996741	0
LOC100996740	1
PPIAL4D	0
RNVU1-14	0
TRNAN1	0
NBPF20	0
TRNAQ-CUG	0
TRNAN-GUU-4	0
LOC102724173	0
LOC101060254	0
NBPF25P	1
GPR89A	6
PDZK1	0
CD160	0
RNF115	62
POLR3C	183
NUDT17	33
PIAS3	278
MIR6736	0
ANKRD35	0
ITGA10	0
PEX11B	50
GNRHR2	3
RBM8A	164
LIX1L	24
POLR3GL	0
ANKRD34A	0
TXNIP	0
HFE2	0
TRNAE21	0
TRNAG11	0
TRNAH4	0
TRNAK20	0
RNVU1-6	0
RP11-458D21.1	0
NBPF10	6
NOTCH2NL	20
NUDT4P2	0
LOC102724364	0
TRNAN-GUU-5	0
LOC100996756	0
LOC102724558	0
LOC102724573	0
HYDIN2	7
NBPF12	52
LOC101929781	0
LOC728989	0
TRNAH10	0
NBPF13P	0
PRKAB2	36
CHD1L	0
PDIA3P1	74
FMO5	2
LINC00624	0
BCL9	260
ACP6	13
LOC102723321	0
GJA5	0
GJA8	0
GPR89B	14
TRNAQ13	0
RNVU1-7	0
TRNAN19	0
NBPF11	16
LOC100505824	0
LOC101929257	0
RP4-565E6.1	0
TRNAQ8	0
