Geneid	Br53_CTC_1
LOC102723318	0
MTMR6	0
NUPL1	24
ATP8A2	0
RNU6-78P	0
SHISA2	0
RNF6	35
LOC102724232	2
CDK8	13
WASF3	0
GPR12	0
USP12	13
USP12-AS2	0
LOC102723332	0
RPL21	3
SNORD102	0
SNORA27	0
RASL11A	0
GTF3A	45
MTIF3	82
RNU6-63P	0
LNX2	8
POLR1D	128
GSX1	0
PDX1-AS1	0
PDX1	0
ATP5EP2	86
CDX2	0
URAD	0
FLT3	0
PAN3-AS1	0
PAN3	57
RNU6-82P	0
FLT1	2
POMP	168
SLC46A3	0
RNU6-53P	0
MTUS2	0
MTUS2-AS1	0
SLC7A1	0
LOC102724249	0
LOC102723345	0
UBL3	53
LINC00297	0
LINC00572	0
LINC00544	0
LINC00384	0
KATNAL1	0
LOC102723381	0
RNU6-64P	0
LINC00426	3
LOC102723372	0
HMGB1	26
USPL1	28
TRNAN7	0
ALOX5AP	0
LINC00398	0
LINC00545	0
TEX26-AS1	0
MEDAG	0
TEX26	0
LOC102723392	0
HSPH1	224
B3GALTL	0
RXFP2	0
EEF1DP3	0
FRY-AS1	16
FRY	11
ZAR1L	0
BRCA2	0
N4BP2L1	0
N4BP2L2	251
MINOS1P1	0
N4BP2L2-IT2	0
PDS5B	129
LINC00423	0
LOC101927403	0
KL	0
STARD13	49
STARD13-AS	0
LOC102723425	0
LOC102723406	0
RFC3	0
LINC00457	0
NBEA	4
MAB21L1	0
LINC00445	0
DCLK1	0
SOHLH2	0
CCDC169-SOHLH2	0
LOC102723477	0
CCDC169	0
RNU6-71P	0
SPG20	138
SPG20OS	1
CCNA1	0
SERTM1	0
LOC102723490	0
RFXAP	0
SMAD9	0
ALG5	126
EXOSC8	29
SUPT20H	20
CSNK1A1L	2
LINC00547	0
POSTN	0
TRPC4	0
LOC101929077	0
LINC00571	0
UFM1	55
LOC101929121	0
LINC00366	0
FREM2	0
RNU6-56P	0
STOML3	0
PROSER1	105
NHLRC3	15
LHFP	0
COG6	48
MIR4305	0
LINC00332	0
LINC00548	0
LINC00598	0
FOXO1	88
MIR320D1	0
MRPS31	23
SLC25A15	0
TPTE2P5	2
MIR621	0
SUGT1P3	2
ELF1	139
TRNAE20	0
WBP4	17
MIR3168	0
KBTBD6	39
LOC101929140	0
KBTBD7	37
MTRF1	0
NAA16	23
RNU6-57P	0
OR7E37P	0
RGCC	0
VWA8	39
MIR5006	0
VWA8-AS1	0
DGKH	0
AKAP11	0
TNFSF11	0
FAM216B	0
EPSTI1	0
DNAJC15	103
ENOX1	52
CCDC122	0
LACC1	0
LINC00284	0
SMIM2-AS1	0
SMIM2	0
SMIM2-IT1	0
MIR8079	0
SERP2	27
LOC102723579	12
LINC01071	29
TSC22D1	520
TSC22D1-AS1	0
LINC00330	0
TRNAE7	0
NUFIP1	9
GPALPP1	53
LOC101929259	0
GTF2F2	62
RNU6-69P	0
KCTD4	0
TPT1	1069
SNORA31	0
TPT1-AS1	12
SLC25A30	0
COG3	22
FAM194B	0
SPERT	0
SIAH3	0
ZC3H13	150
CPB2-AS1	0
CPB2	0
LCP1	0
LRRC63	0
LINC00563	0
KIAA0226L	0
RNU6-68P	0
RP11-189B4.6	0
LOC101929368	0
LRCH1	4
ESD	114
HTR2A	0
HTR2A-AS1	0
SUCLA2	0
LOC101929410	0
NUDT15	20
MED4	110
MED4-AS1	42
ITM2B	639
LINC00441	0
RB1	79
LOC101929434	0
LPAR6	43
RCBTB2	0
LINC00462	0
CYSLTR2	0
FNDC3A	105
MLNR	0
CDADC1	7
LOC102723669	0
CAB39L	42
SETDB2	0
PHF11	135
RCBTB1	47
ARL11	4
EBPL	7
KPNA3	82
CTAGE10P	4
SPRYD7	0
LOC102723679	0
DLEU2	1
MIR3613	0
TRIM13	25
KCNRG	0
MIR16-1	0
MIR15A	0
DLEU1	6
FLJ31945	0
ST13P4	2
DLEU7	0
LOC102723697	0
DLEU7-AS1	0
RNASEH2B-AS1	0
RNASEH2B	0
GUCY1B2	0
LINC00371	0
FAM124A	0
SERPINE3	0
MIR5693	0
INTS6	35
INTS6-AS1	0
MIR4703	0
WDFY2	1
DHRS12	25
LOC102723770	0
LOC101929522	0
LINC00282	0
CCDC70	0
ATP7B	0
ALG11	0
UTP14C	1
LOC100506859	0
NEK5	0
LOC101929657	0
NEK3	16
MRPS31P5	0
TPTE2P2	0
THSD1	0
VPS36	50
CKAP2	0
TPTE2P3	0
HNRNPA1L2	4
SUGT1	8
LECT1	0
MIR759	0
PCDH8	0
OLFM4	0
LOC102723875	0
LINC00558	0
LINC00458	0
MIR1297	0
MIR5007	0
PRR20A	0
PRR20B	0
PRR20C	0
PRR20D	0
PRR20E	0
PCDH17	0
LOC101926897	0
DIAPH3	0
LOC101926912	0
DIAPH3-AS1	0
DIAPH3-AS2	0
TDRD3	0
LINC00378	0
LOC102723910	0
MIR3169	0
PCDH20	0
LOC101926951	0
LINC00358	0
LINC00395	0
OR7E156P	0
LOC647264	0
RNU6-81P	0
LOC102723968	0
LOC101927016	0
MIR548X2	0
MIR4704	0
PCDH9	0
PCDH9-AS2	0
PCDH9-AS3	0
PCDH9-AS4	0
LOC101927072	0
LINC00550	0
KLHL1	0
ATXN8OS	0
LINC00348	0
DACH1	43
MZT1	13
BORA	0
DIS3	79
PIBF1	0
RNU6-79P	0
KLF5	30
RNU6-66P	0
KLF12	95
LOC101927103	0
LOC101927121	0
LINC00381	0
LINC00347	0
CTAGE11P	0
TBC1D4	0
COMMD6	74
UCHL3	29
RP11-173B14.5	4
LMO7	21
C13orf45	0
KCTD12	0
BTF3P11	0
IRG1	0
CLN5	115
FBXL3	127
MYCBP2	23
MYCBP2-AS1	0
SCEL	0
LOC100129307	0
SLAIN1	0
MIR3665	0
EDNRB-AS1	0
EDNRB	0
LINC01069	0
LINC00446	0
RNF219-AS1	0
POU4F1	0
RNF219	0
LINC00331	0
RBM26	71
RBM26-AS1	21
NDFIP2-AS1	0
NDFIP2	136
LOC102724065	2
LOC102724076	0
RP11-501G7.1	0
LINC01080	0
LOC101927216	0
LOC101927238	0
SPRY2	0
LOC102724139	0
RNU6-67P	0
SLITRK1	0
LINC00333	0
LINC00351	0
RNU6-72P	0
SLITRK6	634
MIR4500HG	0
MIR4500	0
SLITRK5	0
LINC00397	0
LINC00433	0
LINC00560	0
LINC00353	0
LINC00559	0
LOC102724086	0
MIR622	8
RP11-158A8.1	0
RNU6-75P	0
LINC00410	0
LINC00380	0
LINC00379	0
MIR17HG	0
MIR17	0
MIR18A	0
MIR19A	0
MIR20A	0
MIR19B1	0
MIR92A1	0
GPC5	0
MIR548AS	0
GPC5-AS1	0
GPC6	0
GPC6-AS2	0
GPC6-AS1	0
DCT	0
LOC102724113	0
TRNAF6	0
TGDS	14
GPR180	0
LOC101927248	0
SOX21	0
SOX21-AS1	0
LOC101927284	0
ABCC4	0
LOC102724149	0
CLDN10	0
CLDN10-AS1	0
DZIP1	0
LOC101927308	0
DNAJC3-AS1	0
DNAJC3	7
UGGT2	15
HS6ST3	2
MIR4501	0
LINC00359	0
OXGR1	0
LOC101927361	0
MBNL2	98
LOC101927385	0
RAP2A	0
IPO5	140
FARP1	66
RNF113B	0
MIR3170	0
STK24	7
SLC15A1	0
DOCK9	0
DOCK9-AS1	0
RNU6-83P	0
DOCK9-AS2	0
UBAC2-AS1	26
UBAC2	119
GPR18	0
GPR183	0
FKSG29	0
MIR623	0
TM9SF2	612
CLYBL	3
MIR4306	0
CLYBL-AS2	0
RP11-279D17.2	0
LOC101927437	0
ZIC5	0
ZIC2	0
LINC00554	0
PCCA	57
PCCA-AS1	0
LOC102724293	0
GGACT	8
TMTC4	35
NALCN-AS1	0
NALCN	0
ITGBL1	0
FGF14	0
MIR2681	0
MIR4705	0
FGF14-IT1	0
FGF14-AS1	0
FGF14-AS2	0
TPP2	208
METTL21C	0
LOC283482	0
CCDC168	0
TEX30	0
KDELC1	0
BIVM	31
BIVM-ERCC5	55
ERCC5	38
METTL21EP	0
SLC10A2	0
DAOA-AS1	0
DAOA	0
LINC00343	0
LINC00344	0
LINC00460	0
EFNB2	0
ARGLU1	74
LINC00551	0
LINC00443	0
FAM155A	0
MIR1267	0
FAM155A-IT1	0
LIG4	28
ABHD13	23
TNFSF13B	0
LOC102724347	0
MYO16	0
MYO16-AS1	0
LOC101927627	0
LINC00676	0
IRS2	7
LOC101927695	0
LOC101927646	0
LOC101927712	0
COL4A1	0
COL4A2	73
LOC102724442	0
MIR8073	0
COL4A2-AS2	0
COL4A2-AS1	21
RAB20	26
CARKD	47
CARS2	43
ING1	19
LINC00346	0
ANKRD10	384
RP11-551M15.1	0
ARHGEF7	49
LOC101060553	0
TEX29	0
LOC102724489	0
LOC102724510	0
RP11-75F3.1	0
SOX1	0
LINC00403	0
LOC100506016	0
LINC01070	0
LOC101928730	0
LINC01043	0
SPACA7	0
TUBGCP3	3
C13orf35	0
ATP11A	21
ATP11A-AS1	0
MCF2L	7
MCF2L-AS1	0
F7	0
F10	0
LOC102724474	0
PROZ	0
PCID2	10
CUL4A	86
MIR8075	0
LAMP1	11
GRTP1	68
LOC101928841	0
ADPRHL1	7
DCUN1D2	0
TMCO3	826
TFDP1	43
ATP4B	0
GRK1	0
GRK1-2	0
LINC00552	0
TMEM255B	0
GAS6-AS1	0
GAS6	0
GAS6-AS2	0
LINC00454	0
LINC00452	0
LINC00565	0
LOC100507747	35
LOC102723545	7
RASA3	39
LOC101929355	0
CDC16	148
MIR548AR	0
MIR4502	0
UPF3A	24
CHAMP1	22
LOC102723647	0
LINC01070-2	0
LOC101928730-2	0
LINC01043-2	0
SPACA7-2	0
TUBGCP3-2	0
ATP8A2-2	0
LINC00417-2	0
ANKRD20A9P-2	0
RNU6-55P-2	0
LOC102725001	0
RNU6-76P-2	0
GRK1-3	0
LINC00552-2	0
OR11H12	0
RP11-536C10.7	0
LOC101929972	0
POTEM	0
LOC100508046	0
FLJ39632	0
BMS1P18	0
LOC440157	0
BMS1P17	0
POTEG	0
LOC102724666	0
OR11H2	0
OR4Q3	0
OR4M1	0
OR4N2	0
OR4K2	0
OR4K5	0
OR4K1	0
OR4K15	0
OR4K14	0
OR4K13	0
OR4L1	0
OR4K17	0
OR4N5	0
OR11G2	0
OR11H6	0
OR11H4	0
TTC5	0
CCNB1IP1	139
SNORD126	1
RPPH1	23
PARP2	46
TEP1	0
KLHL33	0
OSGEP	28
APEX1	279
TMEM55B	0
PNP	0
RNASE10	0
RNASE9	0
RNASE11	0
RNASE12	0
RP11-14J7.6	0
TRNAP1	0
TRNAL1	0
TRNAP2	0
TRNAT2	0
TRNAL15	0
TRNAT20	0
TRNAP17	0
OR6S1	0
TRNAY14	0
TRNAY13	0
TRNAY1	0
TRNAY2	0
TRNAT12	0
TRNAY3	0
TRNAP7	0
ANG	2
RNASE4	8
EDDM3A	0
EDDM3B	0
RNASE6	0
RNASE1	0
LOC100507513	0
RNASE3	0
ECRP	0
RNASE2	0
METTL17	142
RP11-84C10.4	36
SLC39A2	0
NDRG2	0
MIR6717	0
TPPP2	0
RNASE13	0
RNASE7	0
RNASE8	0
ARHGEF40	2
ZNF219	8
TMEM253	0
OR5AU1	0
LINC00641	61
HNRNPC	336
RPGRIP1	5
SUPT16H	131
CHD8	45
SNORD9	0
SNORD8	0
RAB2B	19
TOX4	181
METTL3	50
SALL2	12
OR10G3	0
OR10G2	0
OR4E2	0
LOC101929755	0
LOC102724753	0
DAD1	385
ABHD4	234
OXA1L	63
SLC7A7	0
MRPL52	35
MMP14	34
LRP10	464
REM2	0
RBM23	354
PRMT5	37
RP11-298I3.1	0
TRNAR21	0
HAUS4	102
MIR4707	3
AJUBA	37
LOC102724795	0
C14orf93	27
PSMB5	290
PSMB11	0
CDH24	38
LOC102723563	3
ACIN1	27
C14orf119	69
LOC100128908	0
CEBPE	0
SLC7A8	5
C14orf164	0
HOMEZ	24
PPP1R3E	3
BCL2L2	3
BCL2L2-PABPN1	22
PABPN1	19
SLC22A17	0
EFS	2
IL25	0
CMTM5	0
MYH6	0
MIR208A	0
MYH7	0
MIR208B	0
NGDN	39
THTPA	30
ZFHX2	1
AP1G2	72
LOC102724814	28
JPH4	0
LOC102724824	0
DHRS2	0
LOC102724845	0
DHRS4-AS1	10
DHRS4	3
DHRS4L2	0
DHRS4L1	0
LOC101927011	0
LRRC16B	0
CPNE6	0
NRL	0
PCK2	0
DCAF11	80
FITM1	0
PSME1	343
EMC9	41
PSME2	60
MIR7703	3
RNF31	26
IRF9	110
REC8	79
IPO4	25
TM9SF1	87
TSSK4	0
CHMP4A	170
NEDD8-MDP1	27
MDP1	0
NEDD8	51
GMPR2	179
TINF2	82
TGM1	0
RABGGTA	58
DHRS1	14
NOP9	0
CIDEB	0
LTB4R2	0
LTB4R	0
ADCY4	0
RIPK3	0
NFATC4	9
NYNRIN	0
CBLN3	0
KHNYN	357
SDR39U1	126
LOC101927045	0
CMA1	0
CTSG	0
GZMH	0
GZMB	0
STXBP6	0
NOVA1	16
RP11-626P14.1	0
LOC102724890	0
RP11-384J4.1	0
MIR4307	0
LOC728755	0
LINC00645	0
FOXG1	0
C14orf23	0
LOC102724917	0
LOC102724934	0
PRKD1	0
G2E3	0
SCFD1	64
COCH	1
RP11-829H16.3	0
STRN3	8
MIR624	0
AP4S1	0
HECTD1	16
HEATR5A	2
LOC101927124	0
DTD2	0
GPR33	0
NUBPL	39
ARHGAP5-AS1	0
ARHGAP5	28
RNU6-7	0
RNU6-8	0
AKAP6	0
NPAS3	0
EGLN3	181
LOC102724945	0
SPTSSA	130
LOC102724963	0
EAPP	77
LOC102723306	0
RNU1-27P	0
RNU1-28P	0
LOC102723319	0
SNX6	34
CFL2	0
BAZ1A	61
LOC100506157	0
LOC102723366	0
IGBP1P1	5
SRP54	150
FAM177A1	111
PPP2R3C	33
LOC101927178	6
KIAA0391	5
PSMA6	249
LOC102723388	0
NFKBIA	2997
INSM2	0
RALGAPA1	15
BRMS1L	0
LINC00609	0
PTCSC3	0
LOC101927199	0
LOC102723418	0
MBIP	0
SFTA3	0
NKX2-1	0
NKX2-1-AS1	0
NKX2-8	0
LOC102723434	0
LOC101927291	0
PAX9	0
SLC25A21	11
MIR4503	0
SLC25A21-AS1	34
MIPOL1	0
FOXA1	27
TTC6	19
SSTR1	0
CLEC14A	0
LOC102723503	0
LINC00639	0
LOC102723516	0
SEC23A	9
GEMIN2	13
TRAPPC6B	8
PNN	42
MIA2	0
CTAGE5	42
LOC100288846	0
FBXO33	6
LOC644919	0
LRFN5	0
FSCB	0
LOC101927351	0
LOC101927395	0
C14orf28	31
RP11-857B24.5	0
KLHL28	0
FAM179B	0
PRPF39	44
SNORD127	0
FKBP3	59
FANCM	0
MIS18BP1	0
LINC00871	0
RPL10L	0
MDGA2	0
MIR548Y	0
LINC00648	0
LOC101927483	0
RPS29	259
RN7SL1	2
LRR1	0
RPL36AL	68
MGAT2	34
DNAAF2	0
POLE2	0
KLHDC1	0
KLHDC2	62
NEMF	7
RN7SL2	4
ARF6	128
RP11-58E21.4	0
MIR6076	0
C14orf182	0
RP11-58E21.3	0
C14orf183	0
VCPKMT	4
SOS2	32
L2HGDH	0
MIR4504	0
ATP5S	9
CDKL1	0
MAP4K5	0
ATL1	0
SAV1	32
NIN	0
ABHD12B	0
PYGL	15
TRIM9	0
TMX1	51
LINC00640	0
FRMD6-AS2	0
FRMD6	40
FRMD6-AS1	5
RP11-280K24.4	0
GNG2	0
LOC102723604	0
C14orf166	137
NID2	0
PTGDR	0
PTGER2	0
TXNDC16	20
GPR137C	0
ERO1L	54
PSMC6	106
STYX	15
GNPNAT1	52
FERMT2	83
DDHD1	0
RP11-547D23.1	0
LOC102723621	0
MIR5580	0
BMP4	0
CDKN3	0
CNIH1	63
GMFB	94
CGRRF1	0
SAMD4A	27
LOC729451	0
GCH1	6
MIR4308	0
WDHD1	14
SOCS4	17
MAPK1IP1L	164
LGALS3	287
DLGAP5	0
FBXO34	63
ATG14	1
TBPL2	0
KTN1-AS1	32
KTN1	272
RPL13AP3	0
LINC00520	0
LOC102723670	0
LOC102723682	0
PELI2	55
LOC102723699	0
LOC101927690	0
TMEM260	12
OTX2	0
OTX2-AS1	0
EXOC5	38
AP5M1	11
NAA30	0
C14orf105	0
SLC35F4	0
C14orf37	0
ACTR10	162
TRNAK13	0
PSMA3	236
FLJ31306	15
ARID4A	22
TOMM20L	0
TIMM9	18
KIAA0586	71
DACT1	0
LOC102723725	0
LOC102723742	0
DAAM1	117
L3HYPDH	9
GPR135	0
JKAMP	99
CCDC175	0
RTN1	0
MIR5586	0
LRRC9	0
PCNXL4	43
DHRS7	122
LOC101927702	0
PPM1A	46
LOC101927729	0
C14orf39	0
SIX6	0
SIX1	0
SIX4	0
MNAT1	15
TRMT5	34
SLC38A6	0
LOC101927756	0
TMEM30B	19
PRKCH	0
RP11-47I22.2	0
FLJ22447	0
HIF1A-AS1	0
HIF1A	0
HIF1A-AS2	0
SNAPC1	0
SYT16	0
LINC00643	0
LINC00644	0
KCNH5	0
RHOJ	0
GPHB5	0
PPP2R5E	19
WDR89	0
SGPP1	0
SYNE2	301
MIR548H1	2
ESR2	11
TEX21P	0
MTHFD1	206
ZBTB25	62
AKAP5	0
ZBTB1	0
LOC102723809	0
HSPA2	0
PPP1R36	0
LOC101927856	0
PLEKHG3	450
SPTB	40
MIR7855	0
CHURC1	205
CHURC1-FNTB	115
GPX2	172
RAB15	39
FNTB	57
MAX	21
MIR4706	0
RP11-840I19.3	0
LOC100128233	1
MIR4708	0
FUT8	43
FUT8-AS1	0
MIR625	0
LOC101927878	0
LINC00238	0
GPHN	0
LOC101927899	0
FAM71D	0
MPP5	49
ATP6V1D	181
EIF2S1	136
PLEK2	0
MIR5694	0
TMEM229B	0
PLEKHH1	0
PIGH	0
ARG2	86
LOC102723884	0
VTI1B	192
RDH11	27
RDH12	0
LOC102723898	0
ZFYVE26	42
RAD51B	0
LOC101927971	0
LOC102723923	0
LOC100996664	0
ZFP36L1	427
ACTN1	253
ACTN1-AS1	0
DCAF5	1
EXD2	58
GALNT16	0
ERH	93
SLC39A9	213
PLEKHD1	0
CCDC177	0
KIAA0247	267
LOC100289511	47
SRSF5	289
SLC10A1	0
LOC100506358	0
SMOC1	190
SLC8A3	0
ADAM21P1	0
LOC101928046	0
COX16	48
SYNJ2BP-COX16	46
SYNJ2BP	29
ADAM21	0
LOC102723984	0
ADAM20P1	0
ADAM20	0
MED6	34
LOC101928075	0
TTC9	60
MAP3K9	0
LOC100506411	0
PCNX	57
LOC102724015	0
SNORD56B	0
LOC102724024	0
LOC145474	4
SIPA1L1	23
RGS6	0
MIR7843	0
DPF3	0
LOC102724054	0
DCAF4	16
TRNAC24	0
ZFYVE1	24
RBM25	118
PSEN1	125
PAPLN	0
LOC101928123	0
NUMB	85
LOC101928143	0
HEATR4	3
C14orf169	0
ACOT1	0
ACOT2	97
ACOT4	26
LOC101928206	0
ACOT6	0
DNAL1	14
PNMA1	47
ELMSAN1	99
MIR4505	0
RP5-1021I20.1	0
LOC100506498	0
PTGR2	62
ZNF410	274
FAM161B	0
COQ6	17
ENTPD5	2
CCDC176	0
ALDH6A1	3
LIN52	0
VSX2	0
ABCD4	57
VRTN	0
SYNDIG1L	0
NPC2	31
MIR4709	6
ISCA2	51
LTBP2	0
LOC101928352	0
AREL1	121
FCF1	31
YLPM1	73
PROX2	0
DLST	34
RPS6KL1	0
PGF	0
EIF2B2	78
MLH3	24
ACYP1	0
ZC2HC1C	0
NEK9	36
TMED10	440
FOS	243
RP11-293M10.5	0
LOC101928377	0
JDP2	0
BATF	34
LOC102724153	0
FLVCR2	0
MIR7641-2	0
C14orf1	132
TTLL5	50
TGFB3	2
LOC102724170	0
IFT43	24
GPATCH2L	84
ESRRB	0
VASH1	0
LOC100506603	0
ANGEL1	27
C14orf166B	0
IRF2BPL	5
RP11-7F17.5	0
LOC102724190	0
CIPC	61
ZDHHC22	0
LOC101926998	0
TMEM63C	5
NGB	0
MIR1260A	0
POMT2	55
GSTZ1	64
TMED8	9
SAMD15	0
NOXRED1	0
VIPAS39	0
AHSA1	126
ISM2	0
SPTLC2	135
ALKBH1	0
SLIRP	57
SNW1	11
C14orf178	0
ADCK1	0
NRXN3	7
DIO2	0
DIO2-AS1	0
LOC102724213	0
CEP128	0
TSHR	8
LOC101928462	0
LOC101928431	0
GTF2A1	0
SNORA79	0
LOC101928504	0
STON2	22
RP11-299L17.3	0
LOC102724277	0
SEL1L	21
RP11-799P8.1	0
LOC102724294	0
RP11-406A9.2	0
LOC102724338	0
LINC00911	0
LOC100506731	0
FLRT2	0
LOC102724348	0
LOC101928767	0
LOC101928740	0
LOC102724380	0
LOC283585	0
GALC	0
GPR65	1
RP11-300J18.1	0
LINC01146	0
KCNK10	0
SPATA7	0
PTPN21	0
ZC3H14	0
EML5	0
TTC8	8
TRNAA17	0
FOXN3	19
LOC102724423	0
LOC101928817	0
FOXN3-AS1	0
LOC102723683	0
FOXN3-AS2	0
EFCAB11	20
TDP1	0
LOC101927029	0
KCNK13	0
PSMC1	7
NRDE2	23
CALM1	211
LOC101930294	0
LINC00642	0
TTC7B	0
LOC102724444	0
RP11-1078H9.5	0
RPS6KA5	0
LOC102724461	0
C14orf159	63
SNORA11B	0
GPR68	0
LOC102724476	0
CCDC88C	19
SMEK1	90
LOC101928957	0
CATSPERB	0
TC2N	80
FBLN5	0
LOC102724531	0
TRIP11	17
ATXN3	52
LOC102724564	0
NDUFB1	51
CPSF2	93
SLC24A4	0
RIN3	0
LGMN	152
GOLGA5	130
LOC101929002	0
CHGA	0
ITPK1	0
ITPK1-AS1	0
MOAP1	33
TMEM251	16
C14orf142	0
UBR7	83
BTBD7	2
UNC79	0
COX8C	0
PRIMA1	0
FAM181A-AS1	0
FAM181A	0
ASB2	0
MIR4506	0
LINC00521	0
OTUB2	0
DDX24	52
IFI27L1	13
IFI27	86
IFI27L2	7
PPP4R4	0
SERPINA10	0
SERPINA6	0
SERPINA1	0
SERPINA11	0
SERPINA9	0
SERPINA12	0
SERPINA4	0
SERPINA5	38
LOC101929055	2
SERPINA3	579
SERPINA13P	0
GSC	0
DICER1	2
MIR3173	0
DICER1-AS1	12
CLMN	225
RP11-725G5.2	0
LINC00341	0
SYNE3	0
LOC101929107	0
LOC102724640	0
SNHG10	17
SCARNA13	0
GLRX5	67
LOC100506999	0
TCL6	0
TCL1B	0
TCL1A	0
LINC00617	0
C14orf132	0
BDKRB2	111
BDKRB1	0
ATG2B	0
GSKIP	0
AK7	0
PAPOLA	209
LOC102724667	0
VRK1	0
LINC00618	0
LOC101929241	0
RP11-76E12.1	0
C14orf64	0
C14orf177	0
BCL11B	0
SETD3	0
CCNK	62
CCDC85C	33
HHIPL1	0
CYP46A1	0
EML1	0
LOC102724682	0
EVL	77
MIR151B	0
MIR342	0
DEGS2	17
YY1	13
MIR6764	0
SLC25A29	39
MIR345	0
SLC25A47	0
WARS	118
WDR25	65
BEGAIN	14
LINC00523	0
DLK1	0
MIR2392	0
MEG3	0
MIR770	0
MIR493	0
MIR337	0
MIR665	0
RTL1	0
MIR431	0
MIR433	0
MIR127	0
MIR432	0
MIR136	0
MEG8	0
SNORD112	0
AL132709.5	0
MIR370	0
SNORD113-1	0
SNORD113-2	0
SNORD113-3	0
SNORD113-4	0
SNORD113-5	0
SNORD113-6	0
SNORD113-7	0
SNORD113-8	0
SNORD113-9	0
SNORD114-1	0
SNORD114-2	0
SNORD114-3	0
SNORD114-4	0
SNORD114-5	0
SNORD114-6	0
SNORD114-7	0
SNORD114-8	0
SNORD114-9	0
SNORD114-10	0
RP11-909M7.3	0
SNORD114-11	0
SNORD114-12	0
SNORD114-13	0
SNORD114-14	0
SNORD114-15	0
SNORD114-16	0
SNORD114-17	0
SNORD114-18	0
SNORD114-19	0
SNORD114-20	0
SNORD114-21	0
SNORD114-22	0
SNORD114-23	0
SNORD114-24	0
SNORD114-25	0
SNORD114-26	0
SNORD114-27	0
SNORD114-28	0
SNORD114-29	0
SNORD114-30	0
SNORD114-31	0
MIR379	0
MIR411	0
MIR299	0
MIR380	0
MIR1197	0
MIR323A	0
MIR758	0
MIR329-1	0
MIR329-2	0
MIR494	0
MIR1193	0
MIR543	0
MIR495	0
MIR376C	0
MIR376A2	0
MIR654	0
MIR376B	0
MIR376A1	0
MIR300	0
MIR1185-1	0
MIR1185-2	0
MIR381HG	0
MIR381	0
MIR487B	0
MIR539	0
MIR889	0
MIR544A	0
MIR655	0
MIR487A	0
MIR382	0
MIR134	0
MIR668	0
MIR485	0
MIR323B	0
MIR154	0
MIR496	0
MIR377	0
MIR541	0
MIR409	0
MIR412	0
MIR369	0
MIR410	0
MIR656	0
MEG9	0
LOC101929422	0
LOC101929443	0
LOC101929462	0
LOC100507277	0
DIO3OS	0
MIR1247	0
DIO3	0
LINC00239	0
PPP2R5C	35
DYNC1H1	371
HSP90AA1	1587
WDR20	93
MOK	0
TRNAI15	0
ZNF839	34
CINP	0
TECPR2	41
ANKRD9	0
MIR4309	0
RCOR1	0
LOC102724871	0
TRAF3	149
AMN	0
CDC42BPB	27
EXOC3L4	0
LOC102723726	0
TNFAIP2	73
LINC00605	0
EIF5	470
SNORA28	0
MARK3	66
CKB	0
TRMT61A	0
BAG5	165
APOPT1	21
KLC1	38
XRCC3	0
ZFYVE21	56
PPP1R13B	11
LINC00637	0
C14orf2	94
TDRD9	0
RD3L	0
ASPG	0
MIR203	0
MIR3545	0
KIF26A	0
C14orf180	0
TMEM179	0
LOC101929634	1
MIR4710	0
LOC101929949	6
INF2	18
ADSSL1	0
SIVA1	0
LOC102723328	0
LOC102723342	5
AKT1	87
ZBTB42	101
LINC00638	0
CEP170B	8
PLD4	4
AHNAK2	81
C14orf79	0
CDCA4	0
GPR132	0
LOC102723354	0
JAG2	0
MIR6765	0
NUDT14	63
BRF1	8
BTBD6	0
PACS2	52
TEX22	0
RP11-521B24.3	0
MTA1	2
CRIP2	558
CRIP1	474
C14orf80	0
TMEM121	0
MIR8071-1	0
MIR8071-2	0
ELK2AP	0
MIR4507	0
LOC102723453	0
KIAA0125	0
ADAM6	0
LOC102723435	0
LINC00226	0
LOC102723479	0
LOC102723492	0
LINC00221	0
MIR3118-3	0
LOC101926992	0
MAFIP	21
LOC100287823	28
LOC102723407	0
CATSPERB-2	0
TC2N-2	0
C14orf180-2	0
TMEM179-2	0
MIR8071-1-2	0
MIR8071-2-2	0
ELK2AP-2	0
MIR4507-2	0
LOC102723453-2	0
KIAA0125-2	0
ADAM6-2	0
LOC102723435-2	0
LINC00226-2	0
LOC102723479-2	0
LOC102723492-2	0
LINC00221-2	0
LOC102724977	0
LOC101929002-2	0
CHGA-2	0
ITPK1-2	0
ITPK1-AS1-2	0
MOAP1-2	0
TMEM251-2	0
C14orf142-2	0
UBR7-2	0
BTBD7-2	0
UNC79-2	0
COX8C-2	0
PRIMA1-2	0
FAM181A-AS1-2	0
FAM181A-2	0
ASB2-2	0
MIR4506-2	0
LINC00521-2	0
OTUB2-2	0
DDX24-2	0
IFI27L1-2	0
IFI27-2	0
IFI27L2-2	0
PPP4R4-2	0
SERPINA10-2	0
SERPINA6-2	0
SERPINA1-2	0
CHEK2P2	0
HERC2P3	0
LOC100996379	0
GOLGA6L6	0
GOLGA8CP	0
NBEAP1	0
MIR3118-4	0
POTEB2	0
MIR5701-1	0
LINC01193	0
LOC101926972	0
LOC646214	1
CXADRP2	0
LOC101926958	0
LOC102724631	0
LOC102724610	0
RP11-69H14.6	0
LOC102724737	0
LOC102724971	0
MIR3118-6	0
POTEB	0
NF1P2	0
MIR5701-2	0
RP11-69H14.6-2	0
LOC102724796	0
OR4M2	0
OR4N4	0
OR4N3P	0
LOC642131	0
