Geneid	Br7_1_SG
OR5P3	0
OR5E1P	0
RP11-494M8.4	0
OR10A6	0
OR10A3	0
NLRP10	0
EIF3F	137
TUB	0
RP11-236J17.5	0
RIC3	0
LOC101927936	0
LMO1	0
STK33	0
TRIM66	0
RPL27A	363
SNORA3	5
SNORA45	0
ST5	7
LOC102724784	4
AKIP1	20
C11orf16	0
ASCL3	0
TMEM9B	63
TMEM9B-AS1	0
NRIP3	47
SCUBE2	0
MIR5691	0
KRT8P41	1
DENND5A	91
TRNAL36	0
TMEM41B	24
IPO7	49
SNORA23	0
LOC644656	0
ZNF143	1
WEE1	112
SWAP70	69
LOC101927955	0
RP11-540A21.2	0
SBF2-AS1	0
SBF2	40
RP11-1H15.2	0
ADM	101
CAND1.11	0
AMPD3	40
MTRNR2L8	0
MIR4485	0
RNF141	81
MRVI1-AS1	0
LYVE1	0
MRVI1	0
CTR9	63
EIF4G2	437
SNORD97	0
RP11-685M7.3	2
ZBED5	6
ZBED5-AS1	0
GALNT18	0
CSNK2A3	3
MIR4299	0
MIR8070	0
LOC102724878	0
USP47	19
DKK3	0
LOC102724888	0
MICAL2	40
MIR6124	0
MICALCL	17
PARVA	48
LOC102723893	0
TEAD1	0
LINC00958	1
RASSF10	0
ARNTL	0
BTBD10	17
LOC101928110	0
PTH	0
FAR1	3
LOC101928132	0
SPON1	0
RRAS2	2
COPB1	406
PSMA1	276
PDE3B	0
CYP2R1	16
CALCA	0
CALCB	0
INSC	2
LOC102724957	0
SOX6	16
MIR6073	1
LOC102723310	0
C11orf58	41
PLEKHA7	0
OR7E14P	0
RPS13	702
SNORD14A	0
SNORD14B	0
PIK3C2A	18
NUCB2	45
NCR3LG1	0
KCNJ11	0
ABCC8	0
USH1C	0
OTOG	0
LOC102723330	0
MYOD1	0
KCNC1	0
SERGEF	30
TPH1	299
SAAL1	16
SAA3P	0
MRGPRX3	0
MRGPRX4	0
LOC494141	0
SAA2-SAA4	0
SAA4	0
SAA2	0
SAA1	0
HPS5	98
GTF2H1	3
MIR3159	0
LDHA	1150
LDHC	0
LDHAL6A	0
TSG101	47
UEVLD	33
SPTY2D1-AS1	21
SPTY2D1	125
TMEM86A	0
IGSF22	1
PTPN5	0
MRGPRX1	0
MRGPRX2	0
ZDHHC13	0
CSRP3	0
E2F8	0
NAV2	59
NAV2-AS5	0
NAV2-AS4	0
MIR4486	0
LOC100126784	10
MIR4694	0
DBX1	0
HTATIP2	0
PRMT3	7
SLC6A5	0
NELL1	0
LOC102723370	0
ANO5	5
SLC17A6	1
LOC102723378	0
FANCF	0
GAS2	0
SVIP	17
CCDC179	0
MIR8054	0
LUZP2	5
ANO3	0
MUC15	0
SLC5A12	0
FIBIN	0
BBOX1	0
CCDC34	21
LGR4	31
LOC101928289	0
LIN7C	45
BDNF-AS	12
MIR8087	0
LINC00678	0
BDNF	0
KIF18A	0
MIR610	0
METTL15	29
MIR8068	0
KCNA4	0
FSHB	0
ARL14EP	0
LOC102723403	0
MPPED2	0
LOC101928316	0
LOC101928338	0
DCDC5	7
DCDC1	0
DNAJC24	12
IMMP1L	4
ELP4	1
PAX6	0
DKFZp686K1684	0
LOC100506675	1
LOC101928385	0
RCN1	7
WT1	0
WT1-AS	0
EIF3M	107
CCDC73	1
PRRG4	35
QSER1	3
DEPDC7	0
TCP11L1	0
LINC00294	0
CSTF3	8
CSTF3-AS1	1
HIPK3	85
KIAA1549L	0
C11orf91	1
CD59	572
FBXO3	0
RP11-646J21.5	0
LMO2	1
LOC101929918	0
CAPRIN1	6
NAT10	10
ABTB2	0
LOC102723539	0
CAT	27
ELF5	0
EHF	47
LOC102723568	0
APIP	18
PDHX	37
MIR1343	0
RP4-607I7.1	0
CD44	753
SLC1A2	43
PAMR1	0
FJX1	0
TRIM44	62
LDLRAD3	54
MIR3973	0
LOC101928510	0
COMMD9	0
PRR5L	3
TRAF6	29
RAG1	5
RAG2	2
C11orf74	49
RP11-64I17.1	0
LOC101928563	0
LRRC4C	1
LOC102723644	0
LOC101928591	0
LOC100507205	0
HNRNPKP3	0
API5	24
TTC17	165
LOC101928624	0
MIR670HG	0
MIR670	0
LOC101928704	0
MIR129-2	0
HSD17B12	28
ALKBH3	0
SEC14L1P1	0
ALKBH3-AS1	0
C11orf96	0
ACCSL	0
ACCS	36
EXT2	83
ALX4	0
CD82	65
TSPAN18	1
TP53I11	81
AC068858.1	0
PRDM11	0
LOC101060179	0
SYT13	181
RP11-430H10.1	0
FLJ41423	0
CHST1	0
MIR7154	0
LOC100507384	0
DKFZp779M0652	0
SLC35C1	28
CRY2	8
MAPK8IP1	13
C11orf94	0
PEX16	67
GYLTL1B	52
PHF21A	30
RP11-702F3.3	0
LOC101928919	0
CREB3L1	42
DGKZ	9
MIR4688	0
MDK	13
CHRM4	0
AMBRA1	46
MIR3160-1	0
MIR3160-2	0
HARBI1	18
ATG13	109
ARHGAP1	51
ZNF408	0
F2	0
CKAP5	0
MIR5582	0
SNORD67	0
LRP4-AS1	0
LRP4	0
C11orf49	23
ARFGAP2	127
PACSIN3	0
MIR6745	0
DDB2	24
ACP2	103
NR1H3	6
MADD	65
MYBPC3	15
SPI1	77
MIR4487	0
SLC39A13	57
PSMC3	52
RAPSN	0
CELF1	178
PTPMT1	60
KBTBD4	38
NDUFS3	48
FAM180B	0
C1QTNF4	0
MTCH2	50
AGBL2	1
FNBP4	26
NUP160	71
PTPRJ	10
MIR3161	0
OR4B1	0
OR4X2	0
OR4X1	0
OR4S1	0
OR4C3	0
OR4A47	0
TRIM49B	0
TRIM64C	0
FOLH1	0
LOC440040	0
OR4C13	0
OR4C12	0
OR4C45	0
LOC441601	0
LOC646813	4
OR4C46	0
OR4A5	0
TRIM48	0
TRIM51HP	1
OR4A16	0
OR4A15	0
OR4C15	0
OR4C16	0
OR4C11	0
OR4P4	0
OR4S2	0
OR4C6	0
OR5D13	0
OR5D14	0
OR5L1	0
OR5D18	0
OR5L2	0
OR5D16	0
TRIM51	0
OR5W2	0
OR5I1	0
OR10AG1	0
OR7E5P	3
OR5F1	0
OR5AS1	0
OR8I2	0
OR8H2	0
OR8H3	0
OR8J3	0
OR8K5	0
OR5J2	0
OR5T2	0
OR5T3	0
OR5T1	0
OR8H1	0
OR8K3	0
OR8K1	0
OR8J1	0
OR8U1	0
OR5R1	0
OR5M9	0
OR5M3	0
OR5M8	0
OR5M11	0
OR5M10	0
OR5M1	0
OR5AP2	0
OR5AR1	0
OR9G1	0
OR9G4	0
MIR6128	0
AP000479.1	0
OR5AK2	0
OR5AK4P	0
LOC101927154	0
LRRC55	0
APLNR	0
TNKS1BP1	7
SSRP1	1
P2RX3	0
PRG3	0
PRG2	0
SLC43A3	74
RTN4RL2	12
SLC43A1	0
TIMM10	42
SMTNL1	0
UBE2L6	121
SERPING1	0
MIR130A	0
YPEL4	0
CLP1	12
ZDHHC5	21
MED19	20
TMX2	36
TMX2-CTNND1	97
C11orf31	82
BTBD18	0
CTNND1	95
OR9Q1	0
OR6Q1	0
OR9I1	0
OR9Q2	0
OR1S2	0
OR1S1	0
OR10Q1	0
OR10W1	0
OR5B17	0
OR5B3	0
OR5B2	0
OR5B12	0
OR5B21	0
LPXN	133
ZFP91	19
ZFP91-CNTF	0
CNTF	0
GLYAT	0
GLYATL2	0
LOC100287413	22
GLYATL1	0
RP11-142C4.6	0
FAM111B	0
AP001258.4	0
FAM111A	0
DTX4	18
MPEG1	255
OR5AN1	0
OR5A2	0
OR5A1	0
OR4D6	0
OR4D10	0
OR4D11	0
OR4D9	0
LOC102723575	0
TRNAV11	0
TRNAV23	0
TRNAR14	0
TRNAL23	0
TRNAK23	0
TRNAF11	0
TRNAK3	1
TRNAF1	0
OSBP	22
MIR3162	0
LOC101927226	0
PATL1	10
OR10V1	0
OR10V2P	0
STX3	73
MRPL16	56
GIF	0
TCN1	145
OOSP1	0
OOSP2	0
MS4A3	0
MS4A2	0
MS4A6A	385
MIR6503	0
MS4A4E	10
MS4A4A	64
MS4A6E	0
MS4A7	204
MS4A14	108
MS4A5	0
MS4A1	0
MS4A12	0
MS4A13	0
LINC00301	0
MS4A8	0
MS4A18	0
MS4A15	0
MS4A10	0
CCDC86	5
PTGDR2	4
ZP1	0
PRPF19	65
TMEM109	88
TMEM132A	3
SLC15A3	37
CD6	0
CD5	0
VPS37C	0
PGA3	0
PGA4	0
PGA5	0
VWCE	0
DDB1	243
DAK	24
CYB561A3	159
TMEM138	61
TMEM216	0
CPSF7	10
SDHAF2	1
PPP1R32	5
MIR4488	0
LRRC10B	40
SYT7	20
RP11-855O10.2	0
RPLP0P2	0
DAGLA	0
MYRF	4
DKFZP434K028	0
LOC100129473	0
TMEM258	115
MIR611	13
FEN1	39
FADS1	84
MIR1908	0
FADS2	38
FADS3	2
MIR6746	0
RAB3IL1	0
BEST1	23
FTH1	2330
LOC399900	0
LOC102723745	0
LOC100507521	0
INCENP	0
SCGB1D1	0
SCGB2A1	12
SCGB1D2	0
SCGB2A2	0
SCGB1D4	0
ASRGL1	81
LOC102723765	0
SCGB1A1	0
AHNAK	311
LOC101927617	0
EEF1G	328
MIR6747	0
TUT1	22
MTA2	28
EML3	23
ROM1	0
B3GAT3	31
GANAB	165
INTS5	0
LOC102288414	7
C11orf48	10
METTL12	0
SNORA57	0
C11orf83	10
UBXN1	132
LRRN4CL	0
HNRNPUL2-BSCL2	124
BSCL2	93
GNG3	0
HNRNPUL2	49
TTC9C	32
ZBTB3	1
POLR2G	94
TAF6L	0
TMEM179B	143
MIR6748	0
TMEM223	19
NXF1	93
MIR6514	0
STX5	8
WDR74	61
RNU2-2P	1
SNHG1	26
SNORD22	1
SNORD31	1
SNORD30	0
SNORD29	6
SNORD28	0
SNORD27	2
SNORD26	1
SNORD25	2
SLC3A2	201
CHRM1	0
SLC22A6	0
SLC22A8	0
SLC22A24	0
SLC22A25	0
SLC22A10	0
SLC22A9	0
HRASLS5	0
LGALS12	0
RARRES3	119
HRASLS2	0
PLA2G16	102
ATL3	52
RTN3	278
C11orf95	0
C11orf84	0
MARK2	26
RCOR2	0
NAA40	6
RNU6-45P	0
COX8A	243
OTUB1	150
MACROD1	1
LOC101927673	0
LOC102723812	0
FLRT1	0
STIP1	59
FERMT3	82
TRPT1	72
NUDT22	40
DNAJC4	47
VEGFB	1
FKBP2	27
PPP1R14B	0
LOC101927696	0
PLCB3	1
BAD	22
GPR137	4
KCNK4	0
TEX40	0
ESRRA	11
TRMT112	92
PRDX5	25
LOC102723878	0
CCDC88B	0
MIR7155	0
RPS6KA4	6
MIR1237	0
LOC102723894	0
LOC101927738	0
LOC100996455	1
SLC22A11	0
SLC22A12	0
NRXN2	0
RASGRP2	14
PYGM	0
SF1	46
MAP4K2	0
MEN1	25
CDC42BPG	2
EHD1	204
MIR192	0
MIR194-2	0
ATG2A	50
MIR6750	0
MIR6749	0
PPP2R5B	3
GPHA2	0
C11orf85	0
BATF2	0
ARL2-SNX15	27
ARL2	11
MIR6879	0
SNX15	16
SAC3D1	3
NAALADL1	40
CDCA5	0
ZFPL1	4
TMEM262	0
VPS51	147
TM7SF2	54
ZNHIT2	0
FAU	461
MRPL49	3
SYVN1	5
MIR6751	0
SPDYC	0
LOC728975	0
CAPN1	95
SLC22A20	0
POLA2	0
CDC42EP2	0
DPF2	6
TIGD3	0
SLC25A45	19
FRMD8	72
NEAT1	775
MIR612	5
LOC101927789	0
MALAT1	6983
SCYL1	155
LTBP3	22
SSSCA1-AS1	0
SSSCA1	19
FAM89B	0
EHBP1L1	7
KCNK7	0
MAP3K11	101
PCNXL3	33
MIR4690	0
SIPA1	36
MIR4489	0
RELA	152
KAT5	47
RNASEH2C	17
AP5B1	0
OVOL1	0
OVOL1-AS1	0
LOC101927853	0
SNX32	0
CFL1	910
MUS81	22
EFEMP2	7
CTSW	0
FIBP	34
CCDC85B	15
FOSL1	0
C11orf68	4
DRAP1	77
TSGA10IP	0
SART1	26
EIF1AD	0
BANF1	50
CST6	52
CATSPER1	20
GAL3ST3	0
SF3B2	67
PACS1	16
KLC2	40
RAB1B	110
CNIH2	0
YIF1A	60
TMEM151A	0
CD248	0
RIN1	13
BRMS1	115
B3GNT1	0
LOC102724064	4
TRNAS22	0
SLC29A2	42
LOC100505504	0
NPAS4	0
MRPL11	38
LOC101928090	0
PELI3	0
LOC102724131	1
LOC101928069	4
DPP3	19
BBS1	13
ZDHHC24	21
ACTN3	0
CTSF	91
CCDC87	0
CCS	21
RBM14-RBM4	39
RBM14	6
RBM4	80
RBM4B	32
SPTBN2	0
C11orf80	0
RCE1	0
PC	0
LRFN4	0
MIR3163	0
C11orf86	0
SYT12	0
MIR6860	0
RHOD	75
KDM2A	52
ADRBK1	75
ANKRD13D	27
SSH3	5
LOC100130987	0
POLD4	255
CLCF1	0
RAD9A	64
PPP1CA	148
TBC1D10C	0
CARNS1	26
RPS6KB2	88
PTPRCAP	0
CORO1B	105
GPR152	3
CABP4	34
TMEM134	11
AIP	94
MIR6752	5
PITPNM1	29
CDK2AP2	41
CABP2	0
GSTP1	383
NDUFV1	73
DOC2GP	0
NUDT8	0
TBX10	0
ACY3	0
ALDH3B2	2
FAM86C2P	1
RNU6-46P	0
UNC93B1	49
ALDH3B1	21
NDUFS8	163
MIR7113	0
MIR4691	0
TCIRG1	456
MIR6753	5
CHKA	150
SUV420H1	82
C11orf24	0
LOC102724209	0
LRP5	4
LOC101928175	0
PPP6R3	48
GAL	0
MTL5	0
CPT1A	75
MRPL21	98
IGHMBP2	0
MRGPRD	0
MRGPRF	0
RP11-554A11.6	0
TPCN2	19
MIR3164	0
RP11-554A11.8	0
MYEOV	0
LOC101928262	0
LOC102724265	0
LOC101928292	0
LOC102724346	0
CCND1	82
FLJ42258	0
ORAOV1	5
FGF19	0
FGF4	0
FGF3	0
ANO1	2
LOC101928443	0
ANO1-AS2	0
LOC101928473	0
FADD	21
PPFIA1	48
MIR548K	0
CTTN	289
SHANK2	3
SHANK2-AS1	2
SHANK2-AS3	0
MIR3664	0
LOC102724403	0
FLJ42102	0
DHCR7	3
NADSYN1	84
MIR6754	0
KRTAP5-7	0
KRTAP5-8	0
KRTAP5-9	0
KRTAP5-10	0
KRTAP5-11	0
FAM86C1	0
ALG1L9P	1
ZNF705E	3
DEFB108B	0
LOC100133315	0
LOC100129216	0
RNF121	23
IL18BP	1
NUMA1	57
LOC100128494	2
MIR3165	0
LRTOMT	96
LAMTOR1	150
ANAPC15	98
FOLR3	0
FOLR1	0
FOLR2	0
INPPL1	101
PHOX2A	0
CLPB	0
LOC101928555	3
PDE2A	0
LOC102724448	0
MIR139	0
ARAP1	92
STARD10	223
MIR4692	0
ATG16L2	61
FCHSD2	25
LOC102724472	0
P2RY2	3
P2RY6	0
ARHGEF17	0
RELT	69
FAM168A	29
PLEKHB1	61
RAB6A	130
MRPL48	37
COA4	46
PAAF1	24
DNAJB13	0
UCP2	193
UCP3	0
C2CD3	5
PPME1	79
P4HA3	0
RP11-632K5.3	0
PGM2L1	28
MIR548AL	0
KCNE3	0
LIPT2	0
LOC100287896	0
POLD3	26
CHRDL2	0
MIR4696	0
RNF169	35
XRRA1	81
LOC102724544	0
SPCS2	33
NEU3	5
OR2AT4	0
SLCO2B1	16
TPBGL	0
ARRB1	12
MIR326	0
RPS3	683
SNORD15A	0
SNORD15B	0
KLHL35	0
GDPD5	0
SERPINH1	0
MAP6	0
MOGAT2	0
LOC283214	0
DGAT2	44
LOC100506113	0
UVRAG	192
WNT11	0
TRNAP6	0
TRNAP14	0
PRKRIR	0
LOC100506127	0
C11orf30	0
LOC101928813	0
LRRC32	0
GUCY2EP	0
RP11-21L23.3	0
TSKU	24
ACER3	19
B3GNT6	0
CAPN5	38
OMP	0
MYO7A	0
GDPD4	0
PAK1	111
AQP11	0
LOC102724607	4
CLNS1A	28
RSF1	46
AAMDC	14
INTS4	27
NDUFC2-KCTD14	121
KCTD14	51
THRSP	0
NDUFC2	148
ALG8	0
KCTD21-AS1	0
KCTD21	0
USP35	77
GAB2	74
RP11-452H21.4	0
NARS2	57
RP11-843A23.1	0
TENM4	4
LOC101928921	0
MIR708	0
MIR5579	0
LOC101928964	3
RP11-686G23.2	0
RP11-179A16.1	0
MIR4300	0
FAM181B	0
PRCP	151
C11orf82	0
RAB30	0
SNORA70E	0
RAB30-AS1	20
PCF11	7
LOC100506282	0
ANKRD42	5
CCDC90B	8
LOC102724712	0
DLG2	0
LOC101929043	0
TMEM126B	23
TMEM126A	53
CREBZF	4
CCDC89	0
SYTL2	19
CCDC83	1
PICALM	59
EED	0
MIR6755	0
C11orf73	37
CCDC81	0
ME3	0
LOC102724764	0
LOC102724775	0
PRSS23	242
OR7E2P	0
FZD4	0
RP11-736K20.6	0
TMEM135	0
LOC101929137	0
RAB38	0
MIR3166	0
CTSC	193
LOC101929174	0
GRM5	0
GRM5-AS1	0
RNU6-16P	0
TYR	0
NOX4	0
FOLH1B	0
TRIM77	0
TRIM49	2
TRIM64B	0
TRIM49D1	0
TRIM49D2P	0
LOC101929493	0
TRIM64	0
TRIM51EP	0
TRIM53AP	1
TRIM49C	0
UBTFL1	0
NAALAD2	0
CHORDC1	37
DISC1FP1	0
MIR4490	0
MIR1261	0
FAT3	5
MTNR1B	0
SLC36A4	49
CCDC67	0
LOC102723746	0
SMCO4	23
KIAA1731	58
SCARNA9	0
SNORA25	0
SNORA32	0
SNORD6	0
SNORA1	0
SNORA8	0
SNORD5	0
SNORA18	0
MIR1304	0
SNORA40	0
TAF1D	79
C11orf54	4
MED17	12
VSTM5	0
HEPHL1	4
PANX1	9
FOLR4	0
GPR83	0
MRE11A	0
MIR548L	0
ANKRD49	2
LINC01171	0
FUT4	0
PIWIL4	0
AMOTL1	0
CWC15	8
KDM4D	0
KDM4E	0
SRSF8	2
ENDOD1	121
LOC101929295	0
SESN3	35
LOC100129203	0
FAM76B	23
CEP57	42
MTMR2	0
MAML2	15
MIR1260B	0
CCDC82	27
JRKL	7
JRKL-AS1	0
CNTN5	7
ARHGAP42	2
TMEM133	0
PGR	0
LOC101054525	0
TRPC6	0
MIR3920	0
ANGPTL5	0
KIAA1377	3
C11orf70	20
YAP1	37
BIRC3	61
BIRC2	0
TMEM123	209
LOC101928424	0
LOC102723838	0
MMP7	0
MMP20	0
LOC101928477	1
MMP27	2
MMP8	0
MMP10	0
WTAPP1	0
MMP1	0
MMP3	3
MMP12	0
MMP13	0
DCUN1D5	18
DYNC2H1	6
LOC102723862	0
MIR4693	0
PDGFD	0
DDI1	0
LOC102723879	0
LOC102723895	0
CASP12	0
LOC643733	0
CASP4	131
CASP5	0
CASP1	5
CARD16	230
CARD17	0
CARD18	0
GRIA4	0
LOC101928506	0
MSANTD4	0
KBTBD3	5
AASDHPPT	39
LOC101928535	0
GUCY1A2	0
CWF19L2	14
ALKBH8	0
ELMOD1	0
LOC643923	0
SLN	0
SLC35F2	0
RAB39A	0
CUL5	37
ACAT1	26
NPAT	8
ATM	86
C11orf65	0
KDELC2	2
LOC101928561	0
EXPH5	17
DDX10	19
LOC101928586	0
C11orf87	0
ZC3H12C	23
RDX	57
FDX1	19
ARHGAP20	0
LOC102723966	0
C11orf53	0
COLCA1	0
COLCA2	0
MIR4491	0
POU2AF1	0
LOC101928620	0
RP11-794P6.1	0
RP11-794P6.3	0
BTG4	0
MIR34B	0
MIR34C	0
LOC101928666	0
C11orf88	0
LAYN	0
SIK2	40
LOC101928690	0
PPP2R1B	21
LOC102724028	0
ALG9	103
FDXACB1	6
C11orf1	39
CRYAB	0
HSPB2-C11orf52	63
HSPB2	0
C11orf52	63
DIXDC1	0
DLAT	15
PIH1D2	0
C11orf57	16
TIMM8B	51
SDHD	29
IL18	87
TEX12	0
BCO2	0
PTS	4
PLET1	0
LOC100506870	0
LOC101928774	0
RP11-65M17.3	0
RP11-65M17.1	0
RP11-629G13.1	0
NCAM1	2
NCAM1-AS1	0
TTC12	0
ANKK1	0
DRD2	0
MIR4301	0
TMPRSS5	3
ZW10	35
CLDN25	0
USP28	1
HTR3B	0
HTR3A	2
ZBTB16	13
LOC101928875	0
LOC101928916	0
NNMT	0
RP11-64D24.4	1
C11orf71	17
RBM7	90
REXO2	92
NXPE1	0
LOC101928962	0
NXPE4	0
NXPE2	9
CADM1	2
LOC101928985	0
LINC00900	0
LOC102724165	0
LOC101929011	0
BUD13	28
ZNF259	36
APOA5	0
APOA4	0
APOC3	0
APOA1	0
SIK3	17
PAFAH1B2	176
SIDT2	44
LOC100652768	2
TAGLN	0
PCSK7	24
RNF214	0
BACE1	46
BACE1-AS	0
CEP164	33
DSCAML1	16
LOC101929039	0
FXYD2	0
FXYD6-FXYD2	0
FXYD6	0
TMPRSS13	0
IL10RA	112
TMPRSS4-AS1	0
TMPRSS4	27
SCN4B	0
SCN2B	0
AMICA1	210
MPZL3	1
MPZL2	0
CD3E	0
CD3D	0
CD3G	0
UBE4A	29
LOC100131626	0
ATP5L	195
KMT2A	66
LOC101929115	0
RP11-770J1.3	0
TTC36	0
TMEM25	18
IFT46	0
ARCN1	60
PHLDB1	28
MIR6716	0
TREH	0
LOC102724266	0
DDX6	132
CXCR5	0
LOC101929133	0
BCL9L	19
MIR4492	0
UPK2	0
FOXR1	0
CCDC84	37
RPL23AP64	0
RPS25	282
TRAPPC4	28
MIR3656	0
SLC37A4	0
HYOU1	10
VPS11	0
HMBS	72
H2AFX	0
DPAGT1	97
C2CD2L	27
HINFP	6
ABCG4	0
NLRX1	17
PDZD3	0
CCDC153	0
CBL	97
MCAM	0
MIR6756	0
RNF26	0
MFRP	0
C1QTNF5	0
USP2	40
USP2-AS1	0
THY1	0
PVRL1	0
LOC102724301	0
LOC101929156	0
TRIM29	71
LOC729173	0
OAF	10
POU2F3	0
RP11-778O17.4	0
TMEM136	0
ARHGEF12	45
GRIK4	0
LOC101929227	37
TBCEL	27
TECTA	0
SC5D	0
SORL1	203
LOC100507165	0
MIR100HG	0
MIR125B1	0
BLID	0
MIRLET7A2	0
MIR100	0
TRNAK27	3
UBASH3B	4
CRTAM	0
C11orf63	18
LOC101929267	0
BSX	0
LOC341056	0
HSPA8	487
SNORD14E	0
SNORD14D	0
SNORD14C	0
LOC101929289	0
CLMP	0
MIR4493	0
GRAMD1B	0
SCN3B	0
ZNF202	0
OR6X1	0
OR6M1	0
TMEM225	0
OR8D4	0
OR4D5	0
OR6T1	0
OR10S1	0
OR10G4	0
OR10G9	0
OR10G8	0
OR10G7	0
VWA5A	109
LOC102724410	0
OR8G2	0
OR8G1	0
OR8G5	0
OR8D1	0
OR8D2	0
OR8B2	0
OR8B3	0
OR8B4	0
OR8B8	0
OR8B12	0
OR8A1	0
PANX3	0
TBRG1	25
SIAE	0
SPA17	0
NRGN	5
LOC102724457	0
LOC102724440	0
VSIG2	7
ESAM	20
LOC101929340	2
MSANTD2	10
RP11-677M14.7	0
ROBO3	0
ROBO4	0
HEPACAM	0
HEPN1	0
CCDC15	0
SLC37A2	38
TMEM218	0
PKNOX2	0
FEZ1	0
MGC39545	0
EI24	72
STT3A	85
CHEK1	0
ACRV1	0
PATE1	0
PATE2	0
PATE3	0
PATE4	0
HYLS1	0
PUS3	0
DDX25	0
RP11-680F20.6	0
CDON	14
RPUSD4	34
FAM118B	3
SRPR	91
FOXRED1	51
TIRAP	0
DCPS	5
ST3GAL4-AS1	0
ST3GAL4	57
KIRREL3	0
LOC101929427	0
KIRREL3-AS2	0
MIR3167	0
KIRREL3-AS3	0
RP11-480C22.1	0
ETS1	0
MIR6090	0
RP11-1007G5.2	0
LOC101929538	0
FLI1	1
SENCR	0
KCNJ1	17
KCNJ5	0
C11orf45	0
TP53AIP1	6
ARHGAP32	9
BARX2	0
LOC101929557	0
TMEM45B	55
NFRKB	4
PRDM10	0
LINC00167	0
APLP2	853
ST14	15
ZBTB44	31
ADAMTS8	2
ADAMTS15	0
MIR8052	0
C11orf44	0
RP11-890B15.2	0
SNX19	1
NTM	37
AP003025.2	2
LOC101929637	0
NTM-IT	0
OPCML	0
LOC102724644	0
SPATA19	0
MIR4697HG	55
MIR4697	3
IGSF9B	0
RP11-713P17.3	0
JAM3	0
NCAPD3	1
VPS26B	56
THYN1	0
ACAD8	46
GLB1L3	0
GLB1L2	0
B3GAT1	0
LOC283177	0
LOC100507548	0
OR5T2-2	0
OR5T3-2	0
OR5T1-2	0
OR8H1-2	0
OR8K3-2	0
OR8K1-2	0
OR8J1-2	0
OR8U8	0
OR8U9	0
OR9G1-2	0
OR9G9	0
OR9G4-2	0
MIR6128-2	0
LOC102724828	0
LOC102724852	0
RP11-554A11.8-2	0
OR5P2-2	0
OR5P3-2	0
OR5E1P-2	0
RP11-494M8.4-2	0
OR10A6-2	0
OR10A3-2	0
NLRP10-2	0
DUSP8-2	0
LOC101927562-2	0
KRTAP5-AS1-2	0
KRTAP5-1-2	0
KRTAP5-2-2	0
KRTAP5-3-2	0
KRTAP5-4-2	0
KRTAP5-5-2	0
FAM99A-2	0
FAM99B-2	0
LOC100505570-2	0
KCNQ1-2	0
KCNQ1DN-2	0
CDKN1C-2	0
SLC22A18AS-2	0
SLC22A18-2	0
PHLDA2-2	0
NAP1L4-2	0
SNORA54-2	0
CARS-2	0
PTDSS2-2	0
RNH1-2	0
LOC101059906-2	0
HRAS-2	0
LRRC56-2	0
C11orf35-2	0
RASSF7-2	0
MIR210HG-2	0
MIR210-2	0
LOC143666-2	0
PHRF1-2	0
IRF7-2	0
CDHR5-2	0
SCT-2	0
DRD4-2	0
DEAF1-2	0
AP2A2-2	0
MUC6-2	0
DUSP8-3	0
LOC101927562-3	0
KRTAP5-AS1-3	0
KRTAP5-1-3	0
KRTAP5-2-3	0
KRTAP5-3-3	0
KRTAP5-4-3	0
KRTAP5-5-3	0
FAM99A-3	0
FAM99B-3	0
LOC100505570-3	0
KRTAP5-6-2	0
IFITM10-2	0
AP2A2-3	0
MUC6-3	0
LOC102725024	0
LOC101927503-2	0
MUC2-2	0
LOC100288778	2
LOC102723520	0
FAM138D	0
IQSEC3	0
RP11-598F7.4	0
SLC6A12	0
LOC101929384	0
SLC6A13	0
LOC102723544	0
KDM5A	122
CCDC77	1
B4GALNT3	0
NINJ2	2
LOC101929432	0
WNK1	123
RAD52	0
ERC1	20
LOC101929449	0
LINC00942	0
FBXL14	0
WNT5B	0
LOC102723583	0
MIR3649	0
LOC102723599	0
ADIPOR2	59
CACNA2D4	0
LRTM2	0
LINC00940	0
DCP1B	7
CACNA1C	6
CACNA1C-AS4	0
CACNA1C-IT3	0
CACNA1C-AS1	0
RP11-885B4.2	0
FKBP4	72
ITFG2	15
NRIP2	0
LOC100507424	0
LOC101929469	0
FOXM1	0
RHNO1	6
TULP3	2
TEAD4	0
TSPAN9	3
PRMT8	0
LOC100129223	0
EFCAB4B	45
LOC102723813	0
PARP11	24
CCND2	7
C12orf5	96
FGF23	0
FGF6	0
C12orf4	63
RAD51AP1	0
DYRK4	0
AKAP3	0
NDUFA9	145
RP11-234B24.2	0
GALNT8	0
KCNA6	0
KCNA1	0
LOC102723667	0
LOC100507560	0
KCNA5	0
RP11-319E16.1	0
NTF3	0
LOC102723756	0
ANO2	0
VWF	0
CD9	887
LOC102723767	0
PLEKHG6	16
TNFRSF1A	70
SCNN1A	0
LTBR	126
CD27-AS1	15
CD27	1
TAPBPL	105
VAMP1	5
MRPL51	72
NCAPD2	1
SCARNA10	0
GAPDH	1762
IFFO1	101
NOP2	38
LOC100127974	2
CHD4	168
SCARNA11	0
LPAR5	0
ACRBP	0
ING4	13
ZNF384	3
PIANP	0
COPS7A	31
MLF2	142
PTMS	16
LAG3	0
CD4	272
GPR162	0
LEPREL2	15
GNB3	0
CDCA3	0
USP5	47
TPI1	451
SPSB2	0
RPL13P5	0
DSTNP2	17
LRRC23	0
