Geneid	Br57_CTC__9
ACOT7	168
HES2	0
ESPN	0
MIR4252	0
TNFRSF25	0
PLEKHG5	0
NOL9	108
TAS1R1	0
ZBTB48	0
KLHL21	77
PHF13	2
THAP3	9
DNAJC11	73
LOC100505887	0
CAMTA1	43
LOC100129476	0
LOC101928836	0
VAMP3	0
PER3	0
UTS2	0
TNFRSF9	0
PARK7	474
ERRFI1	409
LOC102724539	0
SLC45A1	25
RERE	83
LOC102724552	0
ENO1	3450
MIR6728	34
ENO1-AS1	0
CA6	0
SLC2A7	0
SLC2A5	0
GPR157	56
MIR34A	16
LOC102724571	0
H6PD	84
SPSB1	2
LOC100506022	0
SLC25A33	0
TMEM201	0
PIK3CD	2
C1orf200	0
LOC101929074	0
CLSTN1	143
CTNNBIP1	41
LZIC	33
NMNAT1	2
MIR5697	0
LOC102724647	0
RBP7	0
UBE4B	107
KIF1B	48
MIR1273D	0
PGD	280
APITD1-CORT	2
APITD1	2
CORT	0
DFFA	114
PEX14	21
CASZ1	87
C1orf127	0
TARDBP	364
MASP2	0
SRM	0
EXOSC10	495
MTOR	115
MTOR-AS1	0
ANGPTL7	0
UBIAD1	121
PTCHD2	0
RP1-69M21.2	0
FBXO2	0
FBXO44	0
FBXO6	0
MAD2L2	142
DRAXIN	0
AGTRAP	51
C1orf167	19
LOC102724659	0
MTHFR	59
CLCN6	4
NPPA-AS1	1
NPPA	0
NPPB	0
RNU5E-1	0
KIAA2013	0
PLOD1	0
MFN2	33
MIIP	33
MIR6729	0
TNFRSF8	0
MIR7846	0
TNFRSF1B	0
MIR4632	0
VPS13D	126
SNORA59A	0
DHRS3	0
MIR6730	0
AADACL4	0
AADACL3	0
C1orf158	0
PRAMEF12	0
PRAMEF1	0
PRAMEF11	0
HNRNPCL1	3
PRAMEF2	0
PRAMEF4	0
PRAMEF10	0
PRAMEF7	0
PRAMEF6	0
LOC102724742	0
LOC101929983	0
LOC649330	0
PRAMEF25	0
HNRNPCP5	0
PRAMEF26	0
LOC101060301	0
PRAMEF9	0
PRAMEF13	0
PRAMEF18	0
PRAMEF5	0
PRAMEF8	0
PRAMEF15	0
PRAMEF19	0
PRAMEF17	0
PRAMEF20	0
LOC102724825	0
LRRC38	0
LOC102724856	0
PDPN	0
PRDM2	14
KAZN	7
TMEM51-AS1	28
TMEM51	176
C1orf195	0
FHAD1	0
LOC101927417	0
LOC101927441	0
EFHD2	59
CTRC	0
CELA2A	0
CELA2B	0
CASP9	0
DNAJC16	85
AGMAT	0
DDI2	0
RSC1A1	0
PLEKHM2	30
SLC25A34	0
TMEM82	0
LOC102724910	0
FBLIM1	122
UQCRHL	42
FLJ37453	0
SPEN	237
ZBTB17	81
LOC101928566	0
C1orf64	0
HSPB7	0
CLCNKA	0
CLCNKB	0
FAM131C	0
EPHA2	56
LOC101927479	0
ARHGEF19	71
LOC101927546	0
RSG1	0
FBXO42	241
SZRD1	333
SPATA21	91
NECAP2	406
CROCCP3	3
RNU1-1	0
TRNAN-GUU	0
LOC101060085	0
TRNAE-UUC	0
LOC102724970	0
FAM231B	0
TRNAG1	0
NBPF1	1
CROCCP2	36
LOC101927663	2
MST1P2	4
LOC102723343	0
RNU1-3	0
FAM231A	0
TRNAG-CCC	0
ESPNP	0
TRNAG10	0
LOC102723383	0
RNU1-4	0
MST1L	2
MIR3675	0
TRNAG28	0
LOC101927806	0
TRNAE1	0
TRNAN18	0
TRNAN2	0
RNU1-2	0
CROCC	65
MFAP2	0
ATP13A2	67
SDHB	194
PADI2	7
LOC400743	0
PADI1	0
PADI3	0
MIR3972	0
PADI4	0
PADI6	0
RCC2	5
LOC102723454	0
ARHGEF10L	16
ACTL8	0
RP11-174G17.2	0
IGSF21	0
KLHDC7A	0
PAX7	0
TAS1R2	0
ALDH4A1	0
MIR4695	0
MIR1290	0
IFFO2	0
UBR4	153
LOC101927895	0
EMC1	0
MRTO4	6
AKR7L	0
AKR7A3	0
LOC100506730	0
AKR7A2	48
PQLC2	1
CAPZB	221
LOC644083	0
MINOS1	162
MINOS1-NBL1	29
RPS14P3	29
NBL1	0
HTR6	0
TMCO4	0
RNF186	0
OTUD3	0
PLA2G2E	0
PLA2G2A	0
PLA2G5	0
PLA2G2D	0
PLA2G2F	0
PLA2G2C	0
UBXN10-AS1	0
UBXN10	0
VWA5B1	0
LINC01141	0
CAMK2N1	12
MUL1	137
FAM43B	0
CDA	0
PINK1	70
MIR6084	6
PINK1-AS	44
DDOST	142
KIF17	0
SH2D5	0
HP1BP3	303
EIF4G3	33
MIR1256	0
ECE1	417
RP5-1071N3.1	0
NBPF3	34
ALPL	0
RAP1GAP	102
USP48	205
LDLRAD2	0
HSPG2	2
LOC102723558	0
CELA3B	0
CELA3A	0
RP1-224A6.3	0
LINC00339	32
CDC42	884
WNT4	0
MIR4418	0
LOC101060363	1
ZBTB40	0
EPHA8	0
MIR6127	0
C1QA	0
C1QC	0
C1QB	0
EPHB2	0
MIR4684	0
MIR4253	0
LACTBL1	0
C1orf234	0
KDM1A	45
MIR3115	0
MIR4419A	0
LUZP1	7
HTR1D	0
RP5-1057J7.6	0
HNRNPR	320
ZNF436	123
C1orf213	0
TCEA3	188
ASAP3	157
E2F2	0
LOC101928163	0
ID3	65
MDS2	0
RPL11	1608
TCEB3	86
RP5-886K2.3	0
PITHD1	0
LYPLA2	101
GALE	156
HMGCL	50
FUCA1	204
CNR2	0
MIR378F	0
PNRC2	204
SRSF10	133
MYOM3	0
IL22RA1	0
IFNLR1	0
RP11-10N16.2	0
GRHL3	37
STPG1	0
NIPAL3	0
RCAN3AS	0
RCAN3	8
LOC100506985	13
NCMAP	0
SRRM1	115
CLIC4	249
RUNX3	0
MIR6731	0
MIR4425	0
SYF2	59
C1orf63	87
RHD	0
LOC101928189	23
TMEM50A	240
RHCE	17
TMEM57	51
LDLRAP1	144
MAN1C1	0
SEPN1	31
LOC102723671	0
MTFR1L	95
LOC646471	3
AUNIP	14
PAQR7	2
STMN1	550
MIR3917	15
PAFAH2	21
EXTL1	0
LOC101928216	0
SLC30A2	0
TRIM63	0
PDIK1L	0
FAM110D	0
ZNF593	58
CNKSR1	77
CATSPER4	0
LOC101928303	0
CEP85	28
SH3BGRL3	564
UBXN11	24
CD52	0
AIM1L	123
ZNF683	0
LIN28A	0
DHDDS	110
RP3-476K8.3	0
HMGN2	17
RPS6KA1	87
MIR1976	0
LOC101928728	0
ARID1A	0
PIGV	86
ZDHHC18	24
SFN	32
GPN2	0
GPATCH3	36
NR0B2	0
NUDC	364
C1orf172	72
OSTCP2	0
TRNP1	0
FAM46B	81
LOC101928391	0
SLC9A1	32
LOC102723760	0
WDTC1	0
TMEM222	71
LOC644961	120
RNU6-48P	0
SYTL1	0
MAP3K6	93
FCN3	0
CD164L2	0
GPR3	3
WASF2	610
AHDC1	0
FGR	0
IFI6	0
FAM76A	1
STX12	76
PPP1R8	128
SCARNA1	0
THEMIS2	0
RPA2	33
SMPDL3B	168
XKR8	45
EYA3	2
PTAFR	223
DNAJC8	148
ATPIF1	182
SESN2	0
MED18	0
PHACTR4	134
SNHG3	171
RCC1	157
SNORA73A	0
RNU105A	0
TRNAU1AP	0
SNHG12	89
SNORD99	0
SNORA61	33
SNORA44	0
SNORA16A	0
RAB42	0
TAF12	14
RNU11	0
GMEB1	7
YTHDF2	571
OPRD1	0
EPB41	2
TMEM200B	0
SRSF4	165
MECR	84
PTPRU	0
RP3-437I16.1	0
RP11-111I12.1	0
MATN1	0
MATN1-AS1	0
LAPTM5	0
MIR4420	0
LOC400748	0
LOC102723832	0
SDC3	30
PUM1	27
SNORD103A	0
SNORD103B	0
SNORD85	0
LOC102723848	0
NKAIN1	0
SNRNP40	66
ZCCHC17	46
FABP3	0
SERINC2	460
RP11-439L8.3	0
RP11-439L8.4	0
TINAGL1	0
HCRTR1	0
PEF1	234
COL16A1	64
LOC101929444	1
BAI2	9
MIR4254	0
SPOCD1	0
PTP4A2	236
KHDRBS1	199
TMEM39B	35
MIR5585	0
KPNA6	120
TXLNA	263
CCDC28B	30
IQCC	0
DCDC2B	0
TMEM234	15
EIF3I	446
MTMR9LP	0
FAM167B	0
LCK	0
HDAC1	194
MARCKSL1	110
FAM229A	0
TSSK3	0
BSDC1	449
ZBTB8B	0
ZBTB8A	0
LOC102723870	0
ZBTB8OS	124
RBBP4	337
SYNC	80
KIAA1522	501
YARS	522
S100PBP	20
FNDC5	0
HPCA	0
TMEM54	44
RNF19B	6
AK2	100
ADC	0
TRIM62	0
ZNF362	1
A3GALT2	0
PHC2	34
MIR3605	1
ZSCAN20	0
CSMD2	0
HMGB4	0
RP5-1007G16.1	0
C1orf94	0
MIR552	0
GJB5	0
GJB4	0
GJB3	0
GJA4	0
SMIM12	43
DLGAP3	0
LOC653160	0
ZMYM6NB	0
ZMYM6	0
ZMYM1	0
SFPQ	323
ZMYM4	106
KIAA0319L	151
NCDN	0
TFAP2E	0
PSMB2	726
C1orf216	0
CLSPN	0
AGO4	0
AGO1	61
AGO3	0
TEKT2	42
ADPRHL2	139
COL8A2	0
TRAPPC3	150
MAP7D1	18
THRAP3	556
SH3D21	0
EVA1B	0
STK40	80
LSM10	78
OSCP1	1
MRPS15	53
CSF3R	0
GRIK3	0
MIR4255	0
LINC01137	43
ZC3H12A	1159
MIR6732	13
MEAF6	76
MIR5581	0
SNIP1	24
DNALI1	30
GNL2	247
RSPO1	0
C1orf109	2
CDCA8	0
EPHA10	40
MANEAL	26
YRDC	191
C1orf122	82
MTF1	0
INPP5B	0
SF3A3	56
FHL3	0
UTP11L	154
POU3F1	0
MIR3659	0
RP11-214L19.1	0
RRAGC	14
GJA9-MYCBP	180
MYCBP	159
GJA9	11
RHBDL2	1
AKIRIN1	264
NDUFS5	423
MACF1	162
KIAA0754	11
BMP8A	0
PPIEL	0
PABPC4	110
SNORA55	0
HEYL	0
NT5C1A	0
HPCAL4	0
PPIE	0
BMP8B	0
OXCT2	0
LOC101929536	0
TRIT1	11
MYCL	0
MFSD2A	0
CAP1	436
PPT1	0
RLF	8
TMCO2	0
ZMPSTE24	80
COL9A2	0
SMAP2	91
ZFP69B	0
ZFP69	10
EXO5	5
ZNF684	0
RIMS3	0
NFYC-AS1	32
NFYC	36
MIR30E	0
MIR30C1	0
KCNQ4	0
CITED4	0
CTPS1	245
SLFNL1-AS1	0
SLFNL1	0
SCMH1	14
LOC102723924	0
FOXO6	0
LOC101929901	0
EDN2	0
HIVEP3	0
GUCA2B	0
GUCA2A	0
FOXJ3	103
RIMKLA	0
ZMYND12	0
PPCS	48
CCDC30	13
PPIH	31
YBX1	33
CLDN19	0
LEPRE1	3
C1orf50	44
LOC100129924	0
CCDC23	105
ERMAP	13
ZNF691	0
LOC339539	9
SLC2A1	138
SLC2A1-AS1	7
FAM183A	0
EBNA1BP2	125
MIR6733	1
WDR65	0
TMEM125	223
C1orf210	0
TIE1	0
MPL	0
CDC20	0
ELOVL1	318
MIR6734	0
MED8	142
SZT2	163
MIR6735	0
HYI	111
PTPRF	622
KDM4A	0
KDM4A-AS1	0
ST3GAL3	0
RP11-184I16.4	0
MIR6079	0
ARTN	0
LOC101929609	0
IPO13	53
DPH2	58
ATP6V0B	351
B4GALT2	0
CCDC24	36
SLC6A9	420
KLF17	0
DMAP1	36
ERI3	89
ERI3-IT1	0
RNF220	0
MIR5584	0
LOC102723990	0
TMEM53	97
C1orf228	0
RNU5F-1	0
RNU5D-1	0
KIF2C	0
RPS8	632
SNORD55	10
SNORD46	0
SNORD38A	1
SNORD38B	0
BEST4	0
PLK3	107
TCTEX1D4	7
BTBD19	0
PTCH2	0
EIF2B3	23
HECTD3	8
UROD	35
ZSWIM5	0
LINC01144	0
HPDL	0
MUTYH	0
TOE1	0
TESK2	0
CCDC163P	0
MMACHC	2
PRDX1	1464
AKR1A1	358
NASP	156
CCDC17	17
GPBP1L1	141
RPS15AP10	0
TMEM69	58
IPP	8
MAST2	185
PIK3R3	123
RP4-533D7.5	3
TSPAN1	180
LOC102724021	0
POMGNT1	96
LURAP1	0
RAD54L	5
LOC102724045	0
LOC102724033	0
LRRC41	378
UQCRH	179
NSUN4	33
FAAH	27
LOC729041	0
RP5-1109J22.2	0
DMBX1	0
MKNK1-AS1	7
KNCN	0
MKNK1	93
LOC101929673	0
MOB3C	1
ATPAF1	52
TEX38	0
EFCAB14-AS1	0
EFCAB14	36
CYP4B1	0
CYP4Z2P	0
CYP4A11	0
CYP4X1	0
CYP4Z1	0
CYP4A22	0
LINC00853	0
PDZK1IP1	722
TAL1	0
STIL	65
CMPK1	87
LOC102724077	0
FOXE3	0
FOXD2-AS1	0
FOXD2	0
TRABD2B	0
SKINTL	0
SLC5A9	9
SPATA6	0
LOC102724088	0
AGBL4	0
BEND5	0
AGBL4-IT1	0
ELAVL4	0
DMRTA2	0
FAF1	2
CDKN2C	0
C1orf185	0
MIR4421	0
MIR6500	0
RNF11	95
TTC39A	42
LOC102724097	0
EPS15	98
OSBPL9	37
NRD1	103
MIR761	0
RAB3B	1
TXNDC12	190
KTI12	63
BTF3L4	111
ZFYVE9	0
CC2D1B	10
ORC1	0
PRPF38A	150
ZCCHC11	66
GPX7	0
FAM159A	0
COA7	84
ZYG11B	0
ZYG11A	8
ECHDC2	237
SCP2	67
MIR1273F	0
MIR5095	0
MIR1273G	0
PODN	0
SLC1A7	0
LOC102724114	0
CPT2	7
C1orf123	27
MAGOH	33
RP5-1024G6.5	0
LRP8	0
LOC102724125	0
SLC25A3P1	0
DMRTB1	0
GLIS1	0
NDC1	56
YIPF1	60
DIO1	0
HSPB11	40
LRRC42	131
LDLRAD1	0
TMEM59	395
TCEANC2	0
MIR4781	0
CDCP2	0
CYB5RL	0
MRPL37	199
SSBP3	11
SSBP3-AS1	0
ACOT11	0
FAM151A	0
MROH7	0
MROH7-TTC4	0
TTC4	0
PARS2	0
TTC22	50
C1orf177	0
DHCR24	61
TRNAK-CUU	0
TMEM61	0
BSND	0
PCSK9	0
USP24	34
LOC100507634	0
MIR4422	0
LOC102724140	0
PPAP2B	256
PRKAA2	0
LOC102724154	0
C1orf168	0
LOC101929757	0
C8A	0
C8B	0
DAB1	0
DAB1-AS1	0
OMA1	0
TACSTD2	945
MYSM1	26
JUN	305
LINC01135	0
LOC101926907	0
RP4-794H19.4	0
HSD52	0
FGGY	4
MIR4711	0
RP4-782L23.1	0
HOOK1	0
CYP2J2	60
C1orf87	0
RP11-436K8.1	0
LOC100996570	0
NFIA	305
LOC102724281	19
RP5-833A20.1	0
MGC34796	0
TM2D1	15
INADL	141
MIR3116-1	0
MIR3116-2	0
L1TD1	0
KANK4	0
USP1	56
DOCK7	0
ANGPTL3	0
RP11-230B22.1	0
ATG4C	18
LINC00466	0
LOC100996301	0
FOXD3	6
MIR6068	0
ALG6	3
ITGB3BP	75
LOC102724319	0
EFCAB7	0
DLEU2L	0
PGM1	64
ROR1	0
RP11-24J23.2	0
UBE2U	0
CACHD1	7
LOC101927065	0
MIR4794	0
RAVER2	59
JAK1	992
RP11-182I10.3	0
MIR3671	0
MIR101-1	0
AK4	68
DNAJC6	50
LOC102724416	0
LEPROT	135
LEPR	5
PDE4B	0
RP11-397C12.1	0
SGIP1	0
MIR3117	0
TCTEX1D1	0
INSL5	0
WDR78	0
MIER1	77
SLC35D1	53
C1orf141	0
IL23R	0
IL12RB2	0
SERBP1	183
LOC102724481	0
GADD45A	146
GNG12	221
GNG12-AS1	0
DIRAS3	0
WLS	53
LOC101929986	0
MIR1262	0
RPE65	0
DEPDC1	0
RP4-694A7.4	0
LRRC7	0
PIN1P1	0
LRRC40	10
SRSF11	290
ANKRD13C	61
HHLA3	0
LOC102724548	0
CTH	1
RP5-952N6.1	0
LOC102724572	0
PTGER3	0
ZRANB2-AS1	8
ZRANB2	95
MIR186	0
ZRANB2-AS2	0
NEGR1	1
NEGR1-IT1	0
RP11-262K1.1	0
RP4-598G3.1	0
LRRIQ3	0
FPGT-TNNI3K	0
FPGT	0
TNNI3K	0
C1orf173	0
LOC101927320	0
CRYZ	0
TYW3	0
LHX8	0
SLC44A5	0
ACADM	145
RABGGTB	113
SNORD45C	0
SNORD45A	0
SNORD45B	0
MSH4	0
ASB17	0
RP11-550H2.1	0
ST6GALNAC3	0
ST6GALNAC5	0
MIR7156	0
PIGK	0
AK5	0
ZZZ3	143
USP33	105
FAM73A	0
NEXN-AS1	0
NEXN	2
FUBP1	683
DNAJB4	0
GIPC2	0
MGC27382	0
PTGFR	0
IFI44L	0
IFI44	0
ELTD1	0
RP5-887A10.1	0
LOC101927458	0
LPHN2	0
RP11-170N11.1	0
LOC101927542	0
RP11-475O6.1	12
RP11-475O6.1-2	24
TTLL7	23
PRKACB	95
LOC101927611	0
LOC101927633	0
SAMD13	0
UOX	0
DNASE2B	0
LOC101927656	0
RPF1	60
GNG5	533
SPATA1	1
CTBS	47
LOC101927773	0
C1orf180	0
SSX2IP	113
LOC102724892	0
LPAR3	20
MCOLN2	0
MCOLN3	0
WDR63	0
MIR4423	0
SYDE2	0
C1orf52	12
BCL10	223
LOC646626	49
DDAH1	0
LOC101930232	0
CYR61	126
ZNHIT6	27
COL24A1	0
ODF2L	56
MIR7856	0
CLCA2	0
CLCA1	0
CLCA4	0
CLCA3P	0
SH3GLB1	226
SEP15	311
HS2ST1	42
LINC01140	0
LOC101927844	0
LMO4	79
RP4-544H6.2	0
LOC101927871	0
RP11-76N22.2	0
PKN2	57
GTF2B	54
CCBL2	152
RBMXL1	31
GBP3	19
GBP1	0
GBP2	144
GBP7	0
GBP4	0
GBP5	0
LOC729930	0
GBP6	0
GBP1P1	0
LRRC8B	3
FLJ27354	0
LRRC8C	0
LOC102723361	0
LOC101927952	0
LOC101927933	0
LOC101927975	0
LRRC8D	99
GEMIN8P4	0
ZNF326	26
BARHL2	0
LOC149351	0
ZNF644	235
LOC102723410	0
HFM1	1
CDC7	0
LOC102723436	0
TGFBR3	0
BRDT	0
EPHX4	0
SETSIP	0
BTBD8	0
KIAA1107	0
C1orf146	0
GLMN	0
RPAP2	150
GFI1	0
EVI5	41
RPL5	1633
FAM69A	12
SNORD21	1
SNORA66	0
MTF2	158
TMED5	221
CCDC18	22
LOC100131564	80
DR1	35
FNBP1L	122
TRNAC-GCA	0
BCAR3	14
RP5-1033H22.2	0
LOC102723480	0
MIR760	0
TRNAR15	0
DNTTIP2	282
GCLM	12
ABCA4	0
ARHGAP29	158
LOC100505940	0
ABCD3	70
F3	737
LOC102723542	0
LINC01057	0
MIR378G	0
SLC44A3	50
CNN3	246
RP4-639F20.1	0
ALG14	17
LOC101928098	0
TMEM56	22
TMEM56-RWDD3	20
RP11-57H12.3	2
RWDD3	48
LOC100996630	0
LOC101928169	0
FLJ31662	0
RP11-286B14.1	0
LOC101928219	0
LOC102723661	0
RP5-898J17.1	0
PTBP2	83
DPYD	0
DPYD-AS1	0
DPYD-AS2	0
LOC102723700	0
MIR137HG	0
MIR2682	0
MIR137	0
RP5-1070A16.1	0
SNX7	0
LPPR5	0
RP5-896L10.1	0
LPPR4	0
RP11-413P11.1	0
PALMD	0
FRRS1	0
AGL	6
LOC101930120	0
SLC35A3	39
HIAT1	42
SASS6	0
TRMT13	0
LRRC39	0
DBT	0
RP11-305E17.6	0
RTCA	124
MIR553	0
CDC14A	18
GPR88	0
RP11-84O12.4	0
VCAM1	0
EXTL2	47
SLC30A7	26
DPH5	0
LOC102606465	25
LOC101928334	0
LOC101928370	0
S1PR1	0
LOC102723784	0
OLFM3	0
DNAJA1P5	0
COL11A1	0
LOC101928436	0
RNPC3	0
AMY2B	7
ACTG1P4	6
AMY2A	0
AMY1A	0
AMY1B	0
AMY1C	0
LOC100129138	0
RP11-251P6.1	0
PRMT6	43
NTNG1	0
LOC102724829	0
VAV3	192
MIR7852	0
VAV3-AS1	0
SLC25A24	45
NBPF4	0
LOC400768	0
NBPF6	0
FAM102B	0
HENMT1	0
PRPF38B	125
FNDC7	0
STXBP3	147
AKNAD1	0
SPATA42	0
GPSM2	0
CLCC1	3
WDR47	36
TAF13	19
TMEM167B	50
SCARNA2	0
C1orf194	0
KIAA1324	0
SARS	542
CELSR2	92
PSRC1	0
MYBPHL	0
SORT1	174
PSMA5	155
SYPL2	0
ATXN7L2	0
CYB561D1	0
AMIGO1	0
GPR61	0
LOC101928560	0
GNAI3	371
MIR197	0
GNAT2	7
AMPD2	0
GSTM4	0
GSTM2	0
GSTM1	0
GSTM5	0
GSTM3	0
EPS8L3	0
CSF1	0
AHCYL1	0
STRIP1	63
ALX3	0
UBL4B	0
SLC6A17	0
KCNC4-AS1	0
KCNC4	127
RP5-1074L1.1	0
RBM15	0
SLC16A4	0
LAMTOR5	154
LAMTOR5-AS1	0
PROK1	0
CYMP	0
LOC440602	0
KCNA10	0
KCNA2	0
KCNA3	0
CD53	0
LRIF1	0
DRAM2	217
CEPT1	264
DENND2D	101
CHI3L2	140
CHIAP2	0
CHIA	0
PIFO	77
PGCP1	0
OVGP1	19
WDR77	157
ATP5F1	281
C1orf162	0
ADORA3	0
LINC01160	0
RAP1A	32
FAM212B	46
FAM212B-AS1	0
LOC101928718	0
DDX20	207
KCND3	0
KCND3-IT1	0
LOC643355	0
LOC101928754	0
CTTNBP2NL	18
MIR4256	0
WNT2B	0
ST7L	8
CAPZA1	69
MOV10	413
RHOC	706
PPM1J	0
FAM19A3	0
LOC128322	3
RP11-426L16.8	0
SLC16A1	0
AKR7A2P1	2
SLC16A1-AS1	0
LOC101930375	0
RP11-31F15.2	0
LRIG2	89
LOC102723919	0
LOC643441	0
MAGI3	35
PHTF1	0
RSBN1	1
PTPN22	0
RP5-1073O3.2	0
AP4B1-AS1	0
BCL2L15	0
AP4B1	1
DCLRE1B	0
RP5-1073O3.7	0
HIPK1	43
OLFML3	0
SYT6	0
TRIM33	37
LOC101928890	4
BCAS2	67
DENND2C	0
AMPD1	0
NRAS	17
CSDE1	992
SIKE1	9
SYCP1	0
TSHB	0
TSPAN2	0
NGF	0
VANGL1	156
CASQ2	0
NHLH2	0
LOC101928977	0
SLC22A15	0
MAB21L3	0
ATP1A1	767
ATP1A1OS	127
RP4-655J12.4	0
CD58	129
MIR548AC	0
IGSF3	96
MIR320B1	0
C1orf137	0
CD2	0
PTGFRN	54
CD101	0
RP11-27K13.3	0
TTF2	7
MIR942	0
TRIM45	18
VTCN1	40
MAN1A2	0
FAM46C	0
GDAP2	62
WDR3	15
SPAG17	0
TBX15	0
WARS2	3
RP11-418J17.1	0
HAO2	0
HAO2-IT1	0
HSD3B2	0
HSD3B1	0
HSD3BP4	0
LINC00622	1
ZNF697	0
PHGDH	177
HMGCS2	0
REG4	0
NBPF7	0
ADAM30	0
NOTCH2	499
LOC101929178	0
SEC22B	115
LOC100996723	0
LOC101929786	0
LOC101929788	0
NBPF8	1
PFN1P2	0
LOC102724372	0
LOC100996724	0
LOC101929792	0
LOC101929796	0
LOC102724282	0
NBPF26	5
TRNAN5	0
RNVU1-19	0
PPIAL4B	0
LINC00623	7
RNVU1-4	0
TRNAN22	0
LINC00623-2	0
LOC100996721	0
TRNAG-CCC-2	0
TRNAV-CAC	0
LOC101929798	0
TRNAN-GUU-2	0
FCGR1B	0
LOC100996318	0
HIST2H2BA	0
FAM72B	0
LOC102724451	0
SRGAP2C	0
SRGAP2-AS1	0
EMBP1	0
LOC101929814	0
LOC100996735	2
LOC101929815	0
LOC101927452	0
NBPF23P	0
TRNAQ20	0
RNVU1-17	0
RNVU1-18	0
LOC101929561	0
TRNAN3	0
LOC388692	0
TRNAV16	0
TRNAV25	0
RP11-353N4.5	0
TRNAN29	0
FCGR1C	0
LOC100996713	0
FAM72C	0
SRGAP2D	0
LOC102724504	0
LOC101929803	0
LOC100996732	0
LOC101927333	0
PPIAL4E	0
RNVU1-15	0
TRNAN27	0
NBPF15	17
TRNAN15	0
PPIAL4F	0
LOC101929826	0
LOC101927429	0
RP11-14N7.2	0
SRGAP2B	0
LOC102724255	0
FAM72D	0
TRNAN-GUU-3	0
LOC101929805	0
TRNAV-CAC-2	0
TRNAV-CAC-3	0
LOC102724235	0
LOC100996741	0
LOC100996740	0
PPIAL4D	0
RNVU1-14	2
TRNAN1	0
NBPF20	0
TRNAQ-CUG	0
TRNAN-GUU-4	0
LOC102724173	0
LOC101060254	0
NBPF25P	1
GPR89A	9
PDZK1	0
CD160	0
RNF115	99
POLR3C	95
NUDT17	15
PIAS3	167
MIR6736	2
ANKRD35	0
ITGA10	0
PEX11B	177
GNRHR2	3
RBM8A	230
LIX1L	15
POLR3GL	36
ANKRD34A	18
TXNIP	0
HFE2	10
TRNAE21	0
TRNAG11	0
TRNAH4	0
TRNAK20	0
RNVU1-6	0
RP11-458D21.1	0
NBPF10	0
NOTCH2NL	14
NUDT4P2	0
LOC102724364	0
TRNAN-GUU-5	0
LOC100996756	0
LOC102724558	0
LOC102724573	0
HYDIN2	0
NBPF12	37
LOC101929781	0
LOC728989	0
TRNAH10	0
NBPF13P	0
PRKAB2	2
CHD1L	121
PDIA3P1	96
FMO5	5
LINC00624	0
BCL9	104
ACP6	0
LOC102723321	0
GJA5	0
GJA8	0
GPR89B	2
TRNAQ13	0
RNVU1-7	0
TRNAN19	0
NBPF11	8
LOC100505824	0
LOC101929257	0
RP4-565E6.1	0
TRNAQ8	0
