Geneid	Br57_CTC__10
LOC102724647	0
RBP7	0
UBE4B	165
KIF1B	73
MIR1273D	0
PGD	347
APITD1-CORT	0
APITD1	0
CORT	0
DFFA	87
PEX14	11
CASZ1	94
C1orf127	0
TARDBP	241
MASP2	3
SRM	0
EXOSC10	41
MTOR	30
MTOR-AS1	0
ANGPTL7	0
UBIAD1	58
PTCHD2	0
RP1-69M21.2	0
FBXO2	0
FBXO44	0
FBXO6	72
MAD2L2	91
DRAXIN	5
AGTRAP	45
C1orf167	0
LOC102724659	0
MTHFR	8
CLCN6	41
NPPA-AS1	6
NPPA	0
NPPB	0
RNU5E-1	0
KIAA2013	13
PLOD1	117
MFN2	47
MIIP	0
MIR6729	0
TNFRSF8	0
MIR7846	0
TNFRSF1B	0
MIR4632	0
VPS13D	152
SNORA59A	0
DHRS3	40
MIR6730	0
AADACL4	0
AADACL3	0
C1orf158	0
PRAMEF12	0
PRAMEF1	0
PRAMEF11	0
HNRNPCL1	1
PRAMEF2	0
PRAMEF4	0
PRAMEF10	0
PRAMEF7	0
PRAMEF6	0
LOC102724742	0
LOC101929983	0
LOC649330	0
PRAMEF25	0
HNRNPCP5	0
PRAMEF26	0
LOC101060301	0
PRAMEF9	0
PRAMEF13	0
PRAMEF18	0
PRAMEF5	0
PRAMEF8	0
PRAMEF15	0
PRAMEF19	0
PRAMEF17	0
PRAMEF20	0
LOC102724825	0
LRRC38	0
LOC102724856	0
PDPN	0
PRDM2	74
KAZN	0
TMEM51-AS1	0
TMEM51	0
C1orf195	0
FHAD1	0
LOC101927417	0
LOC101927441	0
EFHD2	40
CTRC	0
CELA2A	0
CELA2B	0
CASP9	1
DNAJC16	1
AGMAT	8
DDI2	56
RSC1A1	11
PLEKHM2	68
SLC25A34	0
TMEM82	0
LOC102724910	0
FBLIM1	81
UQCRHL	33
FLJ37453	30
SPEN	117
ZBTB17	19
LOC101928566	0
C1orf64	0
HSPB7	0
CLCNKA	0
CLCNKB	0
FAM131C	4
EPHA2	172
LOC101927479	0
ARHGEF19	0
LOC101927546	1
RSG1	0
FBXO42	88
SZRD1	138
SPATA21	46
NECAP2	5
CROCCP3	0
RNU1-1	0
TRNAN-GUU	0
LOC101060085	0
TRNAE-UUC	0
LOC102724970	0
FAM231B	0
TRNAG1	0
NBPF1	9
CROCCP2	8
LOC101927663	0
MST1P2	0
LOC102723343	0
RNU1-3	0
FAM231A	0
TRNAG-CCC	0
ESPNP	0
TRNAG10	0
LOC102723383	0
RNU1-4	0
MST1L	0
MIR3675	0
TRNAG28	0
LOC101927806	0
TRNAE1	0
TRNAN18	0
TRNAN2	0
RNU1-2	0
CROCC	5
MFAP2	29
ATP13A2	21
SDHB	0
PADI2	18
LOC400743	0
PADI1	0
PADI3	0
MIR3972	0
PADI4	0
PADI6	0
RCC2	94
LOC102723454	0
ARHGEF10L	71
ACTL8	0
RP11-174G17.2	0
IGSF21	0
KLHDC7A	0
PAX7	0
TAS1R2	0
ALDH4A1	0
MIR4695	0
MIR1290	0
IFFO2	7
UBR4	132
LOC101927895	1
EMC1	21
MRTO4	6
AKR7L	0
AKR7A3	10
LOC100506730	0
AKR7A2	7
PQLC2	67
CAPZB	164
LOC644083	0
MINOS1	80
MINOS1-NBL1	9
RPS14P3	25
NBL1	0
HTR6	0
TMCO4	0
RNF186	0
OTUD3	13
PLA2G2E	0
PLA2G2A	0
PLA2G5	0
PLA2G2D	0
PLA2G2F	0
PLA2G2C	0
UBXN10-AS1	0
UBXN10	83
VWA5B1	0
LINC01141	0
CAMK2N1	25
MUL1	89
FAM43B	0
CDA	0
PINK1	128
MIR6084	2
PINK1-AS	112
DDOST	258
KIF17	0
SH2D5	0
HP1BP3	53
EIF4G3	17
MIR1256	0
ECE1	198
RP5-1071N3.1	0
NBPF3	0
ALPL	0
RAP1GAP	126
USP48	1
LDLRAD2	4
HSPG2	13
LOC102723558	0
CELA3B	0
CELA3A	0
RP1-224A6.3	0
LINC00339	0
CDC42	311
WNT4	0
MIR4418	0
LOC101060363	0
ZBTB40	101
EPHA8	0
MIR6127	0
C1QA	0
C1QC	0
C1QB	0
EPHB2	0
MIR4684	0
MIR4253	0
LACTBL1	0
C1orf234	0
KDM1A	38
MIR3115	0
MIR4419A	0
LUZP1	18
HTR1D	0
RP5-1057J7.6	0
HNRNPR	229
ZNF436	0
C1orf213	0
TCEA3	97
ASAP3	0
E2F2	0
LOC101928163	0
ID3	11
MDS2	0
RPL11	772
TCEB3	2
RP5-886K2.3	0
PITHD1	177
LYPLA2	40
GALE	87
HMGCL	0
FUCA1	46
CNR2	0
MIR378F	0
PNRC2	16
SRSF10	25
MYOM3	0
IL22RA1	0
IFNLR1	0
RP11-10N16.2	0
GRHL3	0
STPG1	0
NIPAL3	0
RCAN3AS	0
RCAN3	0
LOC100506985	0
NCMAP	0
SRRM1	95
CLIC4	53
RUNX3	0
MIR6731	0
MIR4425	0
SYF2	18
C1orf63	63
RHD	0
LOC101928189	0
TMEM50A	104
RHCE	0
TMEM57	61
LDLRAP1	58
MAN1C1	0
SEPN1	27
LOC102723671	2
MTFR1L	77
LOC646471	2
AUNIP	13
PAQR7	3
STMN1	152
MIR3917	2
PAFAH2	42
EXTL1	0
LOC101928216	0
SLC30A2	0
TRIM63	0
PDIK1L	0
FAM110D	0
ZNF593	24
CNKSR1	19
CATSPER4	0
LOC101928303	1
CEP85	0
SH3BGRL3	64
UBXN11	30
CD52	0
AIM1L	0
ZNF683	0
LIN28A	0
DHDDS	0
RP3-476K8.3	0
HMGN2	12
RPS6KA1	0
MIR1976	0
LOC101928728	0
ARID1A	39
PIGV	0
ZDHHC18	0
SFN	5
GPN2	0
GPATCH3	57
NR0B2	0
NUDC	95
C1orf172	39
OSTCP2	0
TRNP1	0
FAM46B	230
LOC101928391	0
SLC9A1	62
LOC102723760	0
WDTC1	7
TMEM222	1
LOC644961	27
RNU6-48P	2
SYTL1	0
MAP3K6	0
FCN3	0
CD164L2	0
GPR3	7
WASF2	216
AHDC1	29
FGR	0
IFI6	0
FAM76A	24
STX12	10
PPP1R8	37
SCARNA1	0
THEMIS2	0
RPA2	0
SMPDL3B	0
XKR8	0
EYA3	97
PTAFR	0
DNAJC8	1
ATPIF1	52
SESN2	115
MED18	0
PHACTR4	232
SNHG3	273
RCC1	237
SNORA73A	0
RNU105A	0
TRNAU1AP	0
SNHG12	80
SNORD99	4
SNORA61	11
SNORA44	0
SNORA16A	0
RAB42	0
TAF12	0
RNU11	0
GMEB1	0
YTHDF2	204
OPRD1	0
EPB41	4
TMEM200B	2
SRSF4	149
MECR	22
PTPRU	3
RP3-437I16.1	0
RP11-111I12.1	0
MATN1	0
MATN1-AS1	0
LAPTM5	0
MIR4420	0
LOC400748	0
LOC102723832	0
SDC3	30
PUM1	133
SNORD103A	0
SNORD103B	0
SNORD85	0
LOC102723848	0
NKAIN1	15
SNRNP40	49
ZCCHC17	2
FABP3	0
SERINC2	237
RP11-439L8.3	0
RP11-439L8.4	0
TINAGL1	0
HCRTR1	0
PEF1	112
COL16A1	151
LOC101929444	3
BAI2	77
MIR4254	0
SPOCD1	0
PTP4A2	122
KHDRBS1	128
TMEM39B	9
MIR5585	0
KPNA6	0
TXLNA	205
CCDC28B	10
IQCC	6
DCDC2B	0
TMEM234	37
EIF3I	320
MTMR9LP	6
FAM167B	0
LCK	0
HDAC1	0
MARCKSL1	39
FAM229A	4
TSSK3	3
BSDC1	325
ZBTB8B	0
ZBTB8A	49
LOC102723870	0
ZBTB8OS	26
RBBP4	276
SYNC	34
KIAA1522	252
YARS	105
S100PBP	0
FNDC5	0
HPCA	3
TMEM54	32
RNF19B	0
AK2	53
ADC	0
TRIM62	17
ZNF362	18
A3GALT2	0
PHC2	31
MIR3605	0
ZSCAN20	0
CSMD2	8
HMGB4	0
RP5-1007G16.1	0
C1orf94	0
MIR552	0
GJB5	0
GJB4	0
GJB3	0
GJA4	0
SMIM12	146
DLGAP3	0
LOC653160	0
ZMYM6NB	0
ZMYM6	41
ZMYM1	0
SFPQ	259
ZMYM4	3
KIAA0319L	55
NCDN	81
TFAP2E	5
PSMB2	194
C1orf216	0
CLSPN	0
AGO4	166
AGO1	5
AGO3	41
TEKT2	19
ADPRHL2	174
COL8A2	0
TRAPPC3	34
MAP7D1	135
THRAP3	191
SH3D21	43
EVA1B	14
STK40	0
LSM10	0
OSCP1	0
MRPS15	30
CSF3R	0
GRIK3	0
MIR4255	0
LINC01137	0
ZC3H12A	585
MIR6732	4
MEAF6	66
MIR5581	0
SNIP1	159
DNALI1	60
GNL2	57
RSPO1	0
C1orf109	0
CDCA8	0
EPHA10	100
MANEAL	41
YRDC	5
C1orf122	20
MTF1	0
INPP5B	20
SF3A3	33
FHL3	0
UTP11L	27
POU3F1	0
MIR3659	0
RP11-214L19.1	0
RRAGC	18
GJA9-MYCBP	0
MYCBP	0
GJA9	0
RHBDL2	6
AKIRIN1	257
NDUFS5	195
MACF1	69
KIAA0754	0
BMP8A	0
PPIEL	0
PABPC4	4
SNORA55	0
HEYL	0
NT5C1A	4
HPCAL4	0
PPIE	33
BMP8B	0
OXCT2	0
LOC101929536	0
TRIT1	72
MYCL	0
MFSD2A	0
CAP1	173
PPT1	56
RLF	284
TMCO2	0
ZMPSTE24	72
COL9A2	2
SMAP2	0
ZFP69B	0
ZFP69	0
EXO5	0
ZNF684	3
RIMS3	0
NFYC-AS1	6
NFYC	0
MIR30E	0
MIR30C1	0
KCNQ4	0
CITED4	0
CTPS1	18
SLFNL1-AS1	2
SLFNL1	0
SCMH1	3
LOC102723924	0
FOXO6	0
LOC101929901	0
EDN2	0
HIVEP3	7
GUCA2B	0
GUCA2A	0
FOXJ3	11
RIMKLA	0
ZMYND12	0
PPCS	0
CCDC30	0
PPIH	43
YBX1	1
CLDN19	0
LEPRE1	0
C1orf50	29
LOC100129924	0
CCDC23	15
ERMAP	0
ZNF691	0
LOC339539	0
SLC2A1	2
SLC2A1-AS1	0
FAM183A	0
EBNA1BP2	44
MIR6733	1
WDR65	0
TMEM125	0
C1orf210	0
TIE1	0
MPL	0
CDC20	41
ELOVL1	50
MIR6734	0
MED8	74
SZT2	37
MIR6735	0
HYI	21
PTPRF	86
KDM4A	6
KDM4A-AS1	0
ST3GAL3	0
RP11-184I16.4	0
MIR6079	0
ARTN	0
LOC101929609	0
IPO13	53
DPH2	3
ATP6V0B	1
B4GALT2	1
CCDC24	23
SLC6A9	40
KLF17	0
DMAP1	93
ERI3	77
ERI3-IT1	0
RNF220	3
MIR5584	0
LOC102723990	0
TMEM53	24
C1orf228	6
RNU5F-1	0
RNU5D-1	0
KIF2C	0
RPS8	365
SNORD55	0
SNORD46	0
SNORD38A	0
SNORD38B	0
BEST4	3
PLK3	25
TCTEX1D4	0
BTBD19	0
PTCH2	0
EIF2B3	0
HECTD3	0
UROD	0
ZSWIM5	0
LINC01144	0
HPDL	0
MUTYH	0
TOE1	0
TESK2	0
CCDC163P	0
MMACHC	35
PRDX1	702
AKR1A1	54
NASP	219
CCDC17	0
GPBP1L1	43
RPS15AP10	0
TMEM69	35
IPP	2
MAST2	74
PIK3R3	18
RP4-533D7.5	34
TSPAN1	0
LOC102724021	0
POMGNT1	121
LURAP1	0
RAD54L	10
LOC102724045	0
LOC102724033	0
LRRC41	204
UQCRH	140
NSUN4	0
FAAH	134
LOC729041	0
RP5-1109J22.2	0
DMBX1	0
MKNK1-AS1	0
KNCN	0
MKNK1	1
LOC101929673	0
MOB3C	0
ATPAF1	0
TEX38	0
EFCAB14-AS1	0
EFCAB14	3
CYP4B1	0
CYP4Z2P	0
CYP4A11	0
CYP4X1	0
CYP4Z1	0
CYP4A22	0
LINC00853	0
PDZK1IP1	0
TAL1	0
STIL	28
CMPK1	30
LOC102724077	0
FOXE3	0
FOXD2-AS1	0
FOXD2	0
TRABD2B	0
SKINTL	0
SLC5A9	0
SPATA6	0
LOC102724088	0
AGBL4	0
BEND5	0
AGBL4-IT1	0
ELAVL4	0
DMRTA2	0
FAF1	0
CDKN2C	0
C1orf185	0
MIR4421	0
MIR6500	0
RNF11	73
TTC39A	0
LOC102724097	0
EPS15	45
OSBPL9	79
NRD1	150
MIR761	4
RAB3B	0
TXNDC12	29
KTI12	0
BTF3L4	64
ZFYVE9	46
CC2D1B	0
ORC1	0
PRPF38A	68
ZCCHC11	40
GPX7	0
FAM159A	0
COA7	0
ZYG11B	0
ZYG11A	16
ECHDC2	71
SCP2	24
MIR1273F	0
MIR5095	0
MIR1273G	0
PODN	0
SLC1A7	0
LOC102724114	0
CPT2	0
C1orf123	0
MAGOH	94
RP5-1024G6.5	0
LRP8	6
LOC102724125	0
SLC25A3P1	0
DMRTB1	0
GLIS1	0
NDC1	0
YIPF1	0
DIO1	0
HSPB11	23
LRRC42	47
LDLRAD1	0
TMEM59	178
TCEANC2	0
MIR4781	0
CDCP2	0
CYB5RL	0
MRPL37	127
SSBP3	18
SSBP3-AS1	0
ACOT11	0
FAM151A	0
MROH7	0
MROH7-TTC4	0
TTC4	0
PARS2	0
TTC22	0
C1orf177	0
DHCR24	189
TRNAK-CUU	0
TMEM61	0
BSND	0
PCSK9	0
USP24	83
LOC100507634	0
MIR4422	0
LOC102724140	0
PPAP2B	6
PRKAA2	106
LOC102724154	10
C1orf168	0
LOC101929757	0
C8A	0
C8B	0
DAB1	0
DAB1-AS1	0
OMA1	0
TACSTD2	0
MYSM1	21
JUN	5
LINC01135	0
LOC101926907	0
RP4-794H19.4	0
HSD52	0
FGGY	0
MIR4711	0
RP4-782L23.1	0
HOOK1	90
CYP2J2	0
C1orf87	0
RP11-436K8.1	0
LOC100996570	0
NFIA	98
LOC102724281	0
RP5-833A20.1	0
MGC34796	0
TM2D1	0
INADL	157
MIR3116-1	0
MIR3116-2	0
L1TD1	0
KANK4	0
USP1	0
DOCK7	1
ANGPTL3	0
RP11-230B22.1	0
ATG4C	0
LINC00466	0
LOC100996301	0
FOXD3	0
MIR6068	0
ALG6	0
ITGB3BP	0
LOC102724319	0
EFCAB7	0
DLEU2L	0
PGM1	74
ROR1	0
RP11-24J23.2	0
UBE2U	3
CACHD1	9
LOC101927065	0
MIR4794	0
RAVER2	0
JAK1	490
RP11-182I10.3	0
MIR3671	0
MIR101-1	0
AK4	0
DNAJC6	0
LOC102724416	0
LEPROT	69
LEPR	2
PDE4B	0
RP11-397C12.1	0
SGIP1	0
MIR3117	0
TCTEX1D1	0
INSL5	0
WDR78	0
MIER1	46
SLC35D1	11
C1orf141	0
IL23R	0
IL12RB2	0
SERBP1	69
LOC102724481	0
GADD45A	37
GNG12	76
GNG12-AS1	49
DIRAS3	0
WLS	0
LOC101929986	52
MIR1262	0
RPE65	0
DEPDC1	0
RP4-694A7.4	0
LRRC7	0
PIN1P1	0
LRRC40	0
SRSF11	307
ANKRD13C	41
HHLA3	0
LOC102724548	0
CTH	0
RP5-952N6.1	0
LOC102724572	0
PTGER3	0
ZRANB2-AS1	3
ZRANB2	12
MIR186	0
ZRANB2-AS2	0
NEGR1	0
NEGR1-IT1	0
RP11-262K1.1	0
RP4-598G3.1	0
LRRIQ3	0
FPGT-TNNI3K	0
FPGT	0
TNNI3K	0
C1orf173	0
LOC101927320	0
CRYZ	0
TYW3	0
LHX8	0
SLC44A5	1
ACADM	23
RABGGTB	141
SNORD45C	0
SNORD45A	0
SNORD45B	5
MSH4	0
ASB17	0
RP11-550H2.1	0
ST6GALNAC3	0
ST6GALNAC5	0
MIR7156	0
PIGK	0
AK5	1
ZZZ3	70
USP33	3
FAM73A	38
NEXN-AS1	0
NEXN	0
FUBP1	215
DNAJB4	4
GIPC2	0
MGC27382	0
PTGFR	0
IFI44L	0
IFI44	0
ELTD1	0
RP5-887A10.1	0
LOC101927458	0
LPHN2	0
RP11-170N11.1	0
LOC101927542	0
RP11-475O6.1	0
RP11-475O6.1-2	0
TTLL7	2
PRKACB	0
LOC101927611	0
LOC101927633	0
SAMD13	0
UOX	0
DNASE2B	0
LOC101927656	0
RPF1	44
GNG5	122
SPATA1	6
CTBS	8
LOC101927773	0
C1orf180	0
SSX2IP	64
LOC102724892	5
LPAR3	10
MCOLN2	0
MCOLN3	0
WDR63	4
MIR4423	3
SYDE2	0
C1orf52	27
BCL10	46
LOC646626	4
DDAH1	0
LOC101930232	0
CYR61	0
ZNHIT6	0
COL24A1	0
ODF2L	6
MIR7856	1
CLCA2	0
CLCA1	0
CLCA4	0
CLCA3P	0
SH3GLB1	131
SEP15	1
HS2ST1	27
LINC01140	0
LOC101927844	0
LMO4	1
RP4-544H6.2	0
LOC101927871	0
RP11-76N22.2	0
PKN2	33
GTF2B	0
CCBL2	22
RBMXL1	63
GBP3	0
GBP1	0
GBP2	0
GBP7	0
GBP4	0
GBP5	0
LOC729930	0
GBP6	0
GBP1P1	0
LRRC8B	0
FLJ27354	0
LRRC8C	0
LOC102723361	0
LOC101927952	0
LOC101927933	0
LOC101927975	0
LRRC8D	0
GEMIN8P4	0
ZNF326	21
BARHL2	0
LOC149351	0
ZNF644	403
LOC102723410	0
HFM1	0
CDC7	0
LOC102723436	0
TGFBR3	0
BRDT	0
EPHX4	0
SETSIP	0
BTBD8	0
KIAA1107	0
C1orf146	0
GLMN	0
RPAP2	29
GFI1	4
EVI5	0
RPL5	940
FAM69A	14
SNORD21	0
SNORA66	0
MTF2	0
TMED5	20
CCDC18	2
LOC100131564	0
DR1	30
FNBP1L	165
TRNAC-GCA	0
BCAR3	3
RP5-1033H22.2	16
LOC102723480	0
MIR760	0
TRNAR15	0
DNTTIP2	267
GCLM	37
ABCA4	0
ARHGAP29	127
LOC100505940	0
ABCD3	0
F3	0
LOC102723542	0
LINC01057	0
MIR378G	0
SLC44A3	0
CNN3	78
RP4-639F20.1	0
ALG14	93
LOC101928098	0
TMEM56	0
TMEM56-RWDD3	0
RP11-57H12.3	0
RWDD3	0
LOC100996630	0
LOC101928169	0
FLJ31662	0
RP11-286B14.1	0
LOC101928219	0
LOC102723661	0
RP5-898J17.1	0
PTBP2	117
DPYD	0
DPYD-AS1	0
DPYD-AS2	0
LOC102723700	0
MIR137HG	0
MIR2682	0
MIR137	0
RP5-1070A16.1	0
SNX7	0
LPPR5	0
RP5-896L10.1	0
LPPR4	0
RP11-413P11.1	0
PALMD	0
FRRS1	0
AGL	0
LOC101930120	0
SLC35A3	2
HIAT1	174
SASS6	0
TRMT13	0
LRRC39	0
DBT	8
RP11-305E17.6	0
RTCA	0
MIR553	0
CDC14A	12
GPR88	0
RP11-84O12.4	0
VCAM1	0
EXTL2	0
SLC30A7	0
DPH5	0
LOC102606465	0
LOC101928334	0
LOC101928370	0
S1PR1	0
LOC102723784	0
OLFM3	0
DNAJA1P5	0
COL11A1	0
LOC101928436	0
RNPC3	0
AMY2B	0
ACTG1P4	0
AMY2A	0
AMY1A	0
AMY1B	0
AMY1C	0
LOC100129138	2
RP11-251P6.1	0
PRMT6	0
NTNG1	0
LOC102724829	0
VAV3	179
MIR7852	0
VAV3-AS1	0
SLC25A24	46
NBPF4	0
LOC400768	0
NBPF6	0
FAM102B	0
HENMT1	0
PRPF38B	135
FNDC7	1
STXBP3	5
AKNAD1	0
SPATA42	0
GPSM2	0
CLCC1	14
WDR47	0
TAF13	0
TMEM167B	21
SCARNA2	0
C1orf194	0
KIAA1324	0
SARS	208
CELSR2	0
PSRC1	0
MYBPHL	0
SORT1	0
PSMA5	20
SYPL2	0
ATXN7L2	48
CYB561D1	10
AMIGO1	0
GPR61	0
LOC101928560	0
GNAI3	178
MIR197	0
GNAT2	8
AMPD2	0
GSTM4	0
GSTM2	0
GSTM1	0
GSTM5	0
GSTM3	0
EPS8L3	0
CSF1	0
AHCYL1	0
STRIP1	77
ALX3	0
UBL4B	0
SLC6A17	0
KCNC4-AS1	4
KCNC4	0
RP5-1074L1.1	0
RBM15	41
SLC16A4	0
LAMTOR5	78
LAMTOR5-AS1	0
PROK1	0
CYMP	0
LOC440602	0
KCNA10	0
KCNA2	0
KCNA3	0
CD53	0
LRIF1	0
DRAM2	0
CEPT1	0
DENND2D	60
CHI3L2	0
CHIAP2	0
CHIA	0
PIFO	0
PGCP1	0
OVGP1	11
WDR77	0
ATP5F1	14
C1orf162	0
ADORA3	0
LINC01160	0
RAP1A	26
FAM212B	0
FAM212B-AS1	0
LOC101928718	0
DDX20	93
KCND3	0
KCND3-IT1	0
LOC643355	0
LOC101928754	0
CTTNBP2NL	100
MIR4256	0
WNT2B	0
ST7L	9
CAPZA1	111
MOV10	90
RHOC	27
PPM1J	0
FAM19A3	0
LOC128322	5
RP11-426L16.8	0
SLC16A1	0
AKR7A2P1	0
SLC16A1-AS1	0
LOC101930375	0
RP11-31F15.2	0
LRIG2	0
LOC102723919	0
LOC643441	0
MAGI3	0
PHTF1	0
RSBN1	0
PTPN22	0
RP5-1073O3.2	0
AP4B1-AS1	0
BCL2L15	0
AP4B1	0
DCLRE1B	0
RP5-1073O3.7	0
HIPK1	0
OLFML3	0
SYT6	1
TRIM33	73
LOC101928890	0
BCAS2	38
DENND2C	0
AMPD1	0
NRAS	49
CSDE1	291
SIKE1	22
SYCP1	0
TSHB	0
TSPAN2	0
NGF	0
VANGL1	0
CASQ2	0
NHLH2	0
LOC101928977	0
SLC22A15	0
MAB21L3	0
ATP1A1	124
ATP1A1OS	11
RP4-655J12.4	0
CD58	0
MIR548AC	0
IGSF3	23
MIR320B1	0
C1orf137	0
CD2	0
PTGFRN	0
CD101	0
RP11-27K13.3	0
TTF2	0
MIR942	0
TRIM45	64
VTCN1	0
MAN1A2	3
FAM46C	26
GDAP2	0
WDR3	127
SPAG17	2
TBX15	0
WARS2	13
RP11-418J17.1	1
HAO2	0
HAO2-IT1	0
HSD3B2	0
HSD3B1	0
HSD3BP4	0
LINC00622	0
ZNF697	0
PHGDH	232
HMGCS2	0
REG4	6
NBPF7	0
ADAM30	0
NOTCH2	21
LOC101929178	0
SEC22B	22
LOC100996723	0
LOC101929786	0
LOC101929788	0
NBPF8	2
PFN1P2	0
LOC102724372	0
LOC100996724	1
LOC101929792	0
LOC101929796	10
LOC102724282	0
NBPF26	7
TRNAN5	0
RNVU1-19	0
PPIAL4B	0
LINC00623	0
RNVU1-4	0
TRNAN22	0
LINC00623-2	0
LOC100996721	0
TRNAG-CCC-2	0
TRNAV-CAC	0
LOC101929798	0
TRNAN-GUU-2	0
FCGR1B	0
LOC100996318	0
HIST2H2BA	0
FAM72B	0
LOC102724451	0
SRGAP2C	0
SRGAP2-AS1	0
EMBP1	0
LOC101929814	0
LOC100996735	1
LOC101929815	0
LOC101927452	0
NBPF23P	0
TRNAQ20	0
RNVU1-17	0
RNVU1-18	0
LOC101929561	0
TRNAN3	0
LOC388692	0
TRNAV16	0
TRNAV25	0
RP11-353N4.5	0
TRNAN29	0
FCGR1C	0
LOC100996713	0
FAM72C	0
SRGAP2D	0
LOC102724504	0
LOC101929803	0
LOC100996732	0
LOC101927333	0
PPIAL4E	0
RNVU1-15	0
TRNAN27	0
NBPF15	0
TRNAN15	0
PPIAL4F	0
LOC101929826	0
LOC101927429	0
RP11-14N7.2	0
SRGAP2B	0
LOC102724255	0
FAM72D	0
TRNAN-GUU-3	0
LOC101929805	0
TRNAV-CAC-2	0
TRNAV-CAC-3	0
LOC102724235	0
LOC100996741	0
LOC100996740	6
PPIAL4D	0
RNVU1-14	0
TRNAN1	0
NBPF20	0
TRNAQ-CUG	0
TRNAN-GUU-4	0
LOC102724173	0
LOC101060254	0
NBPF25P	2
GPR89A	19
PDZK1	0
CD160	7
RNF115	0
POLR3C	27
NUDT17	4
PIAS3	74
MIR6736	1
ANKRD35	0
ITGA10	0
PEX11B	0
GNRHR2	5
RBM8A	114
LIX1L	0
POLR3GL	1
ANKRD34A	0
TXNIP	0
HFE2	0
TRNAE21	0
TRNAG11	0
TRNAH4	0
TRNAK20	0
RNVU1-6	0
RP11-458D21.1	0
NBPF10	0
NOTCH2NL	6
NUDT4P2	0
LOC102724364	0
TRNAN-GUU-5	0
LOC100996756	0
LOC102724558	0
LOC102724573	0
HYDIN2	0
NBPF12	27
LOC101929781	1
LOC728989	0
TRNAH10	0
NBPF13P	1
PRKAB2	3
CHD1L	0
PDIA3P1	72
FMO5	1
LINC00624	0
BCL9	266
ACP6	0
LOC102723321	0
GJA5	0
GJA8	0
GPR89B	5
TRNAQ13	0
RNVU1-7	0
TRNAN19	0
NBPF11	21
LOC100505824	0
LOC101929257	0
RP4-565E6.1	0
TRNAQ8	0
