Geneid	Br61_CTC___23
PRAMEF5	0
PRAMEF8	0
PRAMEF15	0
PRAMEF19	0
PRAMEF17	0
PRAMEF20	0
LOC102724825	0
LRRC38	0
LOC102724856	0
PDPN	0
PRDM2	169
KAZN	22
TMEM51-AS1	0
TMEM51	49
C1orf195	0
FHAD1	0
LOC101927417	0
LOC101927441	0
EFHD2	11
CTRC	0
CELA2A	0
CELA2B	0
CASP9	0
DNAJC16	40
AGMAT	1
DDI2	103
RSC1A1	100
PLEKHM2	107
SLC25A34	0
TMEM82	0
LOC102724910	0
FBLIM1	227
UQCRHL	35
FLJ37453	0
SPEN	123
ZBTB17	0
LOC101928566	0
C1orf64	227
HSPB7	0
CLCNKA	0
CLCNKB	0
FAM131C	0
EPHA2	50
LOC101927479	0
ARHGEF19	1
LOC101927546	0
RSG1	0
FBXO42	141
SZRD1	103
SPATA21	30
NECAP2	64
CROCCP3	4
RNU1-1	0
TRNAN-GUU	0
LOC101060085	0
TRNAE-UUC	0
LOC102724970	0
FAM231B	0
TRNAG1	0
NBPF1	2
CROCCP2	14
LOC101927663	0
MST1P2	0
LOC102723343	0
RNU1-3	0
FAM231A	0
TRNAG-CCC	0
ESPNP	0
TRNAG10	0
LOC102723383	0
RNU1-4	0
MST1L	0
MIR3675	0
TRNAG28	0
LOC101927806	0
TRNAE1	0
TRNAN18	0
TRNAN2	0
RNU1-2	0
CROCC	3
MFAP2	0
ATP13A2	137
SDHB	127
PADI2	247
LOC400743	0
PADI1	0
PADI3	78
MIR3972	0
PADI4	0
PADI6	0
RCC2	130
LOC102723454	0
ARHGEF10L	0
ACTL8	0
RP11-174G17.2	0
IGSF21	0
KLHDC7A	0
PAX7	0
TAS1R2	0
ALDH4A1	410
MIR4695	0
MIR1290	2
IFFO2	22
UBR4	395
LOC101927895	24
EMC1	395
MRTO4	0
AKR7L	0
AKR7A3	0
LOC100506730	0
AKR7A2	197
PQLC2	1
CAPZB	360
LOC644083	0
MINOS1	70
MINOS1-NBL1	14
RPS14P3	20
NBL1	0
HTR6	0
TMCO4	23
RNF186	0
OTUD3	27
PLA2G2E	0
PLA2G2A	0
PLA2G5	0
PLA2G2D	0
PLA2G2F	0
PLA2G2C	0
UBXN10-AS1	8
UBXN10	0
VWA5B1	0
LINC01141	0
CAMK2N1	46
MUL1	129
FAM43B	0
CDA	0
PINK1	39
MIR6084	2
PINK1-AS	49
DDOST	469
KIF17	0
SH2D5	6
HP1BP3	217
EIF4G3	51
MIR1256	0
ECE1	586
RP5-1071N3.1	0
NBPF3	67
ALPL	0
RAP1GAP	52
USP48	40
LDLRAD2	0
HSPG2	0
LOC102723558	0
CELA3B	0
CELA3A	0
RP1-224A6.3	0
LINC00339	0
CDC42	610
WNT4	0
MIR4418	0
LOC101060363	0
ZBTB40	5
EPHA8	0
MIR6127	0
C1QA	0
C1QC	0
C1QB	0
EPHB2	0
MIR4684	0
MIR4253	0
LACTBL1	0
C1orf234	0
KDM1A	66
MIR3115	0
MIR4419A	0
LUZP1	5
HTR1D	0
RP5-1057J7.6	0
HNRNPR	255
ZNF436	0
C1orf213	0
TCEA3	251
ASAP3	0
E2F2	0
LOC101928163	0
ID3	122
MDS2	0
RPL11	877
TCEB3	191
RP5-886K2.3	33
PITHD1	122
LYPLA2	74
GALE	255
HMGCL	22
FUCA1	36
CNR2	0
MIR378F	0
PNRC2	168
SRSF10	153
MYOM3	0
IL22RA1	0
IFNLR1	0
RP11-10N16.2	0
GRHL3	16
STPG1	7
NIPAL3	0
RCAN3AS	0
RCAN3	0
LOC100506985	0
NCMAP	0
SRRM1	94
CLIC4	210
RUNX3	0
MIR6731	0
MIR4425	0
SYF2	59
C1orf63	136
RHD	0
LOC101928189	0
TMEM50A	185
RHCE	20
TMEM57	53
LDLRAP1	194
MAN1C1	0
SEPN1	56
LOC102723671	0
MTFR1L	112
LOC646471	15
AUNIP	94
PAQR7	13
STMN1	337
MIR3917	9
PAFAH2	57
EXTL1	0
LOC101928216	0
SLC30A2	0
TRIM63	0
PDIK1L	15
FAM110D	0
ZNF593	187
CNKSR1	68
CATSPER4	0
LOC101928303	0
CEP85	2
SH3BGRL3	263
UBXN11	1
CD52	0
AIM1L	0
ZNF683	0
LIN28A	0
DHDDS	58
RP3-476K8.3	0
HMGN2	21
RPS6KA1	24
MIR1976	0
LOC101928728	10
ARID1A	121
PIGV	134
ZDHHC18	4
SFN	6
GPN2	32
GPATCH3	57
NR0B2	0
NUDC	142
C1orf172	65
OSTCP2	0
TRNP1	0
FAM46B	473
LOC101928391	0
SLC9A1	37
LOC102723760	0
WDTC1	17
TMEM222	70
LOC644961	122
RNU6-48P	0
SYTL1	122
MAP3K6	0
FCN3	0
CD164L2	0
GPR3	0
WASF2	214
AHDC1	29
FGR	0
IFI6	17
FAM76A	19
STX12	41
PPP1R8	130
SCARNA1	0
THEMIS2	0
RPA2	152
SMPDL3B	152
XKR8	27
EYA3	29
PTAFR	38
DNAJC8	49
ATPIF1	280
SESN2	473
MED18	36
PHACTR4	150
SNHG3	376
RCC1	189
SNORA73A	4
RNU105A	0
TRNAU1AP	46
SNHG12	103
SNORD99	0
SNORA61	7
SNORA44	2
SNORA16A	0
RAB42	0
TAF12	39
RNU11	0
GMEB1	2
YTHDF2	330
OPRD1	0
EPB41	3
TMEM200B	0
SRSF4	80
MECR	78
PTPRU	0
RP3-437I16.1	0
RP11-111I12.1	0
MATN1	7
MATN1-AS1	32
LAPTM5	0
MIR4420	0
LOC400748	0
LOC102723832	0
SDC3	0
PUM1	360
SNORD103A	0
SNORD103B	0
SNORD85	0
LOC102723848	0
NKAIN1	0
SNRNP40	82
ZCCHC17	134
FABP3	0
SERINC2	473
RP11-439L8.3	0
RP11-439L8.4	0
TINAGL1	158
HCRTR1	0
PEF1	197
COL16A1	0
LOC101929444	0
BAI2	0
MIR4254	0
SPOCD1	0
PTP4A2	117
KHDRBS1	132
TMEM39B	41
MIR5585	0
KPNA6	103
TXLNA	177
CCDC28B	0
IQCC	0
DCDC2B	15
TMEM234	43
EIF3I	389
MTMR9LP	28
FAM167B	0
LCK	0
HDAC1	90
MARCKSL1	664
FAM229A	3
TSSK3	5
BSDC1	221
ZBTB8B	0
ZBTB8A	55
LOC102723870	2
ZBTB8OS	120
RBBP4	170
SYNC	52
KIAA1522	212
YARS	341
S100PBP	42
FNDC5	0
HPCA	0
TMEM54	70
RNF19B	4
AK2	109
ADC	0
TRIM62	1
ZNF362	20
A3GALT2	0
PHC2	124
MIR3605	3
ZSCAN20	0
CSMD2	0
HMGB4	0
RP5-1007G16.1	0
C1orf94	0
MIR552	0
GJB5	0
GJB4	0
GJB3	0
GJA4	0
SMIM12	19
DLGAP3	0
LOC653160	0
ZMYM6NB	51
ZMYM6	36
ZMYM1	0
SFPQ	515
ZMYM4	179
KIAA0319L	169
NCDN	27
TFAP2E	10
PSMB2	388
C1orf216	50
CLSPN	0
AGO4	21
AGO1	74
AGO3	55
TEKT2	0
ADPRHL2	301
COL8A2	0
TRAPPC3	224
MAP7D1	5
THRAP3	324
SH3D21	22
EVA1B	0
STK40	303
LSM10	21
OSCP1	0
MRPS15	170
CSF3R	0
GRIK3	0
MIR4255	0
LINC01137	0
ZC3H12A	103
MIR6732	0
MEAF6	91
MIR5581	0
SNIP1	224
DNALI1	0
GNL2	147
RSPO1	0
C1orf109	49
CDCA8	2
EPHA10	26
MANEAL	24
YRDC	159
C1orf122	139
MTF1	66
INPP5B	0
SF3A3	74
FHL3	0
UTP11L	101
POU3F1	0
MIR3659	0
RP11-214L19.1	0
RRAGC	35
GJA9-MYCBP	112
MYCBP	109
GJA9	3
RHBDL2	27
AKIRIN1	378
NDUFS5	238
MACF1	70
KIAA0754	9
BMP8A	3
PPIEL	19
PABPC4	20
SNORA55	0
HEYL	0
NT5C1A	0
HPCAL4	0
PPIE	155
BMP8B	0
OXCT2	0
LOC101929536	0
TRIT1	0
MYCL	11
MFSD2A	67
CAP1	393
PPT1	357
RLF	188
TMCO2	0
ZMPSTE24	421
COL9A2	0
SMAP2	32
ZFP69B	10
ZFP69	0
EXO5	38
ZNF684	0
RIMS3	0
NFYC-AS1	43
NFYC	175
MIR30E	0
MIR30C1	0
KCNQ4	0
CITED4	28
CTPS1	1
SLFNL1-AS1	9
SLFNL1	0
SCMH1	67
LOC102723924	0
FOXO6	2
LOC101929901	0
EDN2	4
HIVEP3	16
GUCA2B	0
GUCA2A	0
FOXJ3	112
RIMKLA	0
ZMYND12	0
PPCS	118
CCDC30	5
PPIH	93
YBX1	18
CLDN19	0
LEPRE1	89
C1orf50	0
LOC100129924	0
CCDC23	16
ERMAP	1
ZNF691	67
LOC339539	0
SLC2A1	338
SLC2A1-AS1	0
FAM183A	0
EBNA1BP2	104
MIR6733	1
WDR65	2
TMEM125	99
C1orf210	15
TIE1	0
MPL	0
CDC20	4
ELOVL1	174
MIR6734	0
MED8	59
SZT2	2
MIR6735	0
HYI	2
PTPRF	289
KDM4A	40
KDM4A-AS1	0
ST3GAL3	0
RP11-184I16.4	0
MIR6079	0
ARTN	0
LOC101929609	0
IPO13	108
DPH2	81
ATP6V0B	352
B4GALT2	0
CCDC24	30
SLC6A9	0
KLF17	0
DMAP1	50
ERI3	75
ERI3-IT1	0
RNF220	12
MIR5584	0
LOC102723990	0
TMEM53	21
C1orf228	0
RNU5F-1	0
RNU5D-1	0
KIF2C	0
RPS8	268
SNORD55	0
SNORD46	0
SNORD38A	0
SNORD38B	0
BEST4	0
PLK3	66
TCTEX1D4	2
BTBD19	0
PTCH2	0
EIF2B3	0
HECTD3	15
UROD	32
ZSWIM5	0
LINC01144	0
HPDL	0
MUTYH	35
TOE1	20
TESK2	41
CCDC163P	0
MMACHC	0
PRDX1	650
AKR1A1	215
NASP	134
CCDC17	0
GPBP1L1	90
RPS15AP10	6
TMEM69	0
IPP	2
MAST2	35
PIK3R3	13
RP4-533D7.5	0
TSPAN1	110
LOC102724021	0
POMGNT1	71
LURAP1	0
RAD54L	7
LOC102724045	0
LOC102724033	0
LRRC41	71
UQCRH	165
NSUN4	34
FAAH	0
LOC729041	0
RP5-1109J22.2	0
DMBX1	0
MKNK1-AS1	4
KNCN	0
MKNK1	34
LOC101929673	0
MOB3C	27
ATPAF1	0
TEX38	0
EFCAB14-AS1	0
EFCAB14	79
CYP4B1	30
CYP4Z2P	24
CYP4A11	0
CYP4X1	0
CYP4Z1	102
CYP4A22	0
LINC00853	4
PDZK1IP1	0
TAL1	0
STIL	64
CMPK1	48
LOC102724077	0
FOXE3	0
FOXD2-AS1	0
FOXD2	0
TRABD2B	0
SKINTL	0
SLC5A9	0
SPATA6	36
LOC102724088	0
AGBL4	0
BEND5	0
AGBL4-IT1	0
ELAVL4	0
DMRTA2	0
FAF1	45
CDKN2C	0
C1orf185	0
MIR4421	0
MIR6500	0
RNF11	163
TTC39A	108
LOC102724097	1
EPS15	4
OSBPL9	91
NRD1	61
MIR761	0
RAB3B	0
TXNDC12	83
KTI12	15
BTF3L4	52
ZFYVE9	1
CC2D1B	28
ORC1	45
PRPF38A	2
ZCCHC11	0
GPX7	0
FAM159A	0
COA7	0
ZYG11B	24
ZYG11A	1
ECHDC2	85
SCP2	136
MIR1273F	0
MIR5095	0
MIR1273G	0
PODN	0
SLC1A7	0
LOC102724114	0
CPT2	50
C1orf123	17
MAGOH	43
RP5-1024G6.5	0
LRP8	0
LOC102724125	0
SLC25A3P1	0
DMRTB1	0
GLIS1	0
NDC1	30
YIPF1	70
DIO1	0
HSPB11	6
LRRC42	11
LDLRAD1	0
TMEM59	76
TCEANC2	0
MIR4781	0
CDCP2	0
CYB5RL	0
MRPL37	219
SSBP3	15
SSBP3-AS1	0
ACOT11	30
FAM151A	14
MROH7	0
MROH7-TTC4	32
TTC4	32
PARS2	0
TTC22	0
C1orf177	4
DHCR24	120
TRNAK-CUU	0
TMEM61	0
BSND	0
PCSK9	0
USP24	21
LOC100507634	0
MIR4422	0
LOC102724140	0
PPAP2B	26
PRKAA2	5
LOC102724154	0
C1orf168	21
LOC101929757	0
C8A	0
C8B	0
DAB1	0
DAB1-AS1	0
OMA1	20
TACSTD2	694
MYSM1	58
JUN	1293
LINC01135	0
LOC101926907	0
RP4-794H19.4	0
HSD52	0
FGGY	6
MIR4711	0
RP4-782L23.1	0
HOOK1	1
CYP2J2	35
C1orf87	0
RP11-436K8.1	0
LOC100996570	0
NFIA	115
LOC102724281	0
RP5-833A20.1	0
MGC34796	1
TM2D1	31
INADL	121
MIR3116-1	0
MIR3116-2	0
L1TD1	0
KANK4	0
USP1	30
DOCK7	8
ANGPTL3	0
RP11-230B22.1	0
ATG4C	13
LINC00466	0
LOC100996301	0
FOXD3	0
MIR6068	0
ALG6	2
ITGB3BP	4
LOC102724319	0
EFCAB7	3
DLEU2L	0
PGM1	94
ROR1	0
RP11-24J23.2	0
UBE2U	0
CACHD1	0
LOC101927065	0
MIR4794	0
RAVER2	0
JAK1	85
RP11-182I10.3	0
MIR3671	0
MIR101-1	0
AK4	1
DNAJC6	21
LOC102724416	0
LEPROT	0
LEPR	0
PDE4B	364
RP11-397C12.1	0
SGIP1	0
MIR3117	0
TCTEX1D1	0
INSL5	0
WDR78	2
MIER1	64
SLC35D1	0
C1orf141	0
IL23R	0
IL12RB2	0
SERBP1	151
LOC102724481	0
GADD45A	0
GNG12	67
GNG12-AS1	0
DIRAS3	62
WLS	0
LOC101929986	0
MIR1262	0
RPE65	0
DEPDC1	0
RP4-694A7.4	0
LRRC7	0
PIN1P1	0
LRRC40	0
SRSF11	112
ANKRD13C	46
HHLA3	12
LOC102724548	0
CTH	36
RP5-952N6.1	0
LOC102724572	0
PTGER3	0
ZRANB2-AS1	4
ZRANB2	53
MIR186	0
ZRANB2-AS2	0
NEGR1	0
NEGR1-IT1	0
RP11-262K1.1	0
RP4-598G3.1	0
LRRIQ3	0
FPGT-TNNI3K	0
FPGT	0
TNNI3K	0
C1orf173	0
LOC101927320	0
CRYZ	52
TYW3	36
LHX8	0
SLC44A5	0
ACADM	38
RABGGTB	51
SNORD45C	0
SNORD45A	0
SNORD45B	0
MSH4	0
ASB17	0
RP11-550H2.1	0
ST6GALNAC3	0
ST6GALNAC5	0
MIR7156	0
PIGK	15
AK5	24
ZZZ3	61
USP33	7
FAM73A	0
NEXN-AS1	0
NEXN	6
FUBP1	94
DNAJB4	46
GIPC2	0
MGC27382	0
PTGFR	0
IFI44L	0
IFI44	0
ELTD1	0
RP5-887A10.1	0
LOC101927458	0
LPHN2	0
RP11-170N11.1	0
LOC101927542	0
RP11-475O6.1	0
RP11-475O6.1-2	0
TTLL7	30
PRKACB	0
LOC101927611	0
LOC101927633	0
SAMD13	0
UOX	0
DNASE2B	0
LOC101927656	0
RPF1	30
GNG5	113
SPATA1	1
CTBS	6
LOC101927773	0
C1orf180	0
SSX2IP	57
LOC102724892	0
LPAR3	6
MCOLN2	0
MCOLN3	0
WDR63	0
MIR4423	0
SYDE2	0
C1orf52	34
BCL10	66
LOC646626	25
DDAH1	61
LOC101930232	0
CYR61	555
ZNHIT6	57
COL24A1	0
ODF2L	51
MIR7856	0
CLCA2	445
CLCA1	0
CLCA4	0
CLCA3P	0
SH3GLB1	86
SEP15	83
HS2ST1	2
LINC01140	0
LOC101927844	0
LMO4	72
RP4-544H6.2	0
LOC101927871	0
RP11-76N22.2	0
PKN2	32
GTF2B	55
CCBL2	79
RBMXL1	54
GBP3	0
GBP1	0
GBP2	24
GBP7	0
GBP4	0
GBP5	0
LOC729930	0
GBP6	0
GBP1P1	0
LRRC8B	87
FLJ27354	0
LRRC8C	0
LOC102723361	0
LOC101927952	0
LOC101927933	0
LOC101927975	0
LRRC8D	57
GEMIN8P4	0
ZNF326	52
BARHL2	0
LOC149351	0
ZNF644	365
LOC102723410	12
HFM1	0
CDC7	40
LOC102723436	0
TGFBR3	0
BRDT	0
EPHX4	0
SETSIP	5
BTBD8	0
KIAA1107	0
C1orf146	0
GLMN	2
RPAP2	4
GFI1	0
EVI5	28
RPL5	896
FAM69A	74
SNORD21	0
SNORA66	0
MTF2	61
TMED5	98
CCDC18	15
LOC100131564	0
DR1	50
FNBP1L	360
TRNAC-GCA	1
BCAR3	21
RP5-1033H22.2	2
LOC102723480	0
MIR760	0
TRNAR15	0
DNTTIP2	303
GCLM	20
ABCA4	7
ARHGAP29	139
LOC100505940	0
ABCD3	84
F3	68
LOC102723542	0
LINC01057	0
MIR378G	0
SLC44A3	0
CNN3	1075
RP4-639F20.1	0
ALG14	76
LOC101928098	0
TMEM56	0
TMEM56-RWDD3	4
RP11-57H12.3	0
RWDD3	5
LOC100996630	0
LOC101928169	0
FLJ31662	0
RP11-286B14.1	0
LOC101928219	0
LOC102723661	0
RP5-898J17.1	0
PTBP2	51
DPYD	0
DPYD-AS1	0
DPYD-AS2	0
LOC102723700	0
MIR137HG	0
MIR2682	0
MIR137	0
RP5-1070A16.1	0
SNX7	23
LPPR5	0
RP5-896L10.1	0
LPPR4	35
RP11-413P11.1	0
PALMD	416
FRRS1	0
AGL	25
LOC101930120	0
SLC35A3	85
HIAT1	70
SASS6	11
TRMT13	25
LRRC39	1
DBT	47
RP11-305E17.6	0
RTCA	25
MIR553	0
CDC14A	0
GPR88	0
RP11-84O12.4	0
VCAM1	0
EXTL2	42
SLC30A7	195
DPH5	6
LOC102606465	4
LOC101928334	0
LOC101928370	0
S1PR1	0
LOC102723784	0
OLFM3	0
DNAJA1P5	0
COL11A1	0
LOC101928436	0
RNPC3	12
AMY2B	5
ACTG1P4	3
AMY2A	0
AMY1A	0
AMY1B	0
AMY1C	0
LOC100129138	0
RP11-251P6.1	0
PRMT6	24
NTNG1	0
LOC102724829	0
VAV3	126
MIR7852	0
VAV3-AS1	0
SLC25A24	53
NBPF4	0
LOC400768	0
NBPF6	0
FAM102B	0
HENMT1	116
PRPF38B	274
FNDC7	0
STXBP3	31
AKNAD1	0
SPATA42	0
GPSM2	1
CLCC1	85
WDR47	38
TAF13	47
TMEM167B	49
SCARNA2	0
C1orf194	0
KIAA1324	450
SARS	406
CELSR2	55
PSRC1	0
MYBPHL	0
SORT1	97
PSMA5	147
SYPL2	0
ATXN7L2	53
CYB561D1	0
AMIGO1	0
GPR61	0
LOC101928560	12
GNAI3	574
MIR197	0
GNAT2	1
AMPD2	1
GSTM4	33
GSTM2	0
GSTM1	0
GSTM5	1
GSTM3	293
EPS8L3	0
CSF1	0
AHCYL1	133
STRIP1	68
ALX3	0
UBL4B	0
SLC6A17	1
KCNC4-AS1	0
KCNC4	20
RP5-1074L1.1	0
RBM15	22
SLC16A4	5
LAMTOR5	177
LAMTOR5-AS1	0
PROK1	0
CYMP	0
LOC440602	0
KCNA10	0
KCNA2	0
KCNA3	0
CD53	0
LRIF1	68
DRAM2	94
CEPT1	37
DENND2D	0
CHI3L2	0
CHIAP2	0
CHIA	0
PIFO	0
PGCP1	0
OVGP1	1
WDR77	51
ATP5F1	254
C1orf162	0
ADORA3	0
LINC01160	0
RAP1A	11
FAM212B	68
FAM212B-AS1	43
LOC101928718	40
DDX20	35
KCND3	0
KCND3-IT1	0
LOC643355	0
LOC101928754	0
CTTNBP2NL	24
MIR4256	0
WNT2B	0
ST7L	2
CAPZA1	243
MOV10	175
RHOC	435
PPM1J	0
FAM19A3	0
LOC128322	6
RP11-426L16.8	0
SLC16A1	0
AKR7A2P1	1
SLC16A1-AS1	0
LOC101930375	0
RP11-31F15.2	0
LRIG2	63
LOC102723919	5
LOC643441	0
MAGI3	108
PHTF1	19
RSBN1	75
PTPN22	0
RP5-1073O3.2	0
AP4B1-AS1	25
BCL2L15	0
AP4B1	80
DCLRE1B	30
RP5-1073O3.7	0
HIPK1	61
OLFML3	0
SYT6	32
TRIM33	82
LOC101928890	1
BCAS2	85
DENND2C	26
AMPD1	0
NRAS	14
CSDE1	636
SIKE1	52
SYCP1	0
TSHB	0
TSPAN2	0
NGF	0
VANGL1	50
CASQ2	0
NHLH2	0
LOC101928977	0
SLC22A15	0
MAB21L3	0
ATP1A1	842
ATP1A1OS	147
RP4-655J12.4	6
CD58	58
MIR548AC	0
IGSF3	160
MIR320B1	0
C1orf137	0
CD2	0
PTGFRN	82
CD101	0
RP11-27K13.3	0
TTF2	34
MIR942	0
TRIM45	0
VTCN1	438
MAN1A2	85
FAM46C	40
GDAP2	32
WDR3	97
SPAG17	0
TBX15	0
WARS2	19
RP11-418J17.1	0
HAO2	0
HAO2-IT1	0
HSD3B2	0
HSD3B1	0
HSD3BP4	0
LINC00622	0
ZNF697	20
PHGDH	403
HMGCS2	1205
REG4	0
NBPF7	0
ADAM30	0
NOTCH2	287
LOC101929178	0
SEC22B	102
LOC100996723	0
LOC101929786	0
LOC101929788	0
NBPF8	3
PFN1P2	0
LOC102724372	0
LOC100996724	9
LOC101929792	1
LOC101929796	0
LOC102724282	0
NBPF26	0
TRNAN5	0
RNVU1-19	0
PPIAL4B	0
LINC00623	0
RNVU1-4	0
TRNAN22	0
LINC00623-2	0
LOC100996721	0
TRNAG-CCC-2	0
TRNAV-CAC	0
LOC101929798	0
TRNAN-GUU-2	0
FCGR1B	0
LOC100996318	0
HIST2H2BA	0
FAM72B	0
LOC102724451	0
SRGAP2C	1
SRGAP2-AS1	0
EMBP1	0
LOC101929814	0
LOC100996735	0
LOC101929815	0
LOC101927452	0
NBPF23P	0
TRNAQ20	0
RNVU1-17	0
RNVU1-18	0
LOC101929561	0
TRNAN3	0
LOC388692	0
TRNAV16	0
TRNAV25	0
RP11-353N4.5	0
TRNAN29	0
FCGR1C	0
LOC100996713	0
FAM72C	0
SRGAP2D	0
LOC102724504	0
LOC101929803	0
LOC100996732	0
LOC101927333	0
PPIAL4E	0
RNVU1-15	0
TRNAN27	0
NBPF15	20
TRNAN15	0
PPIAL4F	0
LOC101929826	0
LOC101927429	0
RP11-14N7.2	0
SRGAP2B	0
LOC102724255	0
FAM72D	0
TRNAN-GUU-3	0
LOC101929805	0
TRNAV-CAC-2	0
TRNAV-CAC-3	0
LOC102724235	0
LOC100996741	0
LOC100996740	0
PPIAL4D	0
RNVU1-14	1
TRNAN1	0
NBPF20	2
TRNAQ-CUG	0
TRNAN-GUU-4	0
LOC102724173	0
LOC101060254	0
NBPF25P	0
GPR89A	6
PDZK1	1
CD160	0
RNF115	57
POLR3C	57
NUDT17	4
PIAS3	32
MIR6736	0
ANKRD35	0
ITGA10	0
PEX11B	149
GNRHR2	9
RBM8A	173
LIX1L	0
POLR3GL	0
ANKRD34A	13
TXNIP	293
HFE2	0
TRNAE21	0
TRNAG11	0
TRNAH4	0
TRNAK20	0
RNVU1-6	0
RP11-458D21.1	0
NBPF10	6
NOTCH2NL	5
NUDT4P2	0
LOC102724364	0
TRNAN-GUU-5	0
LOC100996756	0
LOC102724558	0
LOC102724573	0
HYDIN2	0
NBPF12	11
LOC101929781	0
LOC728989	0
TRNAH10	0
NBPF13P	0
PRKAB2	10
CHD1L	26
PDIA3P1	185
FMO5	7
LINC00624	0
BCL9	155
ACP6	33
LOC102723321	0
GJA5	0
GJA8	0
GPR89B	0
TRNAQ13	0
RNVU1-7	0
TRNAN19	0
NBPF11	11
LOC100505824	0
LOC101929257	0
RP4-565E6.1	0
TRNAQ8	0
