Geneid	Br61_CTC___38
LOC102724647	0
RBP7	0
UBE4B	139
KIF1B	321
MIR1273D	0
PGD	289
APITD1-CORT	17
APITD1	17
CORT	0
DFFA	72
PEX14	64
CASZ1	192
C1orf127	0
TARDBP	306
MASP2	0
SRM	387
EXOSC10	145
MTOR	64
MTOR-AS1	0
ANGPTL7	0
UBIAD1	80
PTCHD2	49
RP1-69M21.2	0
FBXO2	0
FBXO44	63
FBXO6	2
MAD2L2	44
DRAXIN	0
AGTRAP	379
C1orf167	26
LOC102724659	0
MTHFR	147
CLCN6	22
NPPA-AS1	0
NPPA	0
NPPB	0
RNU5E-1	2
KIAA2013	13
PLOD1	639
MFN2	301
MIIP	1
MIR6729	0
TNFRSF8	0
MIR7846	0
TNFRSF1B	0
MIR4632	0
VPS13D	224
SNORA59A	0
DHRS3	104
MIR6730	0
AADACL4	0
AADACL3	0
C1orf158	0
PRAMEF12	0
PRAMEF1	0
PRAMEF11	0
HNRNPCL1	3
PRAMEF2	0
PRAMEF4	0
PRAMEF10	0
PRAMEF7	0
PRAMEF6	0
LOC102724742	0
LOC101929983	0
LOC649330	0
PRAMEF25	0
HNRNPCP5	0
PRAMEF26	0
LOC101060301	0
PRAMEF9	0
PRAMEF13	0
PRAMEF18	0
PRAMEF5	0
PRAMEF8	0
PRAMEF15	0
PRAMEF19	0
PRAMEF17	0
PRAMEF20	0
LOC102724825	0
LRRC38	0
LOC102724856	0
PDPN	0
PRDM2	74
KAZN	21
TMEM51-AS1	0
TMEM51	281
C1orf195	2
FHAD1	2
LOC101927417	0
LOC101927441	0
EFHD2	0
CTRC	0
CELA2A	0
CELA2B	0
CASP9	0
DNAJC16	134
AGMAT	0
DDI2	50
RSC1A1	66
PLEKHM2	30
SLC25A34	0
TMEM82	0
LOC102724910	0
FBLIM1	131
UQCRHL	29
FLJ37453	22
SPEN	285
ZBTB17	35
LOC101928566	0
C1orf64	0
HSPB7	0
CLCNKA	0
CLCNKB	0
FAM131C	0
EPHA2	273
LOC101927479	1
ARHGEF19	44
LOC101927546	0
RSG1	10
FBXO42	237
SZRD1	335
SPATA21	117
NECAP2	136
CROCCP3	2
RNU1-1	0
TRNAN-GUU	0
LOC101060085	0
TRNAE-UUC	0
LOC102724970	0
FAM231B	0
TRNAG1	0
NBPF1	10
CROCCP2	0
LOC101927663	9
MST1P2	0
LOC102723343	0
RNU1-3	0
FAM231A	0
TRNAG-CCC	0
ESPNP	0
TRNAG10	0
LOC102723383	0
RNU1-4	0
MST1L	1
MIR3675	0
TRNAG28	0
LOC101927806	0
TRNAE1	0
TRNAN18	0
TRNAN2	0
RNU1-2	0
CROCC	12
MFAP2	0
ATP13A2	196
SDHB	35
PADI2	320
LOC400743	0
PADI1	30
PADI3	9
MIR3972	0
PADI4	0
PADI6	7
RCC2	65
LOC102723454	0
ARHGEF10L	189
ACTL8	0
RP11-174G17.2	0
IGSF21	0
KLHDC7A	0
PAX7	0
TAS1R2	0
ALDH4A1	393
MIR4695	0
MIR1290	0
IFFO2	0
UBR4	377
LOC101927895	22
EMC1	427
MRTO4	82
AKR7L	0
AKR7A3	0
LOC100506730	0
AKR7A2	193
PQLC2	77
CAPZB	238
LOC644083	1
MINOS1	54
MINOS1-NBL1	11
RPS14P3	24
NBL1	0
HTR6	0
TMCO4	107
RNF186	0
OTUD3	0
PLA2G2E	0
PLA2G2A	0
PLA2G5	0
PLA2G2D	0
PLA2G2F	0
PLA2G2C	0
UBXN10-AS1	0
UBXN10	0
VWA5B1	0
LINC01141	0
CAMK2N1	50
MUL1	70
FAM43B	0
CDA	0
PINK1	228
MIR6084	3
PINK1-AS	226
DDOST	657
KIF17	0
SH2D5	0
HP1BP3	121
EIF4G3	58
MIR1256	0
ECE1	1295
RP5-1071N3.1	0
NBPF3	11
ALPL	0
RAP1GAP	120
USP48	92
LDLRAD2	9
HSPG2	0
LOC102723558	0
CELA3B	0
CELA3A	0
RP1-224A6.3	0
LINC00339	13
CDC42	742
WNT4	0
MIR4418	0
LOC101060363	0
ZBTB40	0
EPHA8	0
MIR6127	0
C1QA	0
C1QC	0
C1QB	0
EPHB2	0
MIR4684	0
MIR4253	0
LACTBL1	0
C1orf234	0
KDM1A	131
MIR3115	0
MIR4419A	0
LUZP1	109
HTR1D	0
RP5-1057J7.6	2
HNRNPR	403
ZNF436	21
C1orf213	0
TCEA3	129
ASAP3	159
E2F2	0
LOC101928163	0
ID3	15
MDS2	0
RPL11	1214
TCEB3	209
RP5-886K2.3	0
PITHD1	90
LYPLA2	154
GALE	289
HMGCL	159
FUCA1	60
CNR2	0
MIR378F	0
PNRC2	192
SRSF10	33
MYOM3	0
IL22RA1	0
IFNLR1	0
RP11-10N16.2	0
GRHL3	124
STPG1	0
NIPAL3	98
RCAN3AS	0
RCAN3	21
LOC100506985	0
NCMAP	0
SRRM1	183
CLIC4	261
RUNX3	0
MIR6731	0
MIR4425	0
SYF2	72
C1orf63	36
RHD	0
LOC101928189	2
TMEM50A	199
RHCE	48
TMEM57	68
LDLRAP1	28
MAN1C1	0
SEPN1	59
LOC102723671	5
MTFR1L	87
LOC646471	60
AUNIP	85
PAQR7	0
STMN1	431
MIR3917	6
PAFAH2	104
EXTL1	0
LOC101928216	0
SLC30A2	0
TRIM63	0
PDIK1L	44
FAM110D	0
ZNF593	346
CNKSR1	41
CATSPER4	0
LOC101928303	0
CEP85	34
SH3BGRL3	205
UBXN11	0
CD52	0
AIM1L	0
ZNF683	0
LIN28A	0
DHDDS	177
RP3-476K8.3	0
HMGN2	47
RPS6KA1	0
MIR1976	0
LOC101928728	3
ARID1A	351
PIGV	0
ZDHHC18	0
SFN	47
GPN2	56
GPATCH3	114
NR0B2	0
NUDC	194
C1orf172	37
OSTCP2	0
TRNP1	0
FAM46B	951
LOC101928391	0
SLC9A1	71
LOC102723760	0
WDTC1	41
TMEM222	128
LOC644961	185
RNU6-48P	7
SYTL1	8
MAP3K6	106
FCN3	0
CD164L2	0
GPR3	6
WASF2	426
AHDC1	95
FGR	0
IFI6	27
FAM76A	20
STX12	9
PPP1R8	135
SCARNA1	0
THEMIS2	0
RPA2	229
SMPDL3B	220
XKR8	0
EYA3	115
PTAFR	0
DNAJC8	164
ATPIF1	198
SESN2	815
MED18	17
PHACTR4	494
SNHG3	472
RCC1	277
SNORA73A	0
RNU105A	10
TRNAU1AP	90
SNHG12	229
SNORD99	11
SNORA61	8
SNORA44	26
SNORA16A	0
RAB42	0
TAF12	16
RNU11	0
GMEB1	63
YTHDF2	611
OPRD1	0
EPB41	44
TMEM200B	0
SRSF4	254
MECR	47
PTPRU	124
RP3-437I16.1	0
RP11-111I12.1	0
MATN1	14
MATN1-AS1	42
LAPTM5	0
MIR4420	0
LOC400748	0
LOC102723832	0
SDC3	5
PUM1	447
SNORD103A	0
SNORD103B	0
SNORD85	0
LOC102723848	0
NKAIN1	0
SNRNP40	141
ZCCHC17	91
FABP3	0
SERINC2	487
RP11-439L8.3	0
RP11-439L8.4	0
TINAGL1	95
HCRTR1	0
PEF1	278
COL16A1	0
LOC101929444	0
BAI2	0
MIR4254	0
SPOCD1	0
PTP4A2	220
KHDRBS1	173
TMEM39B	37
MIR5585	0
KPNA6	120
TXLNA	329
CCDC28B	0
IQCC	0
DCDC2B	0
TMEM234	5
EIF3I	547
MTMR9LP	0
FAM167B	0
LCK	0
HDAC1	73
MARCKSL1	669
FAM229A	1
TSSK3	0
BSDC1	412
ZBTB8B	0
ZBTB8A	192
LOC102723870	0
ZBTB8OS	32
RBBP4	255
SYNC	50
KIAA1522	495
YARS	225
S100PBP	23
FNDC5	0
HPCA	2
TMEM54	99
RNF19B	0
AK2	104
ADC	0
TRIM62	17
ZNF362	43
A3GALT2	0
PHC2	102
MIR3605	5
ZSCAN20	63
CSMD2	0
HMGB4	0
RP5-1007G16.1	0
C1orf94	0
MIR552	0
GJB5	0
GJB4	0
GJB3	0
GJA4	0
SMIM12	29
DLGAP3	3
LOC653160	0
ZMYM6NB	0
ZMYM6	3
ZMYM1	93
SFPQ	860
ZMYM4	98
KIAA0319L	456
NCDN	99
TFAP2E	16
PSMB2	322
C1orf216	295
CLSPN	0
AGO4	0
AGO1	257
AGO3	50
TEKT2	0
ADPRHL2	342
COL8A2	0
TRAPPC3	319
MAP7D1	164
THRAP3	329
SH3D21	4
EVA1B	25
STK40	305
LSM10	58
OSCP1	0
MRPS15	103
CSF3R	0
GRIK3	0
MIR4255	0
LINC01137	40
ZC3H12A	1608
MIR6732	17
MEAF6	60
MIR5581	0
SNIP1	140
DNALI1	4
GNL2	328
RSPO1	0
C1orf109	144
CDCA8	68
EPHA10	146
MANEAL	0
YRDC	428
C1orf122	287
MTF1	24
INPP5B	0
SF3A3	28
FHL3	38
UTP11L	147
POU3F1	0
MIR3659	0
RP11-214L19.1	0
RRAGC	71
GJA9-MYCBP	89
MYCBP	85
GJA9	2
RHBDL2	29
AKIRIN1	683
NDUFS5	347
MACF1	267
KIAA0754	0
BMP8A	0
PPIEL	1
PABPC4	39
SNORA55	0
HEYL	0
NT5C1A	0
HPCAL4	0
PPIE	167
BMP8B	1
OXCT2	0
LOC101929536	0
TRIT1	46
MYCL	0
MFSD2A	15
CAP1	408
PPT1	381
RLF	140
TMCO2	0
ZMPSTE24	167
COL9A2	168
SMAP2	81
ZFP69B	17
ZFP69	0
EXO5	6
ZNF684	19
RIMS3	86
NFYC-AS1	5
NFYC	72
MIR30E	0
MIR30C1	0
KCNQ4	1
CITED4	144
CTPS1	71
SLFNL1-AS1	3
SLFNL1	4
SCMH1	48
LOC102723924	0
FOXO6	6
LOC101929901	0
EDN2	0
HIVEP3	3
GUCA2B	0
GUCA2A	0
FOXJ3	61
RIMKLA	0
ZMYND12	0
PPCS	85
CCDC30	0
PPIH	6
YBX1	31
CLDN19	0
LEPRE1	51
C1orf50	0
LOC100129924	0
CCDC23	2
ERMAP	1
ZNF691	3
LOC339539	0
SLC2A1	364
SLC2A1-AS1	0
FAM183A	0
EBNA1BP2	115
MIR6733	2
WDR65	25
TMEM125	341
C1orf210	5
TIE1	0
MPL	0
CDC20	49
ELOVL1	241
MIR6734	0
MED8	69
SZT2	113
MIR6735	0
HYI	76
PTPRF	1066
KDM4A	85
KDM4A-AS1	4
ST3GAL3	68
RP11-184I16.4	0
MIR6079	0
ARTN	0
LOC101929609	0
IPO13	90
DPH2	130
ATP6V0B	404
B4GALT2	0
CCDC24	58
SLC6A9	25
KLF17	0
DMAP1	129
ERI3	275
ERI3-IT1	9
RNF220	154
MIR5584	0
LOC102723990	35
TMEM53	37
C1orf228	0
RNU5F-1	0
RNU5D-1	0
KIF2C	0
RPS8	310
SNORD55	7
SNORD46	0
SNORD38A	0
SNORD38B	0
BEST4	0
PLK3	240
TCTEX1D4	36
BTBD19	0
PTCH2	0
EIF2B3	154
HECTD3	116
UROD	45
ZSWIM5	0
LINC01144	0
HPDL	0
MUTYH	0
TOE1	3
TESK2	0
CCDC163P	0
MMACHC	142
PRDX1	568
AKR1A1	404
NASP	293
CCDC17	5
GPBP1L1	142
RPS15AP10	0
TMEM69	36
IPP	0
MAST2	157
PIK3R3	30
RP4-533D7.5	0
TSPAN1	95
LOC102724021	0
POMGNT1	0
LURAP1	0
RAD54L	0
LOC102724045	0
LOC102724033	0
LRRC41	76
UQCRH	189
NSUN4	112
FAAH	0
LOC729041	0
RP5-1109J22.2	0
DMBX1	0
MKNK1-AS1	2
KNCN	0
MKNK1	31
LOC101929673	0
MOB3C	0
ATPAF1	5
TEX38	0
EFCAB14-AS1	2
EFCAB14	104
CYP4B1	113
CYP4Z2P	19
CYP4A11	0
CYP4X1	0
CYP4Z1	78
CYP4A22	0
LINC00853	3
PDZK1IP1	87
TAL1	0
STIL	34
CMPK1	49
LOC102724077	0
FOXE3	0
FOXD2-AS1	0
FOXD2	0
TRABD2B	0
SKINTL	0
SLC5A9	0
SPATA6	0
LOC102724088	0
AGBL4	0
BEND5	0
AGBL4-IT1	0
ELAVL4	0
DMRTA2	0
FAF1	76
CDKN2C	0
C1orf185	0
MIR4421	0
MIR6500	0
RNF11	73
TTC39A	107
LOC102724097	0
EPS15	4
OSBPL9	340
NRD1	45
MIR761	0
RAB3B	0
TXNDC12	105
KTI12	56
BTF3L4	84
ZFYVE9	28
CC2D1B	6
ORC1	0
PRPF38A	54
ZCCHC11	90
GPX7	0
FAM159A	0
COA7	0
ZYG11B	10
ZYG11A	19
ECHDC2	9
SCP2	27
MIR1273F	0
MIR5095	0
MIR1273G	0
PODN	0
SLC1A7	0
LOC102724114	0
CPT2	52
C1orf123	65
MAGOH	33
RP5-1024G6.5	0
LRP8	0
LOC102724125	0
SLC25A3P1	0
DMRTB1	0
GLIS1	0
NDC1	141
YIPF1	31
DIO1	0
HSPB11	41
LRRC42	34
LDLRAD1	0
TMEM59	243
TCEANC2	22
MIR4781	0
CDCP2	0
CYB5RL	0
MRPL37	233
SSBP3	0
SSBP3-AS1	0
ACOT11	0
FAM151A	0
MROH7	0
MROH7-TTC4	0
TTC4	0
PARS2	0
TTC22	0
C1orf177	0
DHCR24	369
TRNAK-CUU	0
TMEM61	0
BSND	0
PCSK9	0
USP24	53
LOC100507634	0
MIR4422	0
LOC102724140	0
PPAP2B	33
PRKAA2	0
LOC102724154	0
C1orf168	33
LOC101929757	0
C8A	0
C8B	0
DAB1	0
DAB1-AS1	0
OMA1	23
TACSTD2	1357
MYSM1	10
JUN	1660
LINC01135	0
LOC101926907	0
RP4-794H19.4	0
HSD52	0
FGGY	37
MIR4711	0
RP4-782L23.1	0
HOOK1	4
CYP2J2	44
C1orf87	0
RP11-436K8.1	0
LOC100996570	0
NFIA	25
LOC102724281	0
RP5-833A20.1	0
MGC34796	0
TM2D1	8
INADL	30
MIR3116-1	0
MIR3116-2	0
L1TD1	0
KANK4	0
USP1	111
DOCK7	16
ANGPTL3	0
RP11-230B22.1	0
ATG4C	0
LINC00466	0
LOC100996301	0
FOXD3	0
MIR6068	0
ALG6	1
ITGB3BP	0
LOC102724319	0
EFCAB7	0
DLEU2L	0
PGM1	45
ROR1	0
RP11-24J23.2	0
UBE2U	0
CACHD1	0
LOC101927065	0
MIR4794	0
RAVER2	0
JAK1	37
RP11-182I10.3	0
MIR3671	0
MIR101-1	0
AK4	88
DNAJC6	0
LOC102724416	0
LEPROT	95
LEPR	7
PDE4B	1870
RP11-397C12.1	0
SGIP1	0
MIR3117	0
TCTEX1D1	0
INSL5	0
WDR78	3
MIER1	20
SLC35D1	0
C1orf141	0
IL23R	1
IL12RB2	0
SERBP1	123
LOC102724481	0
GADD45A	85
GNG12	148
GNG12-AS1	0
DIRAS3	58
WLS	0
LOC101929986	0
MIR1262	0
RPE65	0
DEPDC1	0
RP4-694A7.4	0
LRRC7	0
PIN1P1	1
LRRC40	2
SRSF11	345
ANKRD13C	55
HHLA3	17
LOC102724548	0
CTH	0
RP5-952N6.1	0
LOC102724572	0
PTGER3	0
ZRANB2-AS1	10
ZRANB2	59
MIR186	0
ZRANB2-AS2	0
NEGR1	0
NEGR1-IT1	0
RP11-262K1.1	0
RP4-598G3.1	0
LRRIQ3	0
FPGT-TNNI3K	0
FPGT	0
TNNI3K	0
C1orf173	0
LOC101927320	0
CRYZ	54
TYW3	4
LHX8	0
SLC44A5	2
ACADM	68
RABGGTB	71
SNORD45C	0
SNORD45A	1
SNORD45B	0
MSH4	0
ASB17	0
RP11-550H2.1	0
ST6GALNAC3	0
ST6GALNAC5	0
MIR7156	0
PIGK	25
AK5	34
ZZZ3	49
USP33	23
FAM73A	4
NEXN-AS1	0
NEXN	0
FUBP1	77
DNAJB4	41
GIPC2	0
MGC27382	0
PTGFR	0
IFI44L	0
IFI44	3
ELTD1	0
RP5-887A10.1	0
LOC101927458	0
LPHN2	41
RP11-170N11.1	0
LOC101927542	0
RP11-475O6.1	0
RP11-475O6.1-2	0
TTLL7	30
PRKACB	103
LOC101927611	0
LOC101927633	0
SAMD13	0
UOX	0
DNASE2B	0
LOC101927656	0
RPF1	41
GNG5	117
SPATA1	0
CTBS	0
LOC101927773	0
C1orf180	0
SSX2IP	49
LOC102724892	0
LPAR3	0
MCOLN2	0
MCOLN3	0
WDR63	0
MIR4423	0
SYDE2	0
C1orf52	40
BCL10	200
LOC646626	28
DDAH1	51
LOC101930232	0
CYR61	1415
ZNHIT6	0
COL24A1	6
ODF2L	96
MIR7856	0
CLCA2	248
CLCA1	0
CLCA4	0
CLCA3P	0
SH3GLB1	81
SEP15	46
HS2ST1	0
LINC01140	0
LOC101927844	0
LMO4	96
RP4-544H6.2	0
LOC101927871	0
RP11-76N22.2	0
PKN2	14
GTF2B	74
CCBL2	192
RBMXL1	115
GBP3	0
GBP1	52
GBP2	594
GBP7	0
GBP4	0
GBP5	0
LOC729930	0
GBP6	0
GBP1P1	0
LRRC8B	22
FLJ27354	0
LRRC8C	0
LOC102723361	0
LOC101927952	0
LOC101927933	0
LOC101927975	0
LRRC8D	33
GEMIN8P4	46
ZNF326	109
BARHL2	0
LOC149351	0
ZNF644	651
LOC102723410	1
HFM1	0
CDC7	10
LOC102723436	0
TGFBR3	0
BRDT	0
EPHX4	0
SETSIP	4
BTBD8	0
KIAA1107	0
C1orf146	0
GLMN	4
RPAP2	72
GFI1	0
EVI5	39
RPL5	1569
FAM69A	95
SNORD21	0
SNORA66	0
MTF2	143
TMED5	129
CCDC18	5
LOC100131564	0
DR1	86
FNBP1L	303
TRNAC-GCA	0
BCAR3	188
RP5-1033H22.2	5
LOC102723480	0
MIR760	0
TRNAR15	0
DNTTIP2	451
GCLM	25
ABCA4	0
ARHGAP29	161
LOC100505940	0
ABCD3	42
F3	0
LOC102723542	23
LINC01057	30
MIR378G	0
SLC44A3	51
CNN3	658
RP4-639F20.1	0
ALG14	30
LOC101928098	0
TMEM56	5
TMEM56-RWDD3	7
RP11-57H12.3	0
RWDD3	5
LOC100996630	0
LOC101928169	0
FLJ31662	0
RP11-286B14.1	0
LOC101928219	0
LOC102723661	0
RP5-898J17.1	0
PTBP2	45
DPYD	0
DPYD-AS1	0
DPYD-AS2	0
LOC102723700	0
MIR137HG	0
MIR2682	0
MIR137	0
RP5-1070A16.1	0
SNX7	0
LPPR5	0
RP5-896L10.1	0
LPPR4	74
RP11-413P11.1	0
PALMD	488
FRRS1	0
AGL	16
LOC101930120	0
SLC35A3	54
HIAT1	4
SASS6	1
TRMT13	0
LRRC39	0
DBT	117
RP11-305E17.6	0
RTCA	98
MIR553	0
CDC14A	14
GPR88	0
RP11-84O12.4	0
VCAM1	0
EXTL2	2
SLC30A7	94
DPH5	6
LOC102606465	10
LOC101928334	0
LOC101928370	0
S1PR1	0
LOC102723784	0
OLFM3	0
DNAJA1P5	0
COL11A1	0
LOC101928436	0
RNPC3	54
AMY2B	0
ACTG1P4	0
AMY2A	0
AMY1A	0
AMY1B	0
AMY1C	0
LOC100129138	0
RP11-251P6.1	0
PRMT6	44
NTNG1	0
LOC102724829	0
VAV3	488
MIR7852	0
VAV3-AS1	0
SLC25A24	66
NBPF4	0
LOC400768	0
NBPF6	0
FAM102B	0
HENMT1	46
PRPF38B	284
FNDC7	0
STXBP3	21
AKNAD1	0
SPATA42	0
GPSM2	17
CLCC1	46
WDR47	0
TAF13	60
TMEM167B	87
SCARNA2	1
C1orf194	0
KIAA1324	912
SARS	378
CELSR2	140
PSRC1	0
MYBPHL	0
SORT1	168
PSMA5	100
SYPL2	0
ATXN7L2	0
CYB561D1	33
AMIGO1	0
GPR61	0
LOC101928560	0
GNAI3	373
MIR197	0
GNAT2	10
AMPD2	121
GSTM4	29
GSTM2	6
GSTM1	0
GSTM5	0
GSTM3	416
EPS8L3	0
CSF1	0
AHCYL1	152
STRIP1	179
ALX3	1
UBL4B	0
SLC6A17	0
KCNC4-AS1	0
KCNC4	77
RP5-1074L1.1	0
RBM15	0
SLC16A4	0
LAMTOR5	537
LAMTOR5-AS1	0
PROK1	0
CYMP	0
LOC440602	0
KCNA10	0
KCNA2	0
KCNA3	0
CD53	5
LRIF1	136
DRAM2	0
CEPT1	55
DENND2D	53
CHI3L2	9
CHIAP2	0
CHIA	0
PIFO	0
PGCP1	0
OVGP1	0
WDR77	4
ATP5F1	222
C1orf162	0
ADORA3	0
LINC01160	0
RAP1A	61
FAM212B	78
FAM212B-AS1	0
LOC101928718	0
DDX20	66
KCND3	0
KCND3-IT1	0
LOC643355	0
LOC101928754	0
CTTNBP2NL	122
MIR4256	0
WNT2B	1
ST7L	12
CAPZA1	177
MOV10	327
RHOC	321
PPM1J	0
FAM19A3	0
LOC128322	6
RP11-426L16.8	0
SLC16A1	0
AKR7A2P1	4
SLC16A1-AS1	0
LOC101930375	0
RP11-31F15.2	0
LRIG2	21
LOC102723919	0
LOC643441	0
MAGI3	64
PHTF1	0
RSBN1	74
PTPN22	2
RP5-1073O3.2	0
AP4B1-AS1	13
BCL2L15	0
AP4B1	35
DCLRE1B	57
RP5-1073O3.7	0
HIPK1	27
OLFML3	0
SYT6	0
TRIM33	22
LOC101928890	0
BCAS2	82
DENND2C	23
AMPD1	0
NRAS	74
CSDE1	633
SIKE1	77
SYCP1	0
TSHB	0
TSPAN2	0
NGF	0
VANGL1	65
CASQ2	0
NHLH2	0
LOC101928977	0
SLC22A15	0
MAB21L3	0
ATP1A1	1032
ATP1A1OS	191
RP4-655J12.4	0
CD58	115
MIR548AC	0
IGSF3	210
MIR320B1	0
C1orf137	2
CD2	0
PTGFRN	142
CD101	0
RP11-27K13.3	0
TTF2	19
MIR942	0
TRIM45	0
VTCN1	419
MAN1A2	98
FAM46C	0
GDAP2	16
WDR3	100
SPAG17	0
TBX15	44
WARS2	29
RP11-418J17.1	5
HAO2	0
HAO2-IT1	0
HSD3B2	0
HSD3B1	0
HSD3BP4	0
LINC00622	0
ZNF697	0
PHGDH	203
HMGCS2	0
REG4	0
NBPF7	0
ADAM30	0
NOTCH2	608
LOC101929178	0
SEC22B	77
LOC100996723	0
LOC101929786	0
LOC101929788	0
NBPF8	7
PFN1P2	0
LOC102724372	0
LOC100996724	3
LOC101929792	9
LOC101929796	0
LOC102724282	0
NBPF26	0
TRNAN5	0
RNVU1-19	0
PPIAL4B	0
LINC00623	2
RNVU1-4	0
TRNAN22	0
LINC00623-2	0
LOC100996721	0
TRNAG-CCC-2	0
TRNAV-CAC	1
LOC101929798	0
TRNAN-GUU-2	0
FCGR1B	0
LOC100996318	0
HIST2H2BA	0
FAM72B	0
LOC102724451	0
SRGAP2C	1
SRGAP2-AS1	0
EMBP1	0
LOC101929814	0
LOC100996735	0
LOC101929815	0
LOC101927452	0
NBPF23P	0
TRNAQ20	0
RNVU1-17	0
RNVU1-18	0
LOC101929561	0
TRNAN3	0
LOC388692	0
TRNAV16	0
TRNAV25	0
RP11-353N4.5	0
TRNAN29	0
FCGR1C	0
LOC100996713	0
FAM72C	0
SRGAP2D	0
LOC102724504	0
LOC101929803	0
LOC100996732	0
LOC101927333	0
PPIAL4E	0
RNVU1-15	1
TRNAN27	0
NBPF15	10
TRNAN15	0
PPIAL4F	0
LOC101929826	0
LOC101927429	0
RP11-14N7.2	0
SRGAP2B	0
LOC102724255	0
FAM72D	0
TRNAN-GUU-3	0
LOC101929805	0
TRNAV-CAC-2	0
TRNAV-CAC-3	0
LOC102724235	0
LOC100996741	0
LOC100996740	0
PPIAL4D	0
RNVU1-14	0
TRNAN1	0
NBPF20	0
TRNAQ-CUG	0
TRNAN-GUU-4	0
LOC102724173	0
LOC101060254	0
NBPF25P	0
GPR89A	18
PDZK1	0
CD160	7
RNF115	42
POLR3C	16
NUDT17	36
PIAS3	113
MIR6736	1
ANKRD35	0
ITGA10	0
PEX11B	43
GNRHR2	11
RBM8A	170
LIX1L	0
POLR3GL	0
ANKRD34A	0
TXNIP	114
HFE2	0
TRNAE21	0
TRNAG11	0
TRNAH4	0
TRNAK20	0
RNVU1-6	5
RP11-458D21.1	0
NBPF10	0
NOTCH2NL	4
NUDT4P2	0
LOC102724364	0
TRNAN-GUU-5	0
LOC100996756	0
LOC102724558	0
LOC102724573	0
HYDIN2	0
NBPF12	11
LOC101929781	0
LOC728989	0
TRNAH10	0
NBPF13P	0
PRKAB2	0
CHD1L	31
PDIA3P1	153
FMO5	23
LINC00624	0
BCL9	31
ACP6	56
LOC102723321	0
GJA5	0
GJA8	0
GPR89B	0
TRNAQ13	0
RNVU1-7	0
TRNAN19	0
NBPF11	10
LOC100505824	0
LOC101929257	0
RP4-565E6.1	0
