Geneid	Br11_3
RBP7	0
UBE4B	83
KIF1B	70
MIR1273D	1
PGD	581
APITD1-CORT	14
APITD1	19
CORT	0
DFFA	30
PEX14	36
CASZ1	114
C1orf127	0
TARDBP	226
MASP2	0
SRM	116
EXOSC10	203
MTOR	193
MTOR-AS1	1
ANGPTL7	0
UBIAD1	70
PTCHD2	35
RP1-69M21.2	0
FBXO2	0
FBXO44	24
FBXO6	61
MAD2L2	61
DRAXIN	0
AGTRAP	48
C1orf167	4
LOC102724659	0
MTHFR	59
CLCN6	38
NPPA-AS1	0
NPPA	0
NPPB	0
RNU5E-1	0
KIAA2013	34
PLOD1	362
MFN2	115
MIIP	37
MIR6729	0
TNFRSF8	0
MIR7846	1
TNFRSF1B	82
MIR4632	0
VPS13D	430
SNORA59A	0
DHRS3	181
MIR6730	1
AADACL4	0
AADACL3	0
C1orf158	0
PRAMEF12	0
PRAMEF1	0
PRAMEF11	0
HNRNPCL1	0
PRAMEF2	0
PRAMEF4	0
PRAMEF10	0
PRAMEF7	0
PRAMEF6	0
LOC102724742	0
LOC101929983	0
LOC649330	0
PRAMEF25	0
HNRNPCP5	0
PRAMEF26	0
LOC101060301	0
PRAMEF9	0
PRAMEF13	0
PRAMEF18	0
PRAMEF5	0
PRAMEF8	0
PRAMEF15	0
PRAMEF19	0
PRAMEF17	0
PRAMEF20	0
LOC102724825	0
LRRC38	0
LOC102724856	0
PDPN	0
PRDM2	51
KAZN	112
TMEM51-AS1	0
TMEM51	95
C1orf195	0
FHAD1	5
LOC101927417	0
LOC101927441	0
EFHD2	28
CTRC	0
CELA2A	0
CELA2B	0
CASP9	0
DNAJC16	68
AGMAT	0
DDI2	146
RSC1A1	56
PLEKHM2	78
SLC25A34	0
TMEM82	0
LOC102724910	0
FBLIM1	89
UQCRHL	72
FLJ37453	0
SPEN	72
ZBTB17	9
LOC101928566	0
C1orf64	0
HSPB7	0
CLCNKA	0
CLCNKB	0
FAM131C	0
EPHA2	154
LOC101927479	10
ARHGEF19	0
LOC101927546	0
RSG1	0
FBXO42	198
SZRD1	40
SPATA21	16
NECAP2	80
CROCCP3	1
RNU1-1	0
TRNAN-GUU	0
LOC101060085	0
TRNAE-UUC	0
LOC102724970	0
FAM231B	0
TRNAG1	0
NBPF1	4
CROCCP2	62
LOC101927663	16
MST1P2	0
LOC102723343	0
RNU1-3	0
FAM231A	0
TRNAG-CCC	0
ESPNP	0
TRNAG10	0
LOC102723383	0
RNU1-4	0
MST1L	0
MIR3675	0
TRNAG28	0
LOC101927806	0
TRNAE1	0
TRNAN18	0
TRNAN2	0
RNU1-2	0
CROCC	1
MFAP2	0
ATP13A2	4
SDHB	259
PADI2	39
LOC400743	0
PADI1	0
PADI3	0
MIR3972	0
PADI4	0
PADI6	0
RCC2	190
LOC102723454	0
ARHGEF10L	0
ACTL8	0
RP11-174G17.2	0
IGSF21	0
KLHDC7A	0
PAX7	0
TAS1R2	0
ALDH4A1	51
MIR4695	0
MIR1290	0
IFFO2	0
UBR4	82
LOC101927895	2
EMC1	128
MRTO4	39
AKR7L	0
AKR7A3	0
LOC100506730	0
AKR7A2	84
PQLC2	39
CAPZB	111
LOC644083	0
MINOS1	100
MINOS1-NBL1	78
RPS14P3	19
NBL1	59
HTR6	0
TMCO4	56
RNF186	0
OTUD3	60
PLA2G2E	0
PLA2G2A	6103
PLA2G5	0
PLA2G2D	0
PLA2G2F	0
PLA2G2C	0
UBXN10-AS1	0
UBXN10	21
VWA5B1	0
LINC01141	0
CAMK2N1	34
MUL1	12
FAM43B	0
CDA	0
PINK1	0
MIR6084	0
PINK1-AS	1
DDOST	177
KIF17	0
SH2D5	0
HP1BP3	216
EIF4G3	49
MIR1256	0
ECE1	64
RP5-1071N3.1	46
NBPF3	2
ALPL	0
RAP1GAP	0
USP48	171
LDLRAD2	22
HSPG2	330
LOC102723558	0
CELA3B	0
CELA3A	0
RP1-224A6.3	0
LINC00339	0
CDC42	348
WNT4	0
MIR4418	0
LOC101060363	0
ZBTB40	18
EPHA8	0
MIR6127	0
C1QA	0
C1QC	0
C1QB	0
EPHB2	0
MIR4684	0
MIR4253	0
LACTBL1	0
C1orf234	0
KDM1A	0
MIR3115	0
MIR4419A	0
LUZP1	63
HTR1D	0
RP5-1057J7.6	0
HNRNPR	214
ZNF436	61
C1orf213	0
TCEA3	192
ASAP3	0
E2F2	174
LOC101928163	11
ID3	275
MDS2	0
RPL11	509
TCEB3	24
RP5-886K2.3	2
PITHD1	58
LYPLA2	43
GALE	59
HMGCL	0
FUCA1	8
CNR2	0
MIR378F	0
PNRC2	131
SRSF10	159
MYOM3	5
IL22RA1	0
IFNLR1	0
RP11-10N16.2	0
GRHL3	0
STPG1	20
NIPAL3	73
RCAN3AS	0
RCAN3	4
LOC100506985	0
NCMAP	0
SRRM1	216
CLIC4	88
RUNX3	40
MIR6731	0
MIR4425	0
SYF2	32
C1orf63	0
RHD	0
LOC101928189	0
TMEM50A	239
RHCE	73
TMEM57	124
LDLRAP1	134
MAN1C1	0
SEPN1	110
LOC102723671	6
MTFR1L	12
LOC646471	0
AUNIP	33
PAQR7	8
STMN1	1069
MIR3917	30
PAFAH2	48
EXTL1	0
LOC101928216	0
SLC30A2	0
TRIM63	0
PDIK1L	0
FAM110D	0
ZNF593	40
CNKSR1	119
CATSPER4	0
LOC101928303	0
CEP85	81
SH3BGRL3	248
UBXN11	72
CD52	2
AIM1L	0
ZNF683	0
LIN28A	0
DHDDS	74
RP3-476K8.3	3
HMGN2	128
RPS6KA1	14
MIR1976	0
LOC101928728	0
ARID1A	126
PIGV	58
ZDHHC18	0
SFN	19
GPN2	15
GPATCH3	0
NR0B2	0
NUDC	146
C1orf172	0
OSTCP2	0
TRNP1	0
FAM46B	107
LOC101928391	0
SLC9A1	65
LOC102723760	0
WDTC1	0
TMEM222	132
LOC644961	7
RNU6-48P	0
SYTL1	0
MAP3K6	189
FCN3	0
CD164L2	0
GPR3	0
WASF2	517
AHDC1	49
FGR	0
IFI6	3732
FAM76A	0
STX12	37
PPP1R8	35
SCARNA1	0
THEMIS2	0
RPA2	124
SMPDL3B	0
XKR8	0
EYA3	119
PTAFR	0
DNAJC8	132
ATPIF1	138
SESN2	0
MED18	0
PHACTR4	149
SNHG3	25
RCC1	110
SNORA73A	0
RNU105A	8
TRNAU1AP	9
SNHG12	124
SNORD99	5
SNORA61	20
SNORA44	9
SNORA16A	1
RAB42	0
TAF12	99
RNU11	1
GMEB1	9
YTHDF2	146
OPRD1	0
EPB41	0
TMEM200B	0
SRSF4	36
MECR	13
PTPRU	0
RP3-437I16.1	0
RP11-111I12.1	0
MATN1	0
MATN1-AS1	0
LAPTM5	37
MIR4420	0
LOC400748	0
LOC102723832	0
SDC3	47
PUM1	162
SNORD103A	0
SNORD103B	0
SNORD85	0
LOC102723848	0
NKAIN1	0
SNRNP40	26
ZCCHC17	48
FABP3	0
SERINC2	220
RP11-439L8.3	0
RP11-439L8.4	0
TINAGL1	0
HCRTR1	0
PEF1	100
COL16A1	0
LOC101929444	0
BAI2	0
MIR4254	0
SPOCD1	0
PTP4A2	104
KHDRBS1	78
TMEM39B	0
MIR5585	0
KPNA6	107
TXLNA	169
CCDC28B	0
IQCC	38
DCDC2B	1
TMEM234	3
EIF3I	114
MTMR9LP	0
FAM167B	0
LCK	0
HDAC1	4
MARCKSL1	92
FAM229A	0
TSSK3	0
BSDC1	341
ZBTB8B	0
ZBTB8A	18
LOC102723870	0
ZBTB8OS	88
RBBP4	308
SYNC	73
KIAA1522	311
YARS	21
S100PBP	39
FNDC5	0
HPCA	3
TMEM54	145
RNF19B	40
AK2	121
ADC	0
TRIM62	74
ZNF362	55
A3GALT2	0
PHC2	0
MIR3605	0
ZSCAN20	0
CSMD2	0
HMGB4	0
RP5-1007G16.1	0
C1orf94	0
MIR552	0
GJB5	67
GJB4	0
GJB3	40
GJA4	0
SMIM12	29
DLGAP3	0
LOC653160	0
ZMYM6NB	0
ZMYM6	0
ZMYM1	52
SFPQ	167
ZMYM4	4
KIAA0319L	84
NCDN	18
TFAP2E	3
PSMB2	324
C1orf216	69
CLSPN	163
AGO4	0
AGO1	0
AGO3	84
TEKT2	0
ADPRHL2	87
COL8A2	0
TRAPPC3	35
MAP7D1	11
THRAP3	159
SH3D21	30
EVA1B	10
STK40	0
LSM10	0
OSCP1	0
MRPS15	75
CSF3R	0
GRIK3	0
MIR4255	0
LINC01137	0
ZC3H12A	0
MIR6732	0
MEAF6	109
MIR5581	0
SNIP1	28
DNALI1	0
GNL2	117
RSPO1	0
C1orf109	50
CDCA8	58
EPHA10	0
MANEAL	16
YRDC	40
C1orf122	107
MTF1	5
INPP5B	15
SF3A3	89
FHL3	0
UTP11L	15
POU3F1	0
MIR3659	0
RP11-214L19.1	0
RRAGC	1
GJA9-MYCBP	247
MYCBP	249
GJA9	0
RHBDL2	36
AKIRIN1	234
NDUFS5	130
MACF1	363
KIAA0754	43
BMP8A	0
PPIEL	0
PABPC4	7
SNORA55	2
HEYL	0
NT5C1A	0
HPCAL4	0
PPIE	36
BMP8B	0
OXCT2	0
LOC101929536	0
TRIT1	0
MYCL	0
MFSD2A	0
CAP1	239
PPT1	338
RLF	22
TMCO2	0
ZMPSTE24	101
COL9A2	0
SMAP2	52
ZFP69B	0
ZFP69	0
EXO5	87
ZNF684	37
RIMS3	77
NFYC-AS1	17
NFYC	240
MIR30E	1
MIR30C1	0
KCNQ4	0
CITED4	60
CTPS1	167
SLFNL1-AS1	2
SLFNL1	0
SCMH1	53
LOC102723924	0
FOXO6	0
LOC101929901	0
EDN2	0
HIVEP3	52
GUCA2B	0
GUCA2A	0
FOXJ3	159
RIMKLA	0
ZMYND12	0
PPCS	21
CCDC30	0
PPIH	48
YBX1	15
CLDN19	0
LEPRE1	0
C1orf50	0
LOC100129924	0
CCDC23	10
ERMAP	1
ZNF691	33
LOC339539	0
SLC2A1	107
SLC2A1-AS1	0
FAM183A	0
EBNA1BP2	92
MIR6733	4
WDR65	0
TMEM125	86
C1orf210	32
TIE1	0
MPL	0
CDC20	45
ELOVL1	374
MIR6734	0
MED8	154
SZT2	62
MIR6735	0
HYI	31
PTPRF	203
KDM4A	32
KDM4A-AS1	1
ST3GAL3	23
RP11-184I16.4	0
MIR6079	0
ARTN	0
LOC101929609	0
IPO13	135
DPH2	0
ATP6V0B	640
B4GALT2	13
CCDC24	0
SLC6A9	117
KLF17	0
DMAP1	48
ERI3	96
ERI3-IT1	0
RNF220	51
MIR5584	0
LOC102723990	56
TMEM53	0
C1orf228	0
RNU5F-1	0
RNU5D-1	0
KIF2C	54
RPS8	233
SNORD55	0
SNORD46	0
SNORD38A	2
SNORD38B	2
BEST4	0
PLK3	42
TCTEX1D4	0
BTBD19	0
PTCH2	0
EIF2B3	44
HECTD3	63
UROD	49
ZSWIM5	0
LINC01144	0
HPDL	0
MUTYH	4
TOE1	47
TESK2	0
CCDC163P	0
MMACHC	6
PRDX1	1401
AKR1A1	793
NASP	385
CCDC17	0
GPBP1L1	110
RPS15AP10	17
TMEM69	108
IPP	1
MAST2	14
PIK3R3	120
RP4-533D7.5	0
TSPAN1	832
LOC102724021	0
POMGNT1	44
LURAP1	0
RAD54L	106
LOC102724045	0
LOC102724033	0
LRRC41	136
UQCRH	192
NSUN4	0
FAAH	0
LOC729041	0
RP5-1109J22.2	0
DMBX1	0
MKNK1-AS1	0
KNCN	0
MKNK1	6
LOC101929673	0
MOB3C	0
ATPAF1	17
TEX38	0
EFCAB14-AS1	4
EFCAB14	174
CYP4B1	5660
CYP4Z2P	9
CYP4A11	0
CYP4X1	149
CYP4Z1	0
CYP4A22	0
LINC00853	6
PDZK1IP1	139
TAL1	0
STIL	216
CMPK1	76
LOC102724077	0
FOXE3	0
FOXD2-AS1	0
FOXD2	0
TRABD2B	0
SKINTL	0
SLC5A9	0
SPATA6	0
LOC102724088	0
AGBL4	0
BEND5	0
AGBL4-IT1	0
ELAVL4	0
DMRTA2	0
FAF1	208
CDKN2C	1
C1orf185	9
MIR4421	0
MIR6500	0
RNF11	40
TTC39A	111
LOC102724097	0
EPS15	79
OSBPL9	95
NRD1	158
MIR761	2
RAB3B	0
TXNDC12	65
KTI12	0
BTF3L4	98
ZFYVE9	0
CC2D1B	2
ORC1	74
PRPF38A	24
ZCCHC11	0
GPX7	0
FAM159A	0
COA7	0
ZYG11B	16
ZYG11A	6
ECHDC2	45
SCP2	113
MIR1273F	0
MIR5095	0
MIR1273G	0
PODN	0
SLC1A7	0
LOC102724114	0
CPT2	0
C1orf123	33
MAGOH	101
RP5-1024G6.5	0
LRP8	3
LOC102724125	0
SLC25A3P1	0
DMRTB1	0
GLIS1	0
NDC1	72
YIPF1	12
DIO1	36
HSPB11	83
LRRC42	20
LDLRAD1	0
TMEM59	489
TCEANC2	0
MIR4781	0
CDCP2	0
CYB5RL	0
MRPL37	224
SSBP3	5
SSBP3-AS1	0
ACOT11	0
FAM151A	0
MROH7	0
MROH7-TTC4	29
TTC4	29
PARS2	0
TTC22	0
C1orf177	0
DHCR24	1368
TRNAK-CUU	0
TMEM61	0
BSND	0
PCSK9	0
USP24	4
LOC100507634	0
MIR4422	0
LOC102724140	0
PPAP2B	74
PRKAA2	2
LOC102724154	0
C1orf168	0
LOC101929757	0
C8A	0
C8B	0
DAB1	0
DAB1-AS1	0
OMA1	61
TACSTD2	524
MYSM1	6
JUN	2751
LINC01135	0
LOC101926907	0
RP4-794H19.4	0
HSD52	0
FGGY	55
MIR4711	0
RP4-782L23.1	0
HOOK1	3
CYP2J2	24
C1orf87	0
RP11-436K8.1	0
LOC100996570	0
NFIA	162
LOC102724281	49
RP5-833A20.1	0
MGC34796	0
TM2D1	44
INADL	150
MIR3116-1	0
MIR3116-2	0
L1TD1	0
KANK4	0
USP1	245
DOCK7	128
ANGPTL3	0
RP11-230B22.1	3
ATG4C	0
LINC00466	0
LOC100996301	0
FOXD3	0
MIR6068	0
ALG6	260
ITGB3BP	47
LOC102724319	0
EFCAB7	41
DLEU2L	0
PGM1	80
ROR1	0
RP11-24J23.2	0
UBE2U	0
CACHD1	0
LOC101927065	0
MIR4794	0
RAVER2	0
JAK1	119
RP11-182I10.3	0
MIR3671	0
MIR101-1	0
AK4	115
DNAJC6	0
LOC102724416	0
LEPROT	78
LEPR	7
PDE4B	0
RP11-397C12.1	0
SGIP1	0
MIR3117	0
TCTEX1D1	0
INSL5	0
WDR78	39
MIER1	62
SLC35D1	66
C1orf141	6
IL23R	0
IL12RB2	0
SERBP1	155
LOC102724481	0
GADD45A	21
GNG12	235
GNG12-AS1	9
DIRAS3	0
WLS	312
LOC101929986	0
MIR1262	0
RPE65	0
DEPDC1	90
RP4-694A7.4	0
LRRC7	0
PIN1P1	0
LRRC40	43
SRSF11	255
ANKRD13C	25
HHLA3	33
LOC102724548	0
CTH	0
RP5-952N6.1	0
LOC102724572	0
PTGER3	0
ZRANB2-AS1	2
ZRANB2	37
MIR186	1
ZRANB2-AS2	0
NEGR1	0
NEGR1-IT1	0
RP11-262K1.1	0
RP4-598G3.1	0
LRRIQ3	0
FPGT-TNNI3K	4
FPGT	34
TNNI3K	0
C1orf173	0
LOC101927320	0
CRYZ	40
TYW3	0
LHX8	0
SLC44A5	0
ACADM	59
RABGGTB	35
SNORD45C	0
SNORD45A	0
SNORD45B	1
MSH4	0
ASB17	0
RP11-550H2.1	0
ST6GALNAC3	0
ST6GALNAC5	0
MIR7156	0
PIGK	71
AK5	0
ZZZ3	22
USP33	232
FAM73A	9
NEXN-AS1	0
NEXN	38
FUBP1	89
DNAJB4	67
GIPC2	0
MGC27382	0
PTGFR	0
IFI44L	98
IFI44	36
ELTD1	0
RP5-887A10.1	0
LOC101927458	0
LPHN2	98
RP11-170N11.1	0
LOC101927542	0
RP11-475O6.1	0
RP11-475O6.1-2	0
TTLL7	70
PRKACB	114
LOC101927611	0
LOC101927633	0
SAMD13	0
UOX	0
DNASE2B	0
LOC101927656	0
RPF1	21
GNG5	198
SPATA1	0
CTBS	1
LOC101927773	0
C1orf180	0
SSX2IP	167
LOC102724892	0
LPAR3	0
MCOLN2	0
MCOLN3	0
WDR63	0
MIR4423	0
SYDE2	0
C1orf52	25
BCL10	5
LOC646626	0
DDAH1	55
LOC101930232	0
CYR61	620
ZNHIT6	0
COL24A1	0
ODF2L	47
MIR7856	0
CLCA2	1355
CLCA1	0
CLCA4	0
CLCA3P	0
SH3GLB1	72
SEP15	204
HS2ST1	72
LINC01140	0
LOC101927844	0
LMO4	28
RP4-544H6.2	0
LOC101927871	0
RP11-76N22.2	0
PKN2	15
GTF2B	0
CCBL2	24
RBMXL1	39
GBP3	0
GBP1	246
GBP2	21
GBP7	0
GBP4	0
GBP5	0
LOC729930	0
GBP6	0
GBP1P1	8
LRRC8B	90
FLJ27354	2
LRRC8C	27
LOC102723361	0
LOC101927952	0
LOC101927933	0
LOC101927975	0
LRRC8D	0
GEMIN8P4	0
ZNF326	56
BARHL2	0
LOC149351	0
ZNF644	94
LOC102723410	3
HFM1	0
CDC7	25
LOC102723436	0
TGFBR3	0
BRDT	0
EPHX4	0
SETSIP	0
BTBD8	0
KIAA1107	0
C1orf146	0
GLMN	0
RPAP2	32
GFI1	0
EVI5	0
RPL5	406
FAM69A	8
SNORD21	3
SNORA66	0
MTF2	0
TMED5	46
CCDC18	0
LOC100131564	0
DR1	1
FNBP1L	8
TRNAC-GCA	0
BCAR3	179
RP5-1033H22.2	8
LOC102723480	0
MIR760	0
TRNAR15	0
DNTTIP2	106
GCLM	53
ABCA4	1
ARHGAP29	261
LOC100505940	0
ABCD3	131
F3	0
LOC102723542	0
LINC01057	0
MIR378G	0
SLC44A3	0
CNN3	434
RP4-639F20.1	0
ALG14	9
LOC101928098	0
TMEM56	122
TMEM56-RWDD3	34
RP11-57H12.3	21
RWDD3	5
LOC100996630	0
LOC101928169	0
FLJ31662	0
RP11-286B14.1	0
LOC101928219	0
LOC102723661	0
RP5-898J17.1	0
PTBP2	111
DPYD	1
DPYD-AS1	0
DPYD-AS2	0
LOC102723700	0
MIR137HG	0
MIR2682	0
MIR137	0
RP5-1070A16.1	0
SNX7	0
LPPR5	0
RP5-896L10.1	0
LPPR4	0
RP11-413P11.1	0
PALMD	21
FRRS1	0
AGL	26
LOC101930120	0
SLC35A3	89
HIAT1	1
SASS6	36
TRMT13	0
LRRC39	0
DBT	0
RP11-305E17.6	4
RTCA	64
MIR553	0
CDC14A	0
GPR88	0
RP11-84O12.4	0
VCAM1	0
EXTL2	1
SLC30A7	105
DPH5	0
LOC102606465	23
LOC101928334	0
LOC101928370	0
S1PR1	0
LOC102723784	0
OLFM3	0
DNAJA1P5	0
COL11A1	0
LOC101928436	0
RNPC3	0
AMY2B	0
ACTG1P4	2
AMY2A	0
AMY1A	0
AMY1B	0
AMY1C	0
LOC100129138	1
RP11-251P6.1	0
PRMT6	22
NTNG1	0
LOC102724829	0
VAV3	675
MIR7852	0
VAV3-AS1	0
SLC25A24	75
NBPF4	0
LOC400768	0
NBPF6	0
FAM102B	5
HENMT1	36
PRPF38B	28
FNDC7	15
STXBP3	33
AKNAD1	0
SPATA42	0
GPSM2	127
CLCC1	207
WDR47	3
TAF13	10
TMEM167B	59
SCARNA2	0
C1orf194	0
KIAA1324	876
SARS	108
CELSR2	221
PSRC1	28
MYBPHL	0
SORT1	38
PSMA5	353
SYPL2	0
ATXN7L2	0
CYB561D1	79
AMIGO1	0
GPR61	0
LOC101928560	0
GNAI3	234
MIR197	0
GNAT2	0
AMPD2	0
GSTM4	26
GSTM2	0
GSTM1	0
GSTM5	0
GSTM3	0
EPS8L3	4
CSF1	0
AHCYL1	61
STRIP1	28
ALX3	0
UBL4B	0
SLC6A17	0
KCNC4-AS1	0
KCNC4	0
RP5-1074L1.1	0
RBM15	0
SLC16A4	0
LAMTOR5	143
LAMTOR5-AS1	0
PROK1	0
CYMP	0
LOC440602	0
KCNA10	0
KCNA2	0
KCNA3	0
CD53	364
LRIF1	29
DRAM2	60
CEPT1	15
DENND2D	40
CHI3L2	0
CHIAP2	0
CHIA	0
PIFO	4
PGCP1	0
OVGP1	0
WDR77	42
ATP5F1	177
C1orf162	8
ADORA3	0
LINC01160	0
RAP1A	35
FAM212B	53
FAM212B-AS1	1
LOC101928718	0
DDX20	96
KCND3	0
KCND3-IT1	0
LOC643355	0
LOC101928754	0
CTTNBP2NL	2
MIR4256	0
WNT2B	0
ST7L	29
CAPZA1	159
MOV10	401
RHOC	249
PPM1J	0
FAM19A3	0
LOC128322	2
RP11-426L16.8	0
SLC16A1	82
AKR7A2P1	3
SLC16A1-AS1	0
LOC101930375	0
RP11-31F15.2	0
LRIG2	83
LOC102723919	0
LOC643441	0
MAGI3	8
PHTF1	0
RSBN1	0
PTPN22	0
RP5-1073O3.2	0
AP4B1-AS1	21
BCL2L15	0
AP4B1	58
DCLRE1B	65
RP5-1073O3.7	0
HIPK1	60
OLFML3	0
SYT6	0
TRIM33	67
LOC101928890	2
BCAS2	96
DENND2C	7
AMPD1	0
NRAS	0
CSDE1	167
SIKE1	29
SYCP1	0
TSHB	0
TSPAN2	0
NGF	0
VANGL1	289
CASQ2	0
NHLH2	0
LOC101928977	0
SLC22A15	0
MAB21L3	0
ATP1A1	851
ATP1A1OS	154
RP4-655J12.4	0
CD58	36
MIR548AC	0
IGSF3	149
MIR320B1	0
C1orf137	0
CD2	0
PTGFRN	25
CD101	17
RP11-27K13.3	38
TTF2	58
MIR942	0
TRIM45	2
VTCN1	273
MAN1A2	16
FAM46C	1
GDAP2	11
WDR3	43
SPAG17	0
TBX15	0
WARS2	3
RP11-418J17.1	0
HAO2	0
HAO2-IT1	0
HSD3B2	0
HSD3B1	0
HSD3BP4	26
LINC00622	0
ZNF697	26
PHGDH	304
HMGCS2	4165
REG4	0
NBPF7	0
ADAM30	0
NOTCH2	231
LOC101929178	0
SEC22B	74
LOC100996723	0
LOC101929786	0
LOC101929788	0
NBPF8	8
PFN1P2	0
LOC102724372	0
LOC100996724	0
LOC101929792	0
LOC101929796	2
LOC102724282	0
NBPF26	1
TRNAN5	0
RNVU1-19	0
PPIAL4B	0
LINC00623	0
RNVU1-4	0
TRNAN22	0
LINC00623-2	0
LOC100996721	0
TRNAG-CCC-2	0
TRNAV-CAC	0
LOC101929798	0
TRNAN-GUU-2	0
FCGR1B	0
LOC100996318	0
HIST2H2BA	0
FAM72B	0
LOC102724451	0
SRGAP2C	3
SRGAP2-AS1	0
EMBP1	0
LOC101929814	0
LOC100996735	0
LOC101929815	0
LOC101927452	0
NBPF23P	0
TRNAQ20	0
RNVU1-17	0
RNVU1-18	0
LOC101929561	0
TRNAN3	0
LOC388692	1
TRNAV16	0
TRNAV25	0
RP11-353N4.5	0
TRNAN29	0
FCGR1C	0
LOC100996713	0
FAM72C	0
SRGAP2D	2
LOC102724504	0
LOC101929803	0
LOC100996732	0
LOC101927333	0
PPIAL4E	0
RNVU1-15	0
TRNAN27	0
NBPF15	98
TRNAN15	0
PPIAL4F	0
LOC101929826	0
LOC101927429	0
RP11-14N7.2	0
SRGAP2B	1
LOC102724255	0
FAM72D	0
TRNAN-GUU-3	0
LOC101929805	0
TRNAV-CAC-2	0
TRNAV-CAC-3	0
LOC102724235	0
LOC100996741	0
LOC100996740	0
PPIAL4D	0
RNVU1-14	0
TRNAN1	0
NBPF20	0
TRNAQ-CUG	0
TRNAN-GUU-4	0
LOC102724173	0
LOC101060254	0
NBPF25P	0
GPR89A	3
PDZK1	0
CD160	0
RNF115	22
POLR3C	41
NUDT17	19
PIAS3	74
MIR6736	5
ANKRD35	0
ITGA10	0
PEX11B	0
GNRHR2	0
RBM8A	73
LIX1L	18
POLR3GL	7
ANKRD34A	0
TXNIP	89
HFE2	0
TRNAE21	0
TRNAG11	0
TRNAH4	0
TRNAK20	0
RNVU1-6	0
RP11-458D21.1	0
NBPF10	3
NOTCH2NL	15
NUDT4P2	0
LOC102724364	1
TRNAN-GUU-5	0
LOC100996756	0
LOC102724558	0
LOC102724573	0
HYDIN2	0
NBPF12	0
LOC101929781	0
LOC728989	0
TRNAH10	0
NBPF13P	0
PRKAB2	50
CHD1L	53
PDIA3P1	59
FMO5	6
LINC00624	0
BCL9	48
ACP6	72
LOC102723321	0
GJA5	0
GJA8	0
GPR89B	6
TRNAQ13	0
RNVU1-7	0
TRNAN19	0
NBPF11	5
LOC100505824	0
LOC101929257	0
RP4-565E6.1	0
TRNAQ8	0
